tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.002249278570421466,0.99529,0.002238684468354781
1.8760685494688958e-11,0.010494169357173302,0.99529,0.010444741819501016
2.2114507627944403e-10,0.019605477677316376,0.99529,0.019513135877456216
2.6067887965682293e-09,0.032966043136986985,0.99529,0.03281077307381178
3.0728008709255195e-08,0.04678820718313402,0.99529,0.04656783472730146
3.6221212876134117e-07,0.05798419893221429,0.99529,0.05771109335524356
4.299967097019814e-06,0.06691214621604065,0.99529,0.0665969900073631
5.032969746022318e-05,0.07880524422706385,0.99529,0.07843407152675438
0.0005932688115544112,0.11025879542575258,0.99529,0.10973947649929729
0.00699322134373488,0.1558658656521333,0.99529,0.15513173742491176
0.0824339002315605,0.26908808850902916,0.99529,0.2678206836121516
0.9717049550272281,0.1489824851127339,0.99529,0.14828077760785294
11.454153233055079,0.0,0.99529,0.0
135.01796569244883,0.0,0.99529,0.0
1591.5494309189535,0.0,0.99529,0.0
