tau_i,alpha_i,G_0,G_i
4.380701271614763e-08,0.00025259390274042843,0.99985,0.00025255601365501736
7.387318066496538e-11,0.002386933346445425,0.99985,0.002386575306443458
3.42888930477764e-09,0.016018259192718792,0.99985,0.016015856453839884
2.0296036425423144e-07,0.05406815426594587,0.99985,0.054060044042805976
7.431123487659577e-06,0.10049400821547197,0.99985,0.10047893411423965
0.0003428953120354656,0.17422777675583187,0.99985,0.1742016425893185
0.015915495662494106,0.3837180360246016,0.99985,0.3836604783191979
0.7387318066492875,0.26883423829624414,0.99985,0.2687939131604997
34.28889304872298,0.0,0.99985,0.0
1591.5494309189535,0.0,0.99985,0.0
