tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.0002684333397478448,0.99975,0.00026836623141290785
1.8760685498797412e-11,0.0013263567312992695,0.99975,0.0013260251421164447
2.2114507633198163e-10,0.004648370060147469,0.99975,0.004647207967632432
2.606788797191635e-09,0.013221508584987352,0.99975,0.013218203207841105
3.072800871660781e-08,0.028955140783666764,0.99975,0.02894790199847085
3.63936867745851e-07,0.04835536394735283,0.99975,0.04834327510636599
4.2709921296227005e-06,0.0654784830282768,0.99975,0.06546211340751973
5.032926258205369e-05,0.08284877590487345,0.99975,0.08282806371089724
0.0005932650892263457,0.12243932407675631,0.99975,0.12240871424573713
0.006993221345408259,0.18433737684962043,0.99975,0.18429129250540802
0.08243389979409746,0.30091908739118634,0.99975,0.3008438576193386
0.9717049550651347,0.14720177930208508,0.99975,0.14716497885725957
11.454153233055079,0.0,0.99975,0.0
135.01796569244883,0.0,0.99975,0.0
1591.5494309189535,0.0,0.99975,0.0
