tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.0016629238759650411,0.99695,0.0016578519581433478
1.8760685495642438e-11,0.008191782483985874,0.99695,0.008166797547409716
2.2114507629163688e-10,0.016888548185898924,0.99695,0.016837038113931932
2.6067887967129078e-09,0.030526257892093716,0.99695,0.03043315280552283
3.072800871096158e-08,0.04580219171052013,0.99695,0.045662495025803045
3.62212128781454e-07,0.05864834447488125,0.99695,0.05846946702423286
4.294443178447768e-06,0.06838941931229914,0.99695,0.06818083158339662
5.032939414744306e-05,0.08016525934723077,0.99695,0.07992075530622172
0.0005932679589064014,0.11148402686233534,0.99695,0.11114400058040522
0.0069932213441231995,0.15783430166170115,0.99695,0.15735290704163296
0.0824339001321625,0.27169144139721496,0.99695,0.27086278250095347
0.971704955036006,0.14871550279587353,0.99695,0.14826192051234613
11.454153233055079,0.0,0.99695,0.0
135.01796569244883,0.0,0.99695,0.0
1591.5494309189535,0.0,0.99695,0.0
