tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.0011692918829990034,0.99814,0.0011671170000966252
1.8760685496254054e-11,0.0060880979856532316,0.99814,0.006076774123399917
2.2114507629945798e-10,0.014081447964712834,0.99814,0.014055256471498469
2.606788796805713e-09,0.027725483262149613,0.99814,0.027673913863282017
3.072800871205615e-08,0.04445348639549538,0.99814,0.04437080291079976
3.622121287943563e-07,0.05922816825584625,0.99814,0.05911800386289038
4.290330734294311e-06,0.0699480444685249,0.99814,0.06981794110581345
5.032921209670608e-05,0.08160060746078994,0.99814,0.08144883033091287
0.0005932674124116207,0.11266714114478905,0.99814,0.11245758026225974
0.006993221344372304,0.15994943149466634,0.99814,0.15965192555208627
0.08243390006864795,0.27457351417347337,0.99814,0.2740628074371107
0.9717049550416124,0.1485152855109,0.99814,0.14823904707984975
11.454153233055079,0.0,0.99814,0.0
135.01796569244883,0.0,0.99814,0.0
1591.5494309189535,0.0,0.99814,0.0
