tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,9.693796831185901e-05,0.99988,9.692633575566158e-05
1.876068549877779e-11,0.00040344097350295823,0.99988,0.00040339256058613787
2.211450763317307e-10,0.0012900661838899743,0.99988,0.0012899113759479075
2.606788797188657e-09,0.004479526832857039,0.99988,0.004478989289637096
3.07280087165727e-08,0.012805766224895307,0.99988,0.01280422953294832
3.669604852245181e-07,0.028007276391795125,0.99988,0.02800391551862811
4.2715009720109905e-06,0.048233192941849065,0.99988,0.04822740495869604
5.0329437933736535e-05,0.07633071583907192,0.99988,0.07632155615317122
0.0005932651653910544,0.13462609700152298,0.99988,0.1346099418698828
0.006993221346314572,0.2184494188684305,0.99988,0.21842320493816628
0.08243389979551442,0.3300900406894675,0.99988,0.3300504298845848
0.9717049550649838,0.14518752008440589,0.99988,0.14517009758199576
11.454153233055079,0.0,0.99988,0.0
135.01796569244883,0.0,0.99988,0.0
1591.5494309189535,0.0,0.99988,0.0
