tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.00010824923462836813,0.99988,0.00010823624472021272
9.801528533562853e-12,0.0002118998574917961,0.99988,0.00021187442950889706
6.03625379660901e-11,0.0005851599460028581,0.99988,0.0005850897268093378
3.7174161005323325e-10,0.0014953124121942641,0.99988,0.0014951329747048007
2.2893640551359033e-09,0.00380523746207376,0.99988,0.0038047808335783108
1.4099007578178094e-08,0.00873442462356385,0.99988,0.00873337649260902
8.682848594810817e-08,0.016977371285434296,0.99988,0.016975334000880044
5.34731677406984e-07,0.027801508096327796,0.99988,0.027798171915356235
3.2931354693141193e-06,0.03916918459806424,0.99988,0.039164484295912474
2.0310993156617866e-05,0.05125766260825818,0.99988,0.05125151168874519
0.00012493943462693385,0.06931237658151251,0.99988,0.06930405909632273
0.0007691932294137705,0.10021722115697355,0.99988,0.10020519509043471
0.00473702061074847,0.14745460649318543,0.99988,0.14743691194040623
0.029172793485868733,0.19538806521577518,0.99988,0.19536461864794927
0.17966013243704568,0.2466617462980378,0.99988,0.24663214688848203
1.1064336988567767,0.08981478187147275,0.99988,0.08980400409764817
6.813952142756727,0.0,0.99988,0.0
41.96360237406241,0.0007202285973475533,0.99988,0.0007201421699158716
258.4320945195246,0.00015060072616688704,0.99988,0.000150582654079747
1591.5494309189535,0.0,0.99988,0.0
