tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.004367259478966331,0.99529,0.0043466896868204
7.387318066661612e-11,0.02357843589297161,0.99529,0.023467381459915716
3.4288893048559116e-09,0.05352807339683276,0.99529,0.053275956171133676
1.6675872347897145e-07,0.08435585040556103,0.99529,0.08395853435015084
7.3944052088067524e-06,0.10744288820940547,0.99529,0.10693683220593916
0.0003428894497472163,0.15288148372350424,0.99529,0.15216141193516652
0.0159154944846951,0.3172901218905458,0.99529,0.3157956854164413
0.7387318066660907,0.2565558870022128,0.99529,0.2553475087744324
34.28889304872298,0.0,0.99529,0.0
1591.5494309189535,0.0,0.99529,0.0
