tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.0007897815397041832,0.99895,0.0007889522690874938
1.8760685496345406e-11,0.004275462784545174,0.99895,0.004270973548621402
2.2114507630062614e-10,0.011263587506505766,0.99895,0.011251760739623935
2.606788796819574e-09,0.024551557166918994,0.99895,0.02452577803189373
3.0728008712219625e-08,0.042670742129011154,0.99895,0.04262593784977569
3.622121287962835e-07,0.05965655865194057,0.99895,0.05959391926535603
4.2896476248362785e-06,0.0716227737545307,0.99895,0.07154756984208845
5.032921209697387e-05,0.08306351173762981,0.99895,0.0829762950503053
0.0005932673376689147,0.11379781396621377,0.99895,0.11367832626154925
0.006993221344409513,0.16219615505654916,0.99895,0.1620258490937398
0.08243390006080661,0.27775749858918564,0.99895,0.27746585321566697
0.9717049550424056,0.14835455711726497,0.99895,0.14819878483229185
11.454153233055079,0.0,0.99895,0.0
135.01796569244883,0.0,0.99895,0.0
1591.5494309189535,0.0,0.99895,0.0
