tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,8.027750992445538e-05,0.99988,8.026787662326444e-05
9.801528694008013e-12,0.0002160247759483321,0.99988,0.0002159988529752183
6.036253911463389e-11,0.0005075216593089022,0.99988,0.0005074607567097852
3.717416172869649e-10,0.0012396488205717795,0.99988,0.0012395000627133108
2.2893640998451556e-09,0.003087677120023012,0.99988,0.003087306598768609
1.409900785367967e-08,0.0069617704583244166,0.99988,0.006960935045869417
8.682848764494015e-08,0.013567972391349655,0.99988,0.013566344234662693
5.347316878570457e-07,0.022831866404077257,0.99988,0.022829126580108768
3.295234829467444e-06,0.03378624444374008,0.99988,0.03378219009440683
2.0281852536402298e-05,0.04740283115073444,0.99988,0.04739714281099635
0.00012489960389791533,0.0686917734253505,0.99988,0.06868353041253945
0.0007691850888087511,0.10385417017358482,0.99988,0.10384170767316399
0.004737010726927308,0.15438236864968855,0.99988,0.1543638427654506
0.029172794055983303,0.20336800066073346,0.99988,0.20334359650065417
0.17966013046289625,0.24996598339908685,0.99988,0.24993598748107895
1.106433699127998,0.08899323214642514,0.99988,0.08898255295856757
6.813952142756727,0.0,0.99988,0.0
41.96360237406241,0.0007795206570036291,0.99988,0.0007794271145247887
258.4320945195246,0.0001476803284877809,0.99988,0.00014766260684836234
1591.5494309189535,0.0,0.99988,0.0
