   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,5.8975e-07,9.9652e-05
1.0351e-04,6.2381e-07,1.0315e-04
1.0715e-04,6.5983e-07,1.0676e-04
1.1092e-04,6.9794e-07,1.1051e-04
1.1482e-04,7.3824e-07,1.1438e-04
1.1885e-04,7.8088e-07,1.1839e-04
1.2303e-04,8.2597e-07,1.2254e-04
1.2735e-04,8.7368e-07,1.2684e-04
1.3183e-04,9.2414e-07,1.3128e-04
1.3646e-04,9.7751e-07,1.3588e-04
1.4125e-04,1.0340e-06,1.4064e-04
1.4622e-04,1.0937e-06,1.4557e-04
1.5136e-04,1.1569e-06,1.5067e-04
1.5668e-04,1.2237e-06,1.5595e-04
1.6218e-04,1.2944e-06,1.6142e-04
1.6788e-04,1.3691e-06,1.6707e-04
1.7378e-04,1.4482e-06,1.7293e-04
1.7989e-04,1.5318e-06,1.7898e-04
1.8621e-04,1.6203e-06,1.8525e-04
1.9275e-04,1.7139e-06,1.9174e-04
1.9953e-04,1.8129e-06,1.9846e-04
2.0654e-04,1.9176e-06,2.0541e-04
2.1380e-04,2.0284e-06,2.1260e-04
2.2131e-04,2.1456e-06,2.2004e-04
2.2909e-04,2.2695e-06,2.2775e-04
2.3714e-04,2.4006e-06,2.3572e-04
2.4547e-04,2.5393e-06,2.4397e-04
2.5410e-04,2.6860e-06,2.5251e-04
2.6303e-04,2.8412e-06,2.6135e-04
2.7227e-04,3.0053e-06,2.7050e-04
2.8184e-04,3.1789e-06,2.7996e-04
2.9174e-04,3.3625e-06,2.8976e-04
3.0200e-04,3.5568e-06,2.9990e-04
3.1261e-04,3.7622e-06,3.1039e-04
3.2359e-04,3.9796e-06,3.2125e-04
3.3497e-04,4.2094e-06,3.3248e-04
3.4674e-04,4.4526e-06,3.4411e-04
3.5892e-04,4.7098e-06,3.5614e-04
3.7154e-04,4.9819e-06,3.6859e-04
3.8459e-04,5.2696e-06,3.8148e-04
3.9811e-04,5.5740e-06,3.9482e-04
4.1210e-04,5.8960e-06,4.0862e-04
4.2658e-04,6.2366e-06,4.2290e-04
4.4157e-04,6.5968e-06,4.3767e-04
4.5709e-04,6.9778e-06,4.5297e-04
4.7315e-04,7.3809e-06,4.6879e-04
4.8978e-04,7.8072e-06,4.8516e-04
5.0699e-04,8.2581e-06,5.0211e-04
5.2481e-04,8.7350e-06,5.1964e-04
5.4325e-04,9.2395e-06,5.3779e-04
5.6234e-04,9.7731e-06,5.5656e-04
5.8210e-04,1.0337e-05,5.7599e-04
6.0256e-04,1.0934e-05,5.9609e-04
6.2373e-04,1.1566e-05,6.1689e-04
6.4565e-04,1.2234e-05,6.3841e-04
6.6834e-04,1.2940e-05,6.6068e-04
6.9183e-04,1.3687e-05,6.8372e-04
7.1614e-04,1.4477e-05,7.0756e-04
7.4131e-04,1.5313e-05,7.3223e-04
7.6736e-04,1.6197e-05,7.5775e-04
7.9433e-04,1.7132e-05,7.8416e-04
8.2224e-04,1.8121e-05,8.1148e-04
8.5114e-04,1.9167e-05,8.3975e-04
8.8105e-04,2.0273e-05,8.6900e-04
9.1201e-04,2.1443e-05,8.9926e-04
9.4406e-04,2.2681e-05,9.3057e-04
9.7724e-04,2.3989e-05,9.6296e-04
1.0116e-03,2.5373e-05,9.9647e-04
1.0471e-03,2.6837e-05,1.0311e-03
1.0839e-03,2.8385e-05,1.0670e-03
1.1220e-03,3.0023e-05,1.1041e-03
1.1614e-03,3.1754e-05,1.1425e-03
1.2023e-03,3.3586e-05,1.1822e-03
1.2445e-03,3.5522e-05,1.2233e-03
1.2882e-03,3.7570e-05,1.2658e-03
1.3335e-03,3.9736e-05,1.3097e-03
1.3804e-03,4.2027e-05,1.3552e-03
1.4289e-03,4.4449e-05,1.4023e-03
1.4791e-03,4.7011e-05,1.4509e-03
1.5311e-03,4.9720e-05,1.5013e-03
1.5849e-03,5.2584e-05,1.5533e-03
1.6406e-03,5.5613e-05,1.6072e-03
1.6982e-03,5.8816e-05,1.6629e-03
1.7579e-03,6.2204e-05,1.7205e-03
1.8197e-03,6.5785e-05,1.7801e-03
1.8836e-03,6.9572e-05,1.8417e-03
1.9498e-03,7.3576e-05,1.9054e-03
2.0184e-03,7.7810e-05,1.9713e-03
2.0893e-03,8.2287e-05,2.0395e-03
2.1627e-03,8.7021e-05,2.1100e-03
2.2387e-03,9.2025e-05,2.1829e-03
2.3174e-03,9.7317e-05,2.2583e-03
2.3988e-03,1.0291e-04,2.3363e-03
2.4831e-03,1.0883e-04,2.4169e-03
2.5704e-03,1.1508e-04,2.5003e-03
2.6607e-03,1.2169e-04,2.5865e-03
2.7542e-03,1.2868e-04,2.6756e-03
2.8510e-03,1.3607e-04,2.7678e-03
2.9512e-03,1.4387e-04,2.8631e-03
3.0549e-03,1.5213e-04,2.9616e-03
3.1623e-03,1.6086e-04,3.0635e-03
3.2734e-03,1.7008e-04,3.1688e-03
3.3884e-03,1.7983e-04,3.2777e-03
3.5075e-03,1.9014e-04,3.3902e-03
3.6308e-03,2.0103e-04,3.5065e-03
3.7584e-03,2.1254e-04,3.6268e-03
3.8905e-03,2.2471e-04,3.7511e-03
4.0272e-03,2.3757e-04,3.8796e-03
4.1687e-03,2.5115e-04,4.0124e-03
4.3152e-03,2.6551e-04,4.1496e-03
4.4668e-03,2.8069e-04,4.2914e-03
4.6238e-03,2.9672e-04,4.4380e-03
4.7863e-03,3.1367e-04,4.5895e-03
4.9545e-03,3.3157e-04,4.7460e-03
5.1286e-03,3.5048e-04,4.9078e-03
5.3088e-03,3.7046e-04,5.0749e-03
5.4954e-03,3.9157e-04,5.2475e-03
5.6885e-03,4.1388e-04,5.4259e-03
5.8884e-03,4.3743e-04,5.6102e-03
6.0954e-03,4.6232e-04,5.8006e-03
6.3096e-03,4.8860e-04,5.9972e-03
6.5313e-03,5.1637e-04,6.2004e-03
6.7608e-03,5.4568e-04,6.4101e-03
6.9984e-03,5.7665e-04,6.6268e-03
7.2444e-03,6.0935e-04,6.8506e-03
7.4989e-03,6.4387e-04,7.0816e-03
7.7625e-03,6.8033e-04,7.3202e-03
8.0353e-03,7.1882e-04,7.5665e-03
8.3176e-03,7.5946e-04,7.8208e-03
8.6099e-03,8.0236e-04,8.0834e-03
8.9125e-03,8.4764e-04,8.3544e-03
9.2257e-03,8.9544e-04,8.6341e-03
9.5499e-03,9.4589e-04,8.9228e-03
9.8855e-03,9.9913e-04,9.2208e-03
1.0233e-02,1.0553e-03,9.5283e-03
1.0593e-02,1.1146e-03,9.8455e-03
1.0965e-02,1.1771e-03,1.0173e-02
1.1350e-02,1.2431e-03,1.0510e-02
1.1749e-02,1.3127e-03,1.0859e-02
1.2162e-02,1.3862e-03,1.1218e-02
1.2589e-02,1.4636e-03,1.1588e-02
1.3032e-02,1.5453e-03,1.1970e-02
1.3490e-02,1.6314e-03,1.2364e-02
1.3964e-02,1.7221e-03,1.2770e-02
1.4454e-02,1.8179e-03,1.3189e-02
1.4962e-02,1.9188e-03,1.3620e-02
1.5488e-02,2.0251e-03,1.4065e-02
1.6032e-02,2.1372e-03,1.4523e-02
1.6596e-02,2.2552e-03,1.4995e-02
1.7179e-02,2.3796e-03,1.5481e-02
1.7783e-02,2.5107e-03,1.5982e-02
1.8408e-02,2.6487e-03,1.6498e-02
1.9055e-02,2.7941e-03,1.7028e-02
1.9724e-02,2.9472e-03,1.7575e-02
2.0417e-02,3.1083e-03,1.8138e-02
2.1135e-02,3.2780e-03,1.8717e-02
2.1878e-02,3.4565e-03,1.9312e-02
2.2646e-02,3.6444e-03,1.9925e-02
2.3442e-02,3.8420e-03,2.0555e-02
2.4266e-02,4.0500e-03,2.1203e-02
2.5119e-02,4.2686e-03,2.1869e-02
2.6002e-02,4.4986e-03,2.2554e-02
2.6915e-02,4.7403e-03,2.3258e-02
2.7861e-02,4.9943e-03,2.3981e-02
2.8840e-02,5.2613e-03,2.4724e-02
2.9854e-02,5.5419e-03,2.5486e-02
3.0903e-02,5.8365e-03,2.6269e-02
3.1989e-02,6.1459e-03,2.7073e-02
3.3113e-02,6.4708e-03,2.7897e-02
3.4277e-02,6.8118e-03,2.8743e-02
3.5481e-02,7.1696e-03,2.9611e-02
3.6728e-02,7.5450e-03,3.0500e-02
3.8019e-02,7.9387e-03,3.1411e-02
3.9355e-02,8.3515e-03,3.2345e-02
4.0738e-02,8.7843e-03,3.3301e-02
4.2170e-02,9.2377e-03,3.4281e-02
4.3652e-02,9.7128e-03,3.5283e-02
4.5186e-02,1.0210e-02,3.6308e-02
4.6774e-02,1.0731e-02,3.7357e-02
4.8417e-02,1.1276e-02,3.8430e-02
5.0119e-02,1.1847e-02,3.9525e-02
5.1880e-02,1.2443e-02,4.0645e-02
5.3703e-02,1.3067e-02,4.1788e-02
