   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,5.8865e-07,9.9652e-05
1.0351e-04,6.2263e-07,1.0315e-04
1.0715e-04,6.5857e-07,1.0676e-04
1.1092e-04,6.9658e-07,1.1051e-04
1.1482e-04,7.3679e-07,1.1438e-04
1.1885e-04,7.7932e-07,1.1839e-04
1.2303e-04,8.2431e-07,1.2254e-04
1.2735e-04,8.7189e-07,1.2684e-04
1.3183e-04,9.2222e-07,1.3128e-04
1.3646e-04,9.7546e-07,1.3588e-04
1.4125e-04,1.0318e-06,1.4064e-04
1.4622e-04,1.0913e-06,1.4557e-04
1.5136e-04,1.1543e-06,1.5067e-04
1.5668e-04,1.2210e-06,1.5595e-04
1.6218e-04,1.2915e-06,1.6142e-04
1.6788e-04,1.3660e-06,1.6707e-04
1.7378e-04,1.4449e-06,1.7293e-04
1.7989e-04,1.5283e-06,1.7898e-04
1.8621e-04,1.6165e-06,1.8525e-04
1.9275e-04,1.7099e-06,1.9174e-04
1.9953e-04,1.8086e-06,1.9846e-04
2.0654e-04,1.9130e-06,2.0541e-04
2.1380e-04,2.0234e-06,2.1260e-04
2.2131e-04,2.1402e-06,2.2004e-04
2.2909e-04,2.2638e-06,2.2775e-04
2.3714e-04,2.3945e-06,2.3572e-04
2.4547e-04,2.5327e-06,2.4397e-04
2.5410e-04,2.6790e-06,2.5251e-04
2.6303e-04,2.8336e-06,2.6135e-04
2.7227e-04,2.9972e-06,2.7050e-04
2.8184e-04,3.1703e-06,2.7996e-04
2.9174e-04,3.3533e-06,2.8976e-04
3.0200e-04,3.5469e-06,2.9990e-04
3.1261e-04,3.7516e-06,3.1039e-04
3.2359e-04,3.9682e-06,3.2125e-04
3.3497e-04,4.1973e-06,3.3248e-04
3.4674e-04,4.4396e-06,3.4411e-04
3.5892e-04,4.6959e-06,3.5614e-04
3.7154e-04,4.9669e-06,3.6860e-04
3.8459e-04,5.2537e-06,3.8148e-04
3.9811e-04,5.5569e-06,3.9482e-04
4.1210e-04,5.8777e-06,4.0862e-04
4.2658e-04,6.2169e-06,4.2290e-04
4.4157e-04,6.5758e-06,4.3767e-04
4.5709e-04,6.9553e-06,4.5297e-04
4.7315e-04,7.3568e-06,4.6879e-04
4.8978e-04,7.7814e-06,4.8517e-04
5.0699e-04,8.2305e-06,5.0211e-04
5.2481e-04,8.7054e-06,5.1964e-04
5.4325e-04,9.2078e-06,5.3779e-04
5.6234e-04,9.7392e-06,5.5656e-04
5.8210e-04,1.0301e-05,5.7599e-04
6.0256e-04,1.0896e-05,5.9609e-04
6.2373e-04,1.1524e-05,6.1689e-04
6.4565e-04,1.2189e-05,6.3841e-04
6.6834e-04,1.2892e-05,6.6068e-04
6.9183e-04,1.3636e-05,6.8372e-04
7.1614e-04,1.4423e-05,7.0756e-04
7.4131e-04,1.5255e-05,7.3223e-04
7.6736e-04,1.6135e-05,7.5776e-04
7.9433e-04,1.7065e-05,7.8416e-04
8.2224e-04,1.8049e-05,8.1149e-04
8.5114e-04,1.9090e-05,8.3976e-04
8.8105e-04,2.0191e-05,8.6901e-04
9.1201e-04,2.1355e-05,8.9927e-04
9.4406e-04,2.2587e-05,9.3058e-04
9.7724e-04,2.3889e-05,9.6297e-04
1.0116e-03,2.5266e-05,9.9648e-04
1.0471e-03,2.6722e-05,1.0311e-03
1.0839e-03,2.8262e-05,1.0670e-03
1.1220e-03,2.9891e-05,1.1041e-03
1.1614e-03,3.1613e-05,1.1425e-03
1.2023e-03,3.3434e-05,1.1822e-03
1.2445e-03,3.5360e-05,1.2233e-03
