tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.0001246537515804092,0.99988,0.00012463879313021954
1.8760685498827035e-11,0.00042681558412694195,0.99988,0.00042676436625684673
2.2114507633236048e-10,0.0015404982207736157,0.99988,0.0015403133609871228
2.6067887971961297e-09,0.005523741329724546,0.99988,0.005523078480764979
3.072800871666083e-08,0.016109687249199294,0.99988,0.01610775408672939
3.664785769076136e-07,0.03435408311942017,0.99988,0.034349960629445835
4.270837094121756e-06,0.05538818285084537,0.99988,0.05538153626890326
5.032930324031715e-05,0.0795701279376105,0.99988,0.07956057952225798
0.0005932650760056956,0.13064164790090887,0.99988,0.13062597090316078
0.006993221345420721,0.20813293940420652,0.99988,0.208107963451478
0.08243389979047548,0.3224060037625569,0.99988,0.3223673150421054
0.9717049550654302,0.1457816188890468,0.99988,0.14576412509478012
11.454153233055079,0.0,0.99988,0.0
135.01796569244883,0.0,0.99988,0.0
1591.5494309189535,0.0,0.99988,0.0
