tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.00017187092543201953,0.99985,0.00017184514479320472
1.876068549883208e-11,0.0007040794305878545,0.99985,0.0007039738186732663
2.2114507633242497e-10,0.002703044599224201,0.99985,0.0027026391425343174
2.6067887971968953e-09,0.008813335752346673,0.99985,0.008812013751983821
3.0728008716669857e-08,0.022243084979730925,0.99985,0.022239748516983966
3.654954010463211e-07,0.04159416307199829,0.99985,0.04158792394753749
4.270700315710196e-06,0.06094723667150106,0.99985,0.06093809458600034
5.032927197733539e-05,0.08163075970462111,0.99985,0.08161851509066542
0.0005932650595647331,0.12659089303023605,0.99985,0.12657190439628152
0.006993221345422465,0.19608772490496884,0.99985,0.1960583117462331
0.08243389979017705,0.3120032738291154,0.99985,0.31195647333804105
0.9717049550654623,0.14651053310023754,0.99985,0.1464885565202725
11.454153233055079,0.0,0.99985,0.0
135.01796569244883,0.0,0.99985,0.0
1591.5494309189535,0.0,0.99985,0.0
