tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.0056838537491575025,0.99313,0.00564480567390079
7.387318066661941e-11,0.027533729967795538,0.99313,0.02734457324291678
3.4288893048560675e-09,0.05647684085899055,0.99313,0.05608884496228928
1.6668994100814006e-07,0.08395285351537321,0.99313,0.0833760974117226
7.394260965246125e-06,0.10532182054120615,0.99313,0.10459825963408806
0.0003428894406170481,0.1509558917609764,0.99313,0.1499188247845785
0.01591549447987492,0.31401625694126245,0.99313,0.311858965256076
0.7387318066661227,0.25605875266523825,0.99313,0.25429962903442804
34.28889304872298,0.0,0.99313,0.0
1591.5494309189535,0.0,0.99313,0.0
