   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,5.8786e-07,9.9652e-05
1.0351e-04,6.2178e-07,1.0315e-04
1.0715e-04,6.5766e-07,1.0676e-04
1.1092e-04,6.9561e-07,1.1051e-04
1.1482e-04,7.3575e-07,1.1438e-04
1.1885e-04,7.7821e-07,1.1839e-04
1.2303e-04,8.2311e-07,1.2254e-04
1.2735e-04,8.7061e-07,1.2684e-04
1.3183e-04,9.2085e-07,1.3128e-04
1.3646e-04,9.7399e-07,1.3588e-04
1.4125e-04,1.0302e-06,1.4064e-04
1.4622e-04,1.0897e-06,1.4557e-04
1.5136e-04,1.1525e-06,1.5067e-04
1.5668e-04,1.2190e-06,1.5595e-04
1.6218e-04,1.2894e-06,1.6142e-04
1.6788e-04,1.3638e-06,1.6707e-04
1.7378e-04,1.4425e-06,1.7293e-04
1.7989e-04,1.5258e-06,1.7898e-04
1.8621e-04,1.6138e-06,1.8525e-04
1.9275e-04,1.7069e-06,1.9174e-04
1.9953e-04,1.8054e-06,1.9846e-04
2.0654e-04,1.9096e-06,2.0541e-04
2.1380e-04,2.0198e-06,2.1260e-04
2.2131e-04,2.1364e-06,2.2004e-04
2.2909e-04,2.2597e-06,2.2775e-04
2.3714e-04,2.3901e-06,2.3572e-04
2.4547e-04,2.5280e-06,2.4397e-04
2.5410e-04,2.6739e-06,2.5251e-04
2.6303e-04,2.8282e-06,2.6135e-04
2.7227e-04,2.9914e-06,2.7050e-04
2.8184e-04,3.1640e-06,2.7996e-04
2.9174e-04,3.3466e-06,2.8976e-04
3.0200e-04,3.5397e-06,2.9990e-04
3.1261e-04,3.7440e-06,3.1039e-04
3.2359e-04,3.9600e-06,3.2125e-04
3.3497e-04,4.1885e-06,3.3248e-04
3.4674e-04,4.4302e-06,3.4411e-04
3.5892e-04,4.6858e-06,3.5614e-04
3.7154e-04,4.9562e-06,3.6860e-04
3.8459e-04,5.2421e-06,3.8148e-04
3.9811e-04,5.5445e-06,3.9482e-04
4.1210e-04,5.8644e-06,4.0862e-04
4.2658e-04,6.2028e-06,4.2290e-04
4.4157e-04,6.5606e-06,4.3768e-04
4.5709e-04,6.9391e-06,4.5297e-04
4.7315e-04,7.3393e-06,4.6879e-04
4.8978e-04,7.7627e-06,4.8517e-04
5.0699e-04,8.2105e-06,5.0211e-04
5.2481e-04,8.6840e-06,5.1964e-04
5.4325e-04,9.1849e-06,5.3779e-04
5.6234e-04,9.7146e-06,5.5656e-04
5.8210e-04,1.0275e-05,5.7599e-04
6.0256e-04,1.0867e-05,5.9609e-04
6.2373e-04,1.1494e-05,6.1689e-04
6.4565e-04,1.2157e-05,6.3841e-04
6.6834e-04,1.2858e-05,6.6068e-04
6.9183e-04,1.3599e-05,6.8372e-04
7.1614e-04,1.4383e-05,7.0757e-04
7.4131e-04,1.5212e-05,7.3223e-04
7.6736e-04,1.6089e-05,7.5776e-04
7.9433e-04,1.7016e-05,7.8417e-04
8.2224e-04,1.7997e-05,8.1149e-04
8.5114e-04,1.9034e-05,8.3976e-04
8.8105e-04,2.0131e-05,8.6901e-04
9.1201e-04,2.1291e-05,8.9927e-04
9.4406e-04,2.2518e-05,9.3058e-04
9.7724e-04,2.3815e-05,9.6297e-04
1.0116e-03,2.5187e-05,9.9648e-04
1.0471e-03,2.6638e-05,1.0312e-03
1.0839e-03,2.8172e-05,1.0670e-03
1.1220e-03,2.9794e-05,1.1041e-03
1.1614e-03,3.1510e-05,1.1425e-03
1.2023e-03,3.3324e-05,1.1822e-03
1.2445e-03,3.5242e-05,1.2233e-03
1.2882e-03,3.7271e-05,1.2658e-03
1.3335e-03,3.9415e-05,1.3098e-03
1.3804e-03,4.1683e-05,1.3553e-03
1.4289e-03,4.4082e-05,1.4023e-03
1.4791e-03,4.6617e-05,1.4510e-03
1.5311e-03,4.9299e-05,1.5013e-03
1.5849e-03,5.2134e-05,1.5534e-03
1.6406e-03,5.5131e-05,1.6072e-03
1.6982e-03,5.8301e-05,1.6629e-03
1.7579e-03,6.1652e-05,1.7205e-03
1.8197e-03,6.5194e-05,1.7801e-03
