   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,5.8650e-07,9.9652e-05
1.0351e-04,6.2033e-07,1.0315e-04
1.0715e-04,6.5610e-07,1.0676e-04
1.1092e-04,6.9394e-07,1.1051e-04
1.1482e-04,7.3396e-07,1.1438e-04
1.1885e-04,7.7629e-07,1.1839e-04
1.2303e-04,8.2106e-07,1.2254e-04
1.2735e-04,8.6842e-07,1.2684e-04
1.3183e-04,9.1850e-07,1.3128e-04
1.3646e-04,9.7147e-07,1.3588e-04
1.4125e-04,1.0275e-06,1.4064e-04
1.4622e-04,1.0868e-06,1.4557e-04
1.5136e-04,1.1494e-06,1.5067e-04
1.5668e-04,1.2157e-06,1.5595e-04
1.6218e-04,1.2858e-06,1.6142e-04
1.6788e-04,1.3600e-06,1.6707e-04
1.7378e-04,1.4384e-06,1.7293e-04
1.7989e-04,1.5214e-06,1.7898e-04
1.8621e-04,1.6091e-06,1.8525e-04
1.9275e-04,1.7019e-06,1.9174e-04
1.9953e-04,1.8001e-06,1.9846e-04
2.0654e-04,1.9039e-06,2.0541e-04
2.1380e-04,2.0137e-06,2.1260e-04
2.2131e-04,2.1298e-06,2.2005e-04
2.2909e-04,2.2526e-06,2.2775e-04
2.3714e-04,2.3825e-06,2.3572e-04
2.4547e-04,2.5199e-06,2.4397e-04
2.5410e-04,2.6652e-06,2.5251e-04
2.6303e-04,2.8189e-06,2.6135e-04
2.7227e-04,2.9814e-06,2.7050e-04
2.8184e-04,3.1533e-06,2.7996e-04
2.9174e-04,3.3351e-06,2.8976e-04
3.0200e-04,3.5274e-06,2.9990e-04
3.1261e-04,3.7308e-06,3.1039e-04
3.2359e-04,3.9459e-06,3.2125e-04
3.3497e-04,4.1734e-06,3.3248e-04
3.4674e-04,4.4140e-06,3.4411e-04
3.5892e-04,4.6685e-06,3.5614e-04
3.7154e-04,4.9376e-06,3.6860e-04
3.8459e-04,5.2222e-06,3.8148e-04
3.9811e-04,5.5233e-06,3.9482e-04
4.1210e-04,5.8416e-06,4.0862e-04
4.2658e-04,6.1783e-06,4.2290e-04
4.4157e-04,6.5344e-06,4.3768e-04
4.5709e-04,6.9111e-06,4.5297e-04
4.7315e-04,7.3093e-06,4.6879e-04
4.8978e-04,7.7306e-06,4.8517e-04
5.0699e-04,8.1761e-06,5.0211e-04
5.2481e-04,8.6472e-06,5.1965e-04
5.4325e-04,9.1454e-06,5.3779e-04
5.6234e-04,9.6724e-06,5.5656e-04
5.8210e-04,1.0230e-05,5.7599e-04
6.0256e-04,1.0819e-05,5.9609e-04
6.2373e-04,1.1442e-05,6.1689e-04
6.4565e-04,1.2101e-05,6.3841e-04
6.6834e-04,1.2798e-05,6.6068e-04
6.9183e-04,1.3535e-05,6.8373e-04
7.1614e-04,1.4315e-05,7.0757e-04
7.4131e-04,1.5139e-05,7.3224e-04
7.6736e-04,1.6011e-05,7.5776e-04
7.9433e-04,1.6933e-05,7.8417e-04
8.2224e-04,1.7907e-05,8.1149e-04
8.5114e-04,1.8938e-05,8.3976e-04
8.8105e-04,2.0028e-05,8.6901e-04
9.1201e-04,2.1181e-05,8.9928e-04
9.4406e-04,2.2400e-05,9.3059e-04
9.7724e-04,2.3689e-05,9.6298e-04
1.0116e-03,2.5052e-05,9.9649e-04
1.0471e-03,2.6493e-05,1.0312e-03
1.0839e-03,2.8017e-05,1.0670e-03
1.1220e-03,2.9628e-05,1.1041e-03
1.1614e-03,3.1332e-05,1.1425e-03
1.2023e-03,3.3133e-05,1.1822e-03
