   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,5.8948e-07,9.9652e-05
1.0351e-04,6.2352e-07,1.0315e-04
1.0715e-04,6.5952e-07,1.0676e-04
1.1092e-04,6.9760e-07,1.1051e-04
1.1482e-04,7.3788e-07,1.1438e-04
1.1885e-04,7.8049e-07,1.1839e-04
1.2303e-04,8.2556e-07,1.2254e-04
1.2735e-04,8.7324e-07,1.2684e-04
1.3183e-04,9.2366e-07,1.3128e-04
1.3646e-04,9.7700e-07,1.3588e-04
1.4125e-04,1.0334e-06,1.4064e-04
1.4622e-04,1.0931e-06,1.4557e-04
1.5136e-04,1.1562e-06,1.5067e-04
1.5668e-04,1.2230e-06,1.5595e-04
1.6218e-04,1.2936e-06,1.6142e-04
1.6788e-04,1.3684e-06,1.6707e-04
1.7378e-04,1.4474e-06,1.7293e-04
1.7989e-04,1.5310e-06,1.7898e-04
1.8621e-04,1.6194e-06,1.8525e-04
1.9275e-04,1.7129e-06,1.9174e-04
1.9953e-04,1.8119e-06,1.9846e-04
2.0654e-04,1.9165e-06,2.0541e-04
2.1380e-04,2.0272e-06,2.1260e-04
2.2131e-04,2.1443e-06,2.2004e-04
2.2909e-04,2.2681e-06,2.2775e-04
2.3714e-04,2.3991e-06,2.3572e-04
2.4547e-04,2.5377e-06,2.4397e-04
2.5410e-04,2.6843e-06,2.5251e-04
2.6303e-04,2.8393e-06,2.6135e-04
2.7227e-04,3.0033e-06,2.7050e-04
2.8184e-04,3.1768e-06,2.7996e-04
2.9174e-04,3.3602e-06,2.8976e-04
3.0200e-04,3.5543e-06,2.9990e-04
3.1261e-04,3.7596e-06,3.1039e-04
3.2359e-04,3.9768e-06,3.2125e-04
3.3497e-04,4.2064e-06,3.3248e-04
3.4674e-04,4.4494e-06,3.4411e-04
3.5892e-04,4.7064e-06,3.5614e-04
3.7154e-04,4.9782e-06,3.6859e-04
3.8459e-04,5.2657e-06,3.8148e-04
3.9811e-04,5.5698e-06,3.9482e-04
4.1210e-04,5.8915e-06,4.0862e-04
4.2658e-04,6.2318e-06,4.2290e-04
4.4157e-04,6.5916e-06,4.3767e-04
4.5709e-04,6.9723e-06,4.5297e-04
4.7315e-04,7.3749e-06,4.6879e-04
4.8978e-04,7.8008e-06,4.8516e-04
5.0699e-04,8.2513e-06,5.0211e-04
5.2481e-04,8.7278e-06,5.1964e-04
5.4325e-04,9.2317e-06,5.3779e-04
5.6234e-04,9.7648e-06,5.5656e-04
5.8210e-04,1.0329e-05,5.7599e-04
6.0256e-04,1.0925e-05,5.9609e-04
6.2373e-04,1.1556e-05,6.1689e-04
6.4565e-04,1.2223e-05,6.3841e-04
6.6834e-04,1.2928e-05,6.6068e-04
6.9183e-04,1.3675e-05,6.8372e-04
7.1614e-04,1.4464e-05,7.0756e-04
7.4131e-04,1.5299e-05,7.3223e-04
7.6736e-04,1.6182e-05,7.5775e-04
7.9433e-04,1.7116e-05,7.8416e-04
8.2224e-04,1.8104e-05,8.1148e-04
8.5114e-04,1.9148e-05,8.3975e-04
8.8105e-04,2.0253e-05,8.6900e-04
9.1201e-04,2.1422e-05,8.9926e-04
9.4406e-04,2.2658e-05,9.3057e-04
9.7724e-04,2.3965e-05,9.6296e-04
1.0116e-03,2.5347e-05,9.9647e-04
1.0471e-03,2.6809e-05,1.0311e-03
1.0839e-03,2.8355e-05,1.0670e-03
1.1220e-03,2.9990e-05,1.1041e-03
1.1614e-03,3.1720e-05,1.1425e-03
1.2023e-03,3.3549e-05,1.1822e-03
1.2445e-03,3.5483e-05,1.2233e-03
1.2882e-03,3.7528e-05,1.2658e-03
1.3335e-03,3.9691e-05,1.3098e-03
1.3804e-03,4.1979e-05,1.3552e-03
1.4289e-03,4.4398e-05,1.4023e-03
1.4791e-03,4.6956e-05,1.4509e-03
1.5311e-03,4.9661e-05,1.5013e-03
1.5849e-03,5.2521e-05,1.5533e-03
1.6406e-03,5.5546e-05,1.6072e-03
1.6982e-03,5.8744e-05,1.6629e-03
1.7579e-03,6.2126e-05,1.7205e-03
1.8197e-03,6.5702e-05,1.7801e-03
1.8836e-03,6.9483e-05,1.8417e-03
1.9498e-03,7.3482e-05,1.9054e-03
2.0184e-03,7.7709e-05,1.9714e-03
2.0893e-03,8.2179e-05,2.0395e-03
2.1627e-03,8.6905e-05,2.1100e-03
2.2387e-03,9.1901e-05,2.1829e-03
2.3174e-03,9.7184e-05,2.2583e-03
2.3988e-03,1.0277e-04,2.3363e-03
2.4831e-03,1.0867e-04,2.4169e-03
2.5704e-03,1.1492e-04,2.5003e-03
2.6607e-03,1.2152e-04,2.5865e-03
2.7542e-03,1.2849e-04,2.6757e-03
2.8510e-03,1.3587e-04,2.7678e-03
2.9512e-03,1.4366e-04,2.8631e-03
3.0549e-03,1.5190e-04,2.9617e-03
3.1623e-03,1.6062e-04,3.0635e-03
3.2734e-03,1.6982e-04,3.1688e-03
3.3884e-03,1.7956e-04,3.2777e-03
3.5075e-03,1.8984e-04,3.3902e-03
3.6308e-03,2.0071e-04,3.5066e-03
3.7584e-03,2.1220e-04,3.6268e-03
3.8905e-03,2.2435e-04,3.7511e-03
4.0272e-03,2.3718e-04,3.8796e-03
4.1687e-03,2.5074e-04,4.0124e-03
4.3152e-03,2.6508e-04,4.1497e-03
4.4668e-03,2.8022e-04,4.2915e-03
4.6238e-03,2.9622e-04,4.4381e-03
4.7863e-03,3.1313e-04,4.5896e-03
4.9545e-03,3.3100e-04,4.7461e-03
5.1286e-03,3.4987e-04,4.9079e-03
5.3088e-03,3.6981e-04,5.0750e-03
5.4954e-03,3.9088e-04,5.2477e-03
5.6885e-03,4.1313e-04,5.4261e-03
5.8884e-03,4.3664e-04,5.6104e-03
6.0954e-03,4.6147e-04,5.8008e-03
6.3096e-03,4.8770e-04,5.9974e-03
6.5313e-03,5.1540e-04,6.2006e-03
6.7608e-03,5.4466e-04,6.4104e-03
6.9984e-03,5.7555e-04,6.6270e-03
7.2444e-03,6.0818e-04,6.8508e-03
7.4989e-03,6.4262e-04,7.0819e-03
7.7625e-03,6.7900e-04,7.3205e-03
8.0353e-03,7.1740e-04,7.5669e-03
8.3176e-03,7.5794e-04,7.8212e-03
8.6099e-03,8.0074e-04,8.0838e-03
8.9125e-03,8.4592e-04,8.3548e-03
9.2257e-03,8.9360e-04,8.6346e-03
9.5499e-03,9.4393e-04,8.9234e-03
9.8855e-03,9.9704e-04,9.2214e-03
1.0233e-02,1.0531e-03,9.5289e-03
1.0593e-02,1.1122e-03,9.8462e-03
1.0965e-02,1.1746e-03,1.0174e-02
1.1350e-02,1.2404e-03,1.0511e-02
1.1749e-02,1.3099e-03,1.0860e-02
1.2162e-02,1.3831e-03,1.1219e-02
1.2589e-02,1.4603e-03,1.1589e-02
1.3032e-02,1.5418e-03,1.1972e-02
1.3490e-02,1.6277e-03,1.2366e-02
1.3964e-02,1.7182e-03,1.2772e-02
1.4454e-02,1.8137e-03,1.3190e-02
1.4962e-02,1.9143e-03,1.3622e-02
1.5488e-02,2.0204e-03,1.4067e-02
1.6032e-02,2.1321e-03,1.4525e-02
1.6596e-02,2.2499e-03,1.4997e-02
1.7179e-02,2.3740e-03,1.5483e-02
1.7783e-02,2.5047e-03,1.5984e-02
1.8408e-02,2.6423e-03,1.6500e-02
1.9055e-02,2.7873e-03,1.7031e-02
1.9724e-02,2.9400e-03,1.7578e-02
2.0417e-02,3.1007e-03,1.8141e-02
2.1135e-02,3.2698e-03,1.8720e-02
2.1878e-02,3.4479e-03,1.9316e-02
2.2646e-02,3.6352e-03,1.9929e-02
2.3442e-02,3.8323e-03,2.0560e-02
2.4266e-02,4.0397e-03,2.1208e-02
2.5119e-02,4.2577e-03,2.1875e-02
2.6002e-02,4.4870e-03,2.2560e-02
2.6915e-02,4.7280e-03,2.3264e-02
2.7861e-02,4.9814e-03,2.3988e-02
2.8840e-02,5.2476e-03,2.4731e-02
2.9854e-02,5.5273e-03,2.5494e-02
3.0903e-02,5.8211e-03,2.6278e-02
3.1989e-02,6.1297e-03,2.7082e-02
3.3113e-02,6.4536e-03,2.7907e-02
3.4277e-02,6.7936e-03,2.8754e-02
3.5481e-02,7.1504e-03,2.9622e-02
3.6728e-02,7.5248e-03,3.0512e-02
3.8019e-02,7.9174e-03,3.1425e-02
3.9355e-02,8.3290e-03,3.2359e-02
4.0738e-02,8.7605e-03,3.3317e-02
4.2170e-02,9.2127e-03,3.4297e-02
4.3652e-02,9.6865e-03,3.5301e-02
4.5186e-02,1.0183e-02,3.6328e-02
4.6774e-02,1.0702e-02,3.7378e-02
4.8417e-02,1.1246e-02,3.8452e-02
5.0119e-02,1.1815e-02,3.9550e-02
5.1880e-02,1.2409e-02,4.0671e-02
5.3703e-02,1.3031e-02,4.1816e-02
5.5590e-02,1.3682e-02,4.2985e-02
5.7544e-02,1.4361e-02,4.4178e-02
5.9566e-02,1.5070e-02,4.5394e-02
6.1660e-02,1.5811e-02,4.6634e-02
6.3826e-02,1.6584e-02,4.7898e-02
6.6069e-02,1.7390e-02,4.9184e-02
6.8391e-02,1.8230e-02,5.0494e-02
7.0795e-02,1.9106e-02,5.1826e-02
7.3282e-02,2.0019e-02,5.3181e-02
7.5858e-02,2.0969e-02,5.4558e-02
7.8524e-02,2.1959e-02,5.5956e-02
8.1283e-02,2.2988e-02,5.7376e-02
8.4140e-02,2.4058e-02,5.8815e-02
8.7096e-02,2.5170e-02,6.0275e-02
9.0157e-02,2.6325e-02,6.1754e-02
9.3325e-02,2.7525e-02,6.3252e-02
9.6605e-02,2.8769e-02,6.4767e-02
1.0000e-01,3.0060e-02,6.6300e-02
1.0351e-01,3.1399e-02,6.7848e-02
1.0715e-01,3.2785e-02,6.9412e-02
1.1092e-01,3.4221e-02,7.0989e-02
