tau_i,alpha_i,G_0,G_i
3.225291162538159e-08,0.0001838546420267361,0.99988,0.0001838325794696929
7.387318066444702e-11,0.001329688179622861,0.99988,0.0013295286170413062
3.428889304753061e-09,0.010291738262624363,0.99988,0.010290503254032848
2.144566460533131e-07,0.04323722032600298,0.99988,0.04323203185956386
7.442619769406447e-06,0.0927198521644596,0.99988,0.09270872578219987
0.00034289898463961253,0.17869480896177958,0.99988,0.17867336558470417
0.015915496114022293,0.40208313200590856,0.99988,0.4020348820300679
0.7387318066439513,0.2714597054575754,0.99988,0.2714271302929205
34.28889304872298,0.0,0.99988,0.0
1591.5494309189535,0.0,0.99988,0.0
