tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.0010090196599479603,0.99695,0.001005942149985119
9.801527570347905e-12,0.00509467645412923,0.99695,0.005079137690944136
6.036253107093312e-11,0.008366621446637313,0.99695,0.00834110325122507
3.7174156662631747e-10,0.01446366748248284,0.99695,0.014419553296661267
2.2893637867288044e-09,0.02185840195992601,0.99695,0.021791733833948234
1.4099005924234562e-08,0.030312313620937153,0.99695,0.030219861064393293
8.68284757613633e-08,0.03814107256144348,0.99695,0.03802474229013108
5.347316146711263e-07,0.04454519058712894,0.99695,0.044409327755838196
3.293135082955526e-06,0.049643178760510775,0.99695,0.049491767065291216
2.028071349636819e-05,0.055275712112056154,0.99695,0.055107121190114385
0.00012518419273315542,0.06561720016185196,0.99695,0.06541706770135831
0.000769184631387259,0.08341290336129242,0.99695,0.08315849400604049
0.004737079922905856,0.11534524429231566,0.99695,0.1149934412972241
0.029172790063244608,0.14968004956800124,0.99695,0.14922352541681883
0.17966014934362637,0.22086247549422347,0.99695,0.2201888449439661
1.1064336967300192,0.09569499228896003,0.99695,0.0954031225624787
6.813952142756727,0.0,0.99695,0.0
41.963602374062425,0.00032898421633084565,0.99695,0.0003279808144710366
258.4320945195246,0.0002682431903182451,0.99695,0.00026742504858777444
1591.5494309189535,0.0,0.99695,0.0
