tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.002221346966433224,0.99814,0.0022172152610756583
7.387318066623197e-11,0.015648452740993652,0.99814,0.015619346618895405
3.428889304837697e-09,0.046031270107902665,0.99814,0.045945651945501965
1.7521680926556709e-07,0.08443994068334962,0.99814,0.0842828823936786
7.402459699890192e-06,0.11208480222534561,0.99814,0.11187632449320647
0.00034289003644713805,0.15677480831320975,0.99814,0.15648320716974717
0.01591549469692176,0.3247168064674234,0.99814,0.324112833207394
0.7387318066621649,0.2580825724953421,0.99814,0.2576025389105008
34.28889304872298,0.0,0.99814,0.0
1591.5494309189535,0.0,0.99814,0.0
