   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,5.8920e-07,9.9652e-05
1.0351e-04,6.2322e-07,1.0315e-04
1.0715e-04,6.5920e-07,1.0676e-04
1.1092e-04,6.9726e-07,1.1051e-04
1.1482e-04,7.3752e-07,1.1438e-04
1.1885e-04,7.8011e-07,1.1839e-04
1.2303e-04,8.2515e-07,1.2254e-04
1.2735e-04,8.7279e-07,1.2684e-04
1.3183e-04,9.2319e-07,1.3128e-04
1.3646e-04,9.7649e-07,1.3588e-04
1.4125e-04,1.0329e-06,1.4064e-04
1.4622e-04,1.0925e-06,1.4557e-04
1.5136e-04,1.1556e-06,1.5067e-04
1.5668e-04,1.2223e-06,1.5595e-04
1.6218e-04,1.2929e-06,1.6142e-04
1.6788e-04,1.3676e-06,1.6707e-04
1.7378e-04,1.4466e-06,1.7293e-04
1.7989e-04,1.5301e-06,1.7898e-04
1.8621e-04,1.6184e-06,1.8525e-04
1.9275e-04,1.7119e-06,1.9174e-04
1.9953e-04,1.8108e-06,1.9846e-04
2.0654e-04,1.9153e-06,2.0541e-04
2.1380e-04,2.0259e-06,2.1260e-04
2.2131e-04,2.1429e-06,2.2004e-04
2.2909e-04,2.2667e-06,2.2775e-04
2.3714e-04,2.3976e-06,2.3572e-04
2.4547e-04,2.5361e-06,2.4397e-04
2.5410e-04,2.6825e-06,2.5251e-04
2.6303e-04,2.8374e-06,2.6135e-04
2.7227e-04,3.0013e-06,2.7050e-04
2.8184e-04,3.1746e-06,2.7996e-04
2.9174e-04,3.3579e-06,2.8976e-04
3.0200e-04,3.5519e-06,2.9990e-04
3.1261e-04,3.7570e-06,3.1039e-04
3.2359e-04,3.9739e-06,3.2125e-04
3.3497e-04,4.2034e-06,3.3248e-04
3.4674e-04,4.4462e-06,3.4411e-04
3.5892e-04,4.7029e-06,3.5614e-04
3.7154e-04,4.9745e-06,3.6860e-04
3.8459e-04,5.2617e-06,3.8148e-04
3.9811e-04,5.5656e-06,3.9482e-04
4.1210e-04,5.8869e-06,4.0862e-04
4.2658e-04,6.2269e-06,4.2290e-04
4.4157e-04,6.5864e-06,4.3767e-04
4.5709e-04,6.9667e-06,4.5297e-04
4.7315e-04,7.3690e-06,4.6879e-04
4.8978e-04,7.7944e-06,4.8516e-04
5.0699e-04,8.2444e-06,5.0211e-04
5.2481e-04,8.7204e-06,5.1964e-04
5.4325e-04,9.2238e-06,5.3779e-04
5.6234e-04,9.7563e-06,5.5656e-04
5.8210e-04,1.0320e-05,5.7599e-04
6.0256e-04,1.0915e-05,5.9609e-04
6.2373e-04,1.1545e-05,6.1689e-04
6.4565e-04,1.2212e-05,6.3841e-04
6.6834e-04,1.2917e-05,6.6068e-04
6.9183e-04,1.3662e-05,6.8372e-04
7.1614e-04,1.4450e-05,7.0756e-04
7.4131e-04,1.5284e-05,7.3223e-04
7.6736e-04,1.6166e-05,7.5775e-04
7.9433e-04,1.7099e-05,7.8416e-04
8.2224e-04,1.8086e-05,8.1149e-04
8.5114e-04,1.9129e-05,8.3976e-04
8.8105e-04,2.0233e-05,8.6900e-04
9.1201e-04,2.1400e-05,8.9927e-04
9.4406e-04,2.2634e-05,9.3057e-04
9.7724e-04,2.3940e-05,9.6296e-04
1.0116e-03,2.5320e-05,9.9648e-04
1.0471e-03,2.6780e-05,1.0311e-03
1.0839e-03,2.8325e-05,1.0670e-03
1.1220e-03,2.9958e-05,1.1041e-03
1.1614e-03,3.1685e-05,1.1425e-03
1.2023e-03,3.3511e-05,1.1822e-03
1.2445e-03,3.5443e-05,1.2233e-03
