   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,5.8594e-07,9.9652e-05
1.0351e-04,6.1972e-07,1.0315e-04
1.0715e-04,6.5545e-07,1.0676e-04
1.1092e-04,6.9325e-07,1.1051e-04
1.1482e-04,7.3322e-07,1.1438e-04
1.1885e-04,7.7549e-07,1.1839e-04
1.2303e-04,8.2021e-07,1.2254e-04
1.2735e-04,8.6750e-07,1.2684e-04
1.3183e-04,9.1752e-07,1.3128e-04
1.3646e-04,9.7042e-07,1.3588e-04
1.4125e-04,1.0264e-06,1.4064e-04
1.4622e-04,1.0856e-06,1.4557e-04
1.5136e-04,1.1481e-06,1.5067e-04
1.5668e-04,1.2143e-06,1.5595e-04
1.6218e-04,1.2844e-06,1.6142e-04
1.6788e-04,1.3584e-06,1.6707e-04
1.7378e-04,1.4367e-06,1.7293e-04
1.7989e-04,1.5196e-06,1.7898e-04
1.8621e-04,1.6072e-06,1.8525e-04
1.9275e-04,1.6998e-06,1.9174e-04
1.9953e-04,1.7978e-06,1.9846e-04
2.0654e-04,1.9015e-06,2.0541e-04
2.1380e-04,2.0111e-06,2.1260e-04
2.2131e-04,2.1270e-06,2.2005e-04
2.2909e-04,2.2496e-06,2.2775e-04
2.3714e-04,2.3793e-06,2.3572e-04
2.4547e-04,2.5165e-06,2.4397e-04
2.5410e-04,2.6616e-06,2.5251e-04
2.6303e-04,2.8150e-06,2.6135e-04
2.7227e-04,2.9772e-06,2.7050e-04
2.8184e-04,3.1489e-06,2.7996e-04
2.9174e-04,3.3304e-06,2.8976e-04
3.0200e-04,3.5223e-06,2.9990e-04
3.1261e-04,3.7253e-06,3.1039e-04
3.2359e-04,3.9400e-06,3.2125e-04
3.3497e-04,4.1671e-06,3.3248e-04
3.4674e-04,4.4073e-06,3.4411e-04
3.5892e-04,4.6613e-06,3.5614e-04
3.7154e-04,4.9299e-06,3.6860e-04
3.8459e-04,5.2139e-06,3.8148e-04
3.9811e-04,5.5144e-06,3.9482e-04
4.1210e-04,5.8321e-06,4.0862e-04
4.2658e-04,6.1682e-06,4.2290e-04
4.4157e-04,6.5235e-06,4.3768e-04
4.5709e-04,6.8994e-06,4.5297e-04
4.7315e-04,7.2968e-06,4.6879e-04
4.8978e-04,7.7172e-06,4.8517e-04
5.0699e-04,8.1617e-06,5.0211e-04
5.2481e-04,8.6318e-06,5.1965e-04
