tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.00014163247859059846,0.99985,0.00014161123371880986
9.801528425815297e-12,0.0003400929108797268,0.99985,0.00034004189694309485
6.036253719478115e-11,0.001035074433353014,0.99985,0.001034919172188011
3.7174160519539336e-10,0.002561165386543154,0.99985,0.0025607812117351726
2.2893640251112356e-09,0.006146991744384194,0.99985,0.006146069695622537
1.409900739316397e-08,0.012624410555034864,0.99985,0.01262251689345161
8.682848480859426e-08,0.022094112936309782,0.99985,0.022090798819369335
5.347316703891936e-07,0.033114238997334906,0.99985,0.03310927186148531
3.2931354260950615e-06,0.043443300970342255,0.99985,0.04343678447519671
2.0303594671118312e-05,0.05390104012648153,0.99985,0.05389295497046256
0.00012496422611009503,0.06948425349473183,0.99985,0.06947383085670762
0.0007691907875755655,0.09651715825524884,0.99985,0.09650268068151055
0.00473702730440086,0.13966176640225483,0.99985,0.1396408171372945
0.029172793103005266,0.18516130066464154,0.99985,0.18513352646954184
0.17966013405350337,0.24189733752675166,0.99985,0.24186105292612264
1.106433698649114,0.09094348830097129,0.99985,0.09092984677772614
6.813952142756727,0.0,0.99985,0.0
41.96360237406242,0.0006389003001732471,0.99985,0.0006388044651282212
258.4320945195246,0.00017477494474663316,0.99985,0.00017474872850492117
1591.5494309189535,0.0,0.99985,0.0
