tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.00034221938849390756,0.9995,0.0003420482787996606
9.801527663510298e-12,0.0013026900661518928,0.9995,0.001302038721118817
6.036253173783444e-11,0.003143066618457933,0.9995,0.003141495085148704
3.717415708265797e-10,0.006838719662613934,0.9995,0.006835300302782628
2.2893638126892066e-09,0.013081785971166804,0.9995,0.013075245078181221
1.4099006084204397e-08,0.022081875400464863,0.9995,0.022070834462764633
8.682847674662784e-08,0.03242362586243683,0.9995,0.03240741404950561
5.347316207389535e-07,0.042126641672008046,0.9995,0.04210557835117205
3.2931351203241843e-06,0.04984431613546296,0.9995,0.04981939397739523
2.02807137265025e-05,0.05701842159076486,0.9995,0.05698991237996948
0.00012515572875759027,0.06852560165637224,0.9995,0.06849133885554405
0.000769184640115541,0.08902824991066312,0.9995,0.08898373578570778
0.004737071979456061,0.12486459276079011,0.9995,0.12480216046440971
0.029172790394281303,0.16446550701846724,0.9995,0.16438327426495802
0.17966014640418795,0.23067297800667208,0.9995,0.23055764151766875
1.106433697085575,0.09346204954715308,0.9995,0.09341531852237951
6.813952142756727,0.0,0.9995,0.0
41.96360237406243,0.0004417861649897008,0.9995,0.00044156527190720594
258.4320945195246,0.00024307316663120404,0.9995,0.00024295163004788847
1591.5494309189535,0.0,0.9995,0.0
