tau_i,alpha_i,G_0,G_i
1.5915494309189534e-12,0.0013214153592893774,0.99529,0.0013151914929471244
9.801527538059957e-12,0.006777709672593889,0.99529,0.006745786660035972
6.036253083980041e-11,0.010107300227739558,0.99529,0.010059694843666905
3.7174156517060284e-10,0.01657831051706327,0.99529,0.016500226674527902
2.2893637777315245e-09,0.02366742021781077,0.99529,0.023555946668584883
1.4099005868792685e-08,0.031444456231811545,0.99529,0.031296352842959715
8.68284754198932e-08,0.03832245032441579,0.99529,0.03814195158338779
5.347316125681566e-07,0.0439005792651066,0.99529,0.043693807536767944
3.2931350700043485e-06,0.04858447268533151,0.99529,0.0483556398189836
2.0280713416608567e-05,0.05417889286656484,0.99529,0.05392371028116332
0.00012519410906245608,0.06469811062334008,0.99529,0.06439338252230414
0.0007691846283622233,0.08247586734383097,0.99529,0.08208740600864153
0.0047370825090868205,0.11409493172398183,0.99529,0.11355754459556187
0.029172789948514376,0.14764678944613752,0.99529,0.1469513730678462
0.1796601500798707,0.21936797972448965,0.99529,0.2183347565399873
1.1064336966325192,0.0961689707072998,0.99529,0.09571601485526841
6.813952142756727,0.0,0.99529,0.0
41.963602374062425,0.00031778286981241005,0.99529,0.0003162861124955936
258.4320945195246,0.0002698822834891204,0.99529,0.0002686111379338866
1591.5494309189535,0.0,0.99529,0.0
