   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,1.1579e-05,6.2139e-04
1.1885e-04,1.5320e-05,7.3758e-04
1.4125e-04,2.0267e-05,8.7534e-04
1.6788e-04,2.6809e-05,1.0387e-03
1.9953e-04,3.5456e-05,1.2322e-03
2.3714e-04,4.6882e-05,1.4615e-03
2.8184e-04,6.1977e-05,1.7330e-03
3.3497e-04,8.1909e-05,2.0544e-03
3.9811e-04,1.0822e-04,2.4346e-03
4.7315e-04,1.4292e-04,2.8840e-03
5.6234e-04,1.8866e-04,3.4150e-03
6.6834e-04,2.4892e-04,4.0418e-03
7.9433e-04,3.2821e-04,4.7810e-03
9.4406e-04,4.3246e-04,5.6518e-03
1.1220e-03,5.6934e-04,6.6763e-03
1.3335e-03,7.4881e-04,7.8799e-03
1.5849e-03,9.8374e-04,9.2916e-03
1.8836e-03,1.2907e-03,1.0944e-02
2.2387e-03,1.6907e-03,1.2873e-02
2.6607e-03,2.2109e-03,1.5120e-02
3.1623e-03,2.8851e-03,1.7728e-02
3.7584e-03,3.7558e-03,2.0744e-02
4.4668e-03,4.8758e-03,2.4216e-02
5.3088e-03,6.3095e-03,2.8194e-02
6.3096e-03,8.1348e-03,3.2723e-02
7.4989e-03,1.0444e-02,3.7844e-02
8.9125e-03,1.3344e-02,4.3587e-02
1.0593e-02,1.6956e-02,4.9968e-02
1.2589e-02,2.1414e-02,5.6981e-02
1.4962e-02,2.6858e-02,6.4596e-02
1.7783e-02,3.3430e-02,7.2749e-02
2.1135e-02,4.1264e-02,8.1342e-02
2.5119e-02,5.0474e-02,9.0244e-02
2.9854e-02,6.1146e-02,9.9289e-02
3.5481e-02,7.3324e-02,1.0829e-01
4.2170e-02,8.7004e-02,1.1704e-01
5.0119e-02,1.0213e-01,1.2534e-01
5.9566e-02,1.1859e-01,1.3301e-01
7.0795e-02,1.3624e-01,1.3989e-01
8.4140e-02,1.5490e-01,1.4585e-01
1.0000e-01,1.7435e-01,1.5084e-01
1.1885e-01,1.9441e-01,1.5482e-01
1.4125e-01,2.1487e-01,1.5780e-01
1.6788e-01,2.3554e-01,1.5983e-01
1.9953e-01,2.5628e-01,1.6098e-01
2.3714e-01,2.7696e-01,1.6134e-01
2.8184e-01,2.9746e-01,1.6100e-01
3.3497e-01,3.1771e-01,1.6006e-01
3.9811e-01,3.3765e-01,1.5860e-01
4.7315e-01,3.5723e-01,1.5670e-01
5.6234e-01,3.7642e-01,1.5446e-01
6.6834e-01,3.9520e-01,1.5192e-01
7.9433e-01,4.1357e-01,1.4915e-01
9.4406e-01,4.3151e-01,1.4619e-01
1.1220e+00,4.4901e-01,1.4308e-01
1.3335e+00,4.6608e-01,1.3986e-01
1.5849e+00,4.8271e-01,1.3655e-01
1.8836e+00,4.9891e-01,1.3319e-01
2.2387e+00,5.1468e-01,1.2978e-01
2.6607e+00,5.3001e-01,1.2636e-01
3.1623e+00,5.4491e-01,1.2292e-01
3.7584e+00,5.5938e-01,1.1949e-01
4.4668e+00,5.7342e-01,1.1608e-01
5.3088e+00,5.8704e-01,1.1269e-01
6.3096e+00,6.0024e-01,1.0935e-01
7.4989e+00,6.1304e-01,1.0605e-01
8.9125e+00,6.2542e-01,1.0280e-01
1.0593e+01,6.3740e-01,9.9620e-02
1.2589e+01,6.4900e-01,9.6508e-02
1.4962e+01,6.6021e-01,9.3471e-02
1.7783e+01,6.7104e-01,9.0515e-02
2.1135e+01,6.8152e-01,8.7644e-02
2.5119e+01,6.9164e-01,8.4862e-02
2.9854e+01,7.0142e-01,8.2172e-02
3.5481e+01,7.1087e-01,7.9577e-02
4.2170e+01,7.2000e-01,7.7079e-02
5.0119e+01,7.2883e-01,7.4678e-02
5.9566e+01,7.3736e-01,7.2376e-02
7.0795e+01,7.4562e-01,7.0171e-02
8.4140e+01,7.5361e-01,6.8063e-02
1.0000e+02,7.6134e-01,6.6050e-02
1.1885e+02,7.6884e-01,6.4132e-02
1.4125e+02,7.7610e-01,6.2304e-02
1.6788e+02,7.8314e-01,6.0564e-02
1.9953e+02,7.8998e-01,5.8910e-02
2.3714e+02,7.9662e-01,5.7337e-02
2.8184e+02,8.0307e-01,5.5842e-02
3.3497e+02,8.0934e-01,5.4420e-02
3.9811e+02,8.1545e-01,5.3068e-02
4.7315e+02,8.2140e-01,5.1780e-02
5.6234e+02,8.2720e-01,5.0554e-02
6.6834e+02,8.3285e-01,4.9383e-02
7.9433e+02,8.3837e-01,4.8263e-02
9.4406e+02,8.4376e-01,4.7190e-02
1.1220e+03,8.4902e-01,4.6160e-02
1.3335e+03,8.5417e-01,4.5168e-02
1.5849e+03,8.5920e-01,4.4209e-02
1.8836e+03,8.6412e-01,4.3281e-02
2.2387e+03,8.6893e-01,4.2377e-02
2.6607e+03,8.7365e-01,4.1496e-02
3.1623e+03,8.7826e-01,4.0633e-02
3.7584e+03,8.8277e-01,3.9786e-02
4.4668e+03,8.8719e-01,3.8950e-02
5.3088e+03,8.9151e-01,3.8124e-02
6.3096e+03,8.9574e-01,3.7304e-02
7.4989e+03,8.9987e-01,3.6488e-02
8.9125e+03,9.0391e-01,3.5675e-02
1.0593e+04,9.0786e-01,3.4863e-02
1.2589e+04,9.1172e-01,3.4050e-02
1.4962e+04,9.1549e-01,3.3234e-02
1.7783e+04,9.1917e-01,3.2416e-02
2.1135e+04,9.2275e-01,3.1594e-02
2.5119e+04,9.2624e-01,3.0768e-02
2.9854e+04,9.2964e-01,2.9938e-02
3.5481e+04,9.3294e-01,2.9104e-02
4.2170e+04,9.3616e-01,2.8266e-02
5.0119e+04,9.3927e-01,2.7424e-02
5.9566e+04,9.4229e-01,2.6579e-02
7.0795e+04,9.4522e-01,2.5733e-02
8.4140e+04,9.4805e-01,2.4886e-02
1.0000e+05,9.5079e-01,2.4038e-02
1.1885e+05,9.5343e-01,2.3192e-02
1.4125e+05,9.5598e-01,2.2349e-02
1.6788e+05,9.5843e-01,2.1510e-02
1.9953e+05,9.6079e-01,2.0675e-02
2.3714e+05,9.6305e-01,1.9848e-02
2.8184e+05,9.6522e-01,1.9029e-02
3.3497e+05,9.6730e-01,1.8219e-02
3.9811e+05,9.6929e-01,1.7421e-02
4.7315e+05,9.7119e-01,1.6635e-02
5.6234e+05,9.7301e-01,1.5863e-02
6.6834e+05,9.7473e-01,1.5106e-02
7.9433e+05,9.7638e-01,1.4365e-02
9.4406e+05,9.7794e-01,1.3641e-02
1.1220e+06,9.7942e-01,1.2936e-02
1.3335e+06,9.8082e-01,1.2250e-02
1.5849e+06,9.8215e-01,1.1584e-02
1.8836e+06,9.8340e-01,1.0939e-02
2.2387e+06,9.8458e-01,1.0316e-02
2.6607e+06,9.8569e-01,9.7143e-03
3.1623e+06,9.8674e-01,9.1350e-03
3.7584e+06,9.8772e-01,8.5783e-03
4.4668e+06,9.8865e-01,8.0443e-03
5.3088e+06,9.8951e-01,7.5331e-03
6.3096e+06,9.9032e-01,7.0446e-03
7.4989e+06,9.9107e-01,6.5789e-03
8.9125e+06,9.9178e-01,6.1355e-03
1.0593e+07,9.9244e-01,5.7144e-03
1.2589e+07,9.9305e-01,5.3150e-03
1.4962e+07,9.9361e-01,4.9369e-03
1.7783e+07,9.9414e-01,4.5798e-03
2.1135e+07,9.9463e-01,4.2429e-03
2.5119e+07,9.9508e-01,3.9259e-03
2.9854e+07,9.9550e-01,3.6279e-03
3.5481e+07,9.9588e-01,3.3483e-03
4.2170e+07,9.9624e-01,3.0865e-03
5.0119e+07,9.9656e-01,2.8417e-03
5.9566e+07,9.9687e-01,2.6133e-03
7.0795e+07,9.9714e-01,2.4004e-03
8.4140e+07,9.9740e-01,2.2024e-03
1.0000e+08,9.9763e-01,2.0184e-03
1.1885e+08,9.9784e-01,1.8479e-03
1.4125e+08,9.9804e-01,1.6899e-03
1.6788e+08,9.9821e-01,1.5439e-03
1.9953e+08,9.9838e-01,1.4092e-03
2.3714e+08,9.9853e-01,1.2850e-03
2.8184e+08,9.9866e-01,1.1706e-03
3.3497e+08,9.9878e-01,1.0656e-03
3.9811e+08,9.9890e-01,9.6915e-04
4.7315e+08,9.9900e-01,8.8077e-04
5.6234e+08,9.9909e-01,7.9987e-04
6.6834e+08,9.9917e-01,7.2592e-04
7.9433e+08,9.9925e-01,6.5841e-04
9.4406e+08,9.9932e-01,5.9684e-04
1.1220e+09,9.9938e-01,5.4076e-04
1.3335e+09,9.9944e-01,4.8975e-04
1.5849e+09,9.9949e-01,4.4338e-04
1.8836e+09,9.9954e-01,4.0128e-04
2.2387e+09,9.9958e-01,3.6311e-04
2.6607e+09,9.9962e-01,3.2851e-04
3.1623e+09,9.9965e-01,2.9719e-04
3.7584e+09,9.9968e-01,2.6885e-04
4.4668e+09,9.9971e-01,2.4324e-04
5.3088e+09,9.9973e-01,2.2010e-04
6.3096e+09,9.9976e-01,1.9921e-04
7.4989e+09,9.9978e-01,1.8036e-04
8.9125e+09,9.9980e-01,1.6336e-04
