3.676685609368285769e-11 5.876522108286467809e-04 9.999400000000000510e-01 5.876169516959970805e-04
8.493620624055218987e-10 2.682429851235305397e-03 9.999400000000000510e-01 2.682268905444231549e-03
1.962136526486736939e-08 1.227255295694527903e-02 9.999400000000000510e-01 1.227181660376786346e-02
5.107688425439669891e-07 3.653114825846698333e-02 9.999400000000000510e-01 3.652895638957148056e-02
1.047534952607077106e-05 6.812485771566945125e-02 9.999400000000000510e-01 6.812077022420651162e-02
2.419017460822603578e-04 1.019528494945570324e-01 9.999400000000000510e-01 1.019467323235873635e-01
5.588235250459671656e-03 1.691506436569377714e-01 9.999400000000000510e-01 1.691404946183183711e-01
1.290954812376321204e-01 3.285728685957851058e-01 9.999400000000000510e-01 3.285531542236693747e-01
2.982273052997913787e+00 2.801023081832720307e-01 9.999400000000000510e-01 2.800855020447810539e-01
6.889437553491713118e+01 0.000000000000000000e+00 9.999400000000000510e-01 0.000000000000000000e+00
