3.000000000000000000e+00 9.999400000000000510e-01 3.124687062393790571e-01
4.000000000000000000e+00 9.999400000000000510e-01 9.026982509875649541e-01
5.000000000000000000e+00 9.999400000000000510e-01 8.307576068869684249e-01
6.000000000000000000e+00 9.999400000000000510e-01 5.152332400355429387e-01
7.000000000000000000e+00 9.999400000000000510e-01 2.434991468106879331e-01
8.000000000000000000e+00 9.999400000000000510e-01 1.070891744025611186e-01
9.000000000000000000e+00 9.999400000000000510e-01 6.797711546871797184e-02
1.000000000000000000e+01 9.999400000000000510e-01 5.587463323179027441e-02
1.100000000000000000e+01 9.999400000000000510e-01 4.109077489293114227e-02
1.200000000000000000e+01 9.999400000000000510e-01 2.398328854086363357e-02
1.300000000000000000e+01 9.999400000000000510e-01 1.234608587051509374e-02
1.400000000000000000e+01 9.999400000000000510e-01 7.518988195780089076e-03
