2.830219583034459359e-11 4.857812197842638303e-04 9.999400000000000510e-01 4.857520729110768008e-04
5.032921210396336394e-10 1.833087211308352931e-03 9.999400000000000510e-01 1.832977226075674631e-03
8.949940160795700290e-09 7.896852657552709542e-03 9.999400000000000510e-01 7.896378846393256601e-03
1.683221909673263341e-07 2.440761414643062219e-02 9.999400000000000510e-01 2.440614968958183806e-02
2.832425603875647835e-06 5.059652971316992015e-02 9.999400000000000510e-01 5.059349392138712959e-02
5.032930247875617947e-05 7.591932741847856603e-02 9.999400000000000510e-01 7.591477225883346003e-02
8.949940495668817168e-04 1.135979377784326755e-01 9.999400000000000510e-01 1.135911219021659702e-01
1.591549431130830430e-02 1.889240743125966682e-01 9.999400000000000510e-01 1.889127388681379194e-01
2.830219583084571666e-01 3.383683830464166986e-01 9.999400000000000510e-01 3.383480809434339376e-01
5.032921210448548344e+00 1.979704124958296396e-01 9.999400000000000510e-01 1.979585342710799001e-01
8.949940160889094898e+01 0.000000000000000000e+00 9.999400000000000510e-01 0.000000000000000000e+00
