   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,1.0114e-05,6.2350e-04
1.1885e-04,1.3604e-05,7.4025e-04
1.4125e-04,1.8296e-05,8.7873e-04
1.6788e-04,2.4600e-05,1.0429e-03
1.9953e-04,3.3069e-05,1.2376e-03
2.3714e-04,4.4439e-05,1.4682e-03
2.8184e-04,5.9696e-05,1.7414e-03
3.3497e-04,8.0158e-05,2.0648e-03
3.9811e-04,1.0758e-04,2.4473e-03
4.7315e-04,1.4430e-04,2.8995e-03
5.6234e-04,1.9341e-04,3.4336e-03
6.6834e-04,2.5904e-04,4.0637e-03
7.9433e-04,3.4660e-04,4.8063e-03
9.4406e-04,4.6325e-04,5.6801e-03
1.1220e-03,6.1834e-04,6.7065e-03
1.3335e-03,8.2409e-04,7.9098e-03
1.5849e-03,1.0963e-03,9.3168e-03
1.8836e-03,1.4555e-03,1.0957e-02
2.2387e-03,1.9274e-03,1.2864e-02
2.6607e-03,2.5451e-03,1.5069e-02
3.1623e-03,3.3494e-03,1.7608e-02
3.7584e-03,4.3906e-03,2.0513e-02
4.4668e-03,5.7293e-03,2.3814e-02
5.3088e-03,7.4368e-03,2.7533e-02
6.3096e-03,9.5948e-03,3.1683e-02
7.4989e-03,1.2294e-02,3.6261e-02
8.9125e-03,1.5629e-02,4.1244e-02
1.0593e-02,1.9697e-02,4.6587e-02
1.2589e-02,2.4586e-02,5.2219e-02
1.4962e-02,3.0369e-02,5.8045e-02
1.7783e-02,3.7093e-02,6.3947e-02
2.1135e-02,4.4774e-02,6.9794e-02
2.5119e-02,5.3391e-02,7.5452e-02
2.9854e-02,6.2886e-02,8.0794e-02
3.5481e-02,7.3168e-02,8.5712e-02
4.2170e-02,8.4121e-02,9.0128e-02
5.0119e-02,9.5616e-02,9.3996e-02
5.9566e-02,1.0752e-01,9.7305e-02
7.0795e-02,1.1972e-01,1.0007e-01
8.4140e-02,1.3210e-01,1.0234e-01
1.0000e-01,1.4458e-01,1.0417e-01
1.1885e-01,1.5709e-01,1.0563e-01
1.4125e-01,1.6959e-01,1.0678e-01
1.6788e-01,1.8205e-01,1.0769e-01
1.9953e-01,1.9446e-01,1.0841e-01
