   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.9959e-01
1.1885e-12,9.9956e-01
1.4125e-12,9.9954e-01
1.6788e-12,9.9951e-01
1.9953e-12,9.9948e-01
2.3714e-12,9.9945e-01
2.8184e-12,9.9942e-01
3.3497e-12,9.9938e-01
3.9811e-12,9.9935e-01
4.7315e-12,9.9931e-01
5.6234e-12,9.9927e-01
6.6834e-12,9.9922e-01
7.9433e-12,9.9918e-01
9.4406e-12,9.9913e-01
1.1220e-11,9.9908e-01
1.3335e-11,9.9902e-01
1.5849e-11,9.9896e-01
1.8836e-11,9.9890e-01
2.2387e-11,9.9883e-01
2.6607e-11,9.9877e-01
3.1623e-11,9.9869e-01
3.7584e-11,9.9861e-01
4.4668e-11,9.9853e-01
5.3088e-11,9.9844e-01
6.3096e-11,9.9835e-01
7.4989e-11,9.9825e-01
8.9125e-11,9.9815e-01
1.0593e-10,9.9804e-01
1.2589e-10,9.9792e-01
1.4962e-10,9.9780e-01
1.7783e-10,9.9767e-01
2.1135e-10,9.9753e-01
2.5119e-10,9.9738e-01
2.9854e-10,9.9723e-01
3.5481e-10,9.9706e-01
4.2170e-10,9.9689e-01
5.0119e-10,9.9670e-01
5.9566e-10,9.9651e-01
7.0795e-10,9.9630e-01
8.4140e-10,9.9608e-01
1.0000e-09,9.9585e-01
1.1885e-09,9.9560e-01
1.4125e-09,9.9534e-01
1.6788e-09,9.9507e-01
1.9953e-09,9.9477e-01
2.3714e-09,9.9446e-01
2.8184e-09,9.9413e-01
3.3497e-09,9.9379e-01
3.9811e-09,9.9342e-01
4.7315e-09,9.9303e-01
5.6234e-09,9.9262e-01
6.6834e-09,9.9218e-01
7.9433e-09,9.9172e-01
9.4406e-09,9.9123e-01
1.1220e-08,9.9071e-01
1.3335e-08,9.9016e-01
1.5849e-08,9.8958e-01
1.8836e-08,9.8896e-01
2.2387e-08,9.8831e-01
2.6607e-08,9.8762e-01
3.1623e-08,9.8690e-01
3.7584e-08,9.8612e-01
4.4668e-08,9.8531e-01
5.3088e-08,9.8444e-01
6.3096e-08,9.8353e-01
7.4989e-08,9.8256e-01
8.9125e-08,9.8154e-01
1.0593e-07,9.8046e-01
1.2589e-07,9.7932e-01
1.4962e-07,9.7811e-01
1.7783e-07,9.7683e-01
2.1135e-07,9.7548e-01
2.5119e-07,9.7405e-01
2.9854e-07,9.7254e-01
3.5481e-07,9.7094e-01
4.2170e-07,9.6926e-01
5.0119e-07,9.6748e-01
5.9566e-07,9.6560e-01
7.0795e-07,9.6361e-01
8.4140e-07,9.6151e-01
1.0000e-06,9.5930e-01
1.1885e-06,9.5696e-01
1.4125e-06,9.5450e-01
1.6788e-06,9.5190e-01
1.9953e-06,9.4916e-01
2.3714e-06,9.4627e-01
2.8184e-06,9.4323e-01
3.3497e-06,9.4002e-01
3.9811e-06,9.3664e-01
4.7315e-06,9.3308e-01
5.6234e-06,9.2934e-01
6.6834e-06,9.2540e-01
7.9433e-06,9.2125e-01
9.4406e-06,9.1690e-01
1.1220e-05,9.1232e-01
1.3335e-05,9.0752e-01
1.5849e-05,9.0248e-01
1.8836e-05,8.9719e-01
2.2387e-05,8.9164e-01
2.6607e-05,8.8583e-01
3.1623e-05,8.7974e-01
3.7584e-05,8.7337e-01
4.4668e-05,8.6671e-01
5.3088e-05,8.5975e-01
6.3096e-05,8.5249e-01
7.4989e-05,8.4491e-01
8.9125e-05,8.3700e-01
1.0593e-04,8.2877e-01
1.2589e-04,8.2021e-01
1.4962e-04,8.1130e-01
1.7783e-04,8.0206e-01
2.1135e-04,7.9246e-01
2.5119e-04,7.8253e-01
2.9854e-04,7.7224e-01
3.5481e-04,7.6161e-01
4.2170e-04,7.5063e-01
5.0119e-04,7.3930e-01
5.9566e-04,7.2764e-01
7.0795e-04,7.1565e-01
8.4140e-04,7.0334e-01
1.0000e-03,6.9072e-01
1.1885e-03,6.7779e-01
1.4125e-03,6.6457e-01
1.6788e-03,6.5109e-01
1.9953e-03,6.3734e-01
2.3714e-03,6.2336e-01
2.8184e-03,6.0916e-01
3.3497e-03,5.9476e-01
3.9811e-03,5.8019e-01
4.7315e-03,5.6547e-01
5.6234e-03,5.5062e-01
6.6834e-03,5.3567e-01
7.9433e-03,5.2065e-01
9.4406e-03,5.0558e-01
1.1220e-02,4.9048e-01
1.3335e-02,4.7540e-01
1.5849e-02,4.6034e-01
1.8836e-02,4.4534e-01
2.2387e-02,4.3043e-01
2.6607e-02,4.1562e-01
3.1623e-02,4.0094e-01
3.7584e-02,3.8642e-01
4.4668e-02,3.7207e-01
5.3088e-02,3.5792e-01
6.3096e-02,3.4397e-01
7.4989e-02,3.3026e-01
8.9125e-02,3.1678e-01
1.0593e-01,3.0356e-01
1.2589e-01,2.9060e-01
1.4962e-01,2.7791e-01
1.7783e-01,2.6551e-01
2.1135e-01,2.5339e-01
2.5119e-01,2.4155e-01
2.9854e-01,2.3001e-01
3.5481e-01,2.1875e-01
4.2170e-01,2.0779e-01
5.0119e-01,1.9710e-01
5.9566e-01,1.8670e-01
7.0795e-01,1.7658e-01
8.4140e-01,1.6672e-01
1.0000e+00,1.5713e-01
1.1885e+00,1.4780e-01
1.4125e+00,1.3872e-01
1.6788e+00,1.2990e-01
1.9953e+00,1.2131e-01
2.3714e+00,1.1297e-01
2.8184e+00,1.0488e-01
3.3497e+00,9.7036e-02
3.9811e+00,8.9450e-02
4.7315e+00,8.2131e-02
5.6234e+00,7.5094e-02
6.6834e+00,6.8355e-02
7.9433e+00,6.1932e-02
9.4406e+00,5.5844e-02
1.1220e+01,5.0109e-02
1.3335e+01,4.4743e-02
1.5849e+01,3.9757e-02
1.8836e+01,3.5159e-02
2.2387e+01,3.0951e-02
2.6607e+01,2.7126e-02
3.1623e+01,2.3677e-02
3.7584e+01,2.0587e-02
4.4668e+01,1.7837e-02
5.3088e+01,1.5405e-02
6.3096e+01,1.3265e-02
7.4989e+01,1.1392e-02
8.9125e+01,9.7609e-03
1.0593e+02,8.3455e-03
1.2589e+02,7.1221e-03
1.4962e+02,6.0679e-03
1.7783e+02,5.1622e-03
2.1135e+02,4.3860e-03
2.5119e+02,3.7223e-03
2.9854e+02,3.1559e-03
3.5481e+02,2.6733e-03
4.2170e+02,2.2627e-03
5.0119e+02,1.9139e-03
5.9566e+02,1.6178e-03
7.0795e+02,1.3669e-03
8.4140e+02,1.1543e-03
1.0000e+03,9.7437e-04
