   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,1.6376e-06,6.2814e-04
1.1885e-04,2.2858e-06,7.4650e-04
1.4125e-04,3.1908e-06,8.8717e-04
1.6788e-04,4.4542e-06,1.0543e-03
1.9953e-04,6.2179e-06,1.2530e-03
2.3714e-04,8.6801e-06,1.4890e-03
2.8184e-04,1.2117e-05,1.7695e-03
3.3497e-04,1.6916e-05,2.1027e-03
3.9811e-04,2.3615e-05,2.4987e-03
4.7315e-04,3.2967e-05,2.9691e-03
5.6234e-04,4.6020e-05,3.5279e-03
6.6834e-04,6.4240e-05,4.1917e-03
7.9433e-04,8.9669e-05,4.9800e-03
9.4406e-04,1.2515e-04,5.9162e-03
1.1220e-03,1.7466e-04,7.0276e-03
1.3335e-03,2.4372e-04,8.3468e-03
1.5849e-03,3.4002e-04,9.9120e-03
1.8836e-03,4.7425e-04,1.1768e-02
2.2387e-03,6.6127e-04,1.3968e-02
2.6607e-03,9.2165e-04,1.6574e-02
3.1623e-03,1.2839e-03,1.9656e-02
3.7584e-03,1.7871e-03,2.3298e-02
4.4668e-03,2.4854e-03,2.7593e-02
5.3088e-03,3.4524e-03,3.2646e-02
6.3096e-03,4.7879e-03,3.8570e-02
7.4989e-03,6.6263e-03,4.5487e-02
8.9125e-03,9.1458e-03,5.3513e-02
1.0593e-02,1.2578e-02,6.2753e-02
1.2589e-02,1.7219e-02,7.3280e-02
1.4962e-02,2.3431e-02,8.5101e-02
1.7783e-02,3.1639e-02,9.8127e-02
2.1135e-02,4.2306e-02,1.1212e-01
2.5119e-02,5.5884e-02,1.2666e-01
2.9854e-02,7.2728e-02,1.4110e-01
3.5481e-02,9.2992e-02,1.5459e-01
4.2170e-02,1.1651e-01,1.6618e-01
5.0119e-02,1.4274e-01,1.7492e-01
5.9566e-02,1.7075e-01,1.8008e-01
7.0795e-02,1.9938e-01,1.8131e-01
8.4140e-02,2.2743e-01,1.7872e-01
1.0000e-01,2.5386e-01,1.7280e-01
1.1885e-01,2.7795e-01,1.6434e-01
1.4125e-01,2.9933e-01,1.5421e-01
1.6788e-01,3.1793e-01,1.4321e-01
1.9953e-01,3.3392e-01,1.3202e-01
2.3714e-01,3.4760e-01,1.2113e-01
2.8184e-01,3.5931e-01,1.1086e-01
3.3497e-01,3.6939e-01,1.0141e-01
3.9811e-01,3.7815e-01,9.2855e-02
4.7315e-01,3.8587e-01,8.5220e-02
5.6234e-01,3.9276e-01,7.8470e-02
6.6834e-01,3.9901e-01,7.2546e-02
7.9433e-01,4.0476e-01,6.7378e-02
9.4406e-01,4.1011e-01,6.2888e-02
1.1220e+00,4.1516e-01,5.9002e-02
1.3335e+00,4.1997e-01,5.5648e-02
1.5849e+00,4.2459e-01,5.2758e-02
1.8836e+00,4.2908e-01,5.0274e-02
2.2387e+00,4.3344e-01,4.8141e-02
2.6607e+00,4.3772e-01,4.6312e-02
3.1623e+00,4.4193e-01,4.4745e-02
3.7584e+00,4.4608e-01,4.3405e-02
4.4668e+00,4.5019e-01,4.2258e-02
5.3088e+00,4.5426e-01,4.1277e-02
6.3096e+00,4.5830e-01,4.0439e-02
7.4989e+00,4.6232e-01,3.9723e-02
8.9125e+00,4.6632e-01,3.9112e-02
1.0593e+01,4.7031e-01,3.8589e-02
1.2589e+01,4.7429e-01,3.8141e-02
1.4962e+01,4.7825e-01,3.7758e-02
1.7783e+01,4.8221e-01,3.7429e-02
2.1135e+01,4.8616e-01,3.7147e-02
2.5119e+01,4.9010e-01,3.6903e-02
2.9854e+01,4.9404e-01,3.6692e-02
3.5481e+01,4.9797e-01,3.6508e-02
4.2170e+01,5.0190e-01,3.6347e-02
5.0119e+01,5.0583e-01,3.6206e-02
5.9566e+01,5.0975e-01,3.6079e-02
7.0795e+01,5.1367e-01,3.5966e-02
8.4140e+01,5.1758e-01,3.5862e-02
1.0000e+02,5.2149e-01,3.5767e-02
1.1885e+02,5.2540e-01,3.5679e-02
1.4125e+02,5.2930e-01,3.5595e-02
1.6788e+02,5.3320e-01,3.5515e-02
1.9953e+02,5.3709e-01,3.5437e-02
2.3714e+02,5.4097e-01,3.5361e-02
2.8184e+02,5.4485e-01,3.5285e-02
3.3497e+02,5.4873e-01,3.5210e-02
3.9811e+02,5.5259e-01,3.5133e-02
4.7315e+02,5.5646e-01,3.5056e-02
5.6234e+02,5.6031e-01,3.4978e-02
6.6834e+02,5.6415e-01,3.4897e-02
7.9433e+02,5.6799e-01,3.4815e-02
9.4406e+02,5.7182e-01,3.4730e-02
1.1220e+03,5.7564e-01,3.4642e-02
1.3335e+03,5.7945e-01,3.4552e-02
1.5849e+03,5.8326e-01,3.4459e-02
1.8836e+03,5.8705e-01,3.4363e-02
2.2387e+03,5.9083e-01,3.4264e-02
2.6607e+03,5.9460e-01,3.4162e-02
3.1623e+03,5.9836e-01,3.4056e-02
3.7584e+03,6.0211e-01,3.3948e-02
4.4668e+03,6.0584e-01,3.3836e-02
5.3088e+03,6.0957e-01,3.3721e-02
6.3096e+03,6.1328e-01,3.3603e-02
7.4989e+03,6.1697e-01,3.3481e-02
8.9125e+03,6.2066e-01,3.3357e-02
1.0593e+04,6.2433e-01,3.3229e-02
1.2589e+04,6.2798e-01,3.3098e-02
1.4962e+04,6.3162e-01,3.2964e-02
1.7783e+04,6.3525e-01,3.2827e-02
2.1135e+04,6.3886e-01,3.2687e-02
2.5119e+04,6.4245e-01,3.2544e-02
2.9854e+04,6.4603e-01,3.2398e-02
3.5481e+04,6.4960e-01,3.2249e-02
4.2170e+04,6.5314e-01,3.2098e-02
5.0119e+04,6.5667e-01,3.1943e-02
5.9566e+04,6.6018e-01,3.1786e-02
7.0795e+04,6.6367e-01,3.1626e-02
8.4140e+04,6.6715e-01,3.1464e-02
1.0000e+05,6.7061e-01,3.1299e-02
1.1885e+05,6.7405e-01,3.1132e-02
1.4125e+05,6.7747e-01,3.0962e-02
1.6788e+05,6.8087e-01,3.0790e-02
1.9953e+05,6.8425e-01,3.0616e-02
2.3714e+05,6.8761e-01,3.0439e-02
2.8184e+05,6.9096e-01,3.0261e-02
3.3497e+05,6.9428e-01,3.0080e-02
3.9811e+05,6.9758e-01,2.9897e-02
4.7315e+05,7.0087e-01,2.9713e-02
5.6234e+05,7.0413e-01,2.9526e-02
6.6834e+05,7.0737e-01,2.9338e-02
7.9433e+05,7.1059e-01,2.9148e-02
9.4406e+05,7.1379e-01,2.8956e-02
1.1220e+06,7.1697e-01,2.8763e-02
1.3335e+06,7.2012e-01,2.8568e-02
1.5849e+06,7.2326e-01,2.8372e-02
1.8836e+06,7.2637e-01,2.8174e-02
2.2387e+06,7.2946e-01,2.7976e-02
2.6607e+06,7.3253e-01,2.7775e-02
3.1623e+06,7.3557e-01,2.7574e-02
3.7584e+06,7.3860e-01,2.7372e-02
4.4668e+06,7.4160e-01,2.7168e-02
5.3088e+06,7.4458e-01,2.6963e-02
6.3096e+06,7.4753e-01,2.6758e-02
7.4989e+06,7.5047e-01,2.6552e-02
8.9125e+06,7.5338e-01,2.6345e-02
1.0593e+07,7.5626e-01,2.6137e-02
1.2589e+07,7.5913e-01,2.5928e-02
1.4962e+07,7.6197e-01,2.5719e-02
1.7783e+07,7.6478e-01,2.5509e-02
2.1135e+07,7.6758e-01,2.5299e-02
2.5119e+07,7.7035e-01,2.5089e-02
2.9854e+07,7.7310e-01,2.4878e-02
3.5481e+07,7.7582e-01,2.4666e-02
4.2170e+07,7.7852e-01,2.4455e-02
5.0119e+07,7.8120e-01,2.4243e-02
5.9566e+07,7.8385e-01,2.4031e-02
7.0795e+07,7.8649e-01,2.3819e-02
8.4140e+07,7.8909e-01,2.3607e-02
1.0000e+08,7.9168e-01,2.3394e-02
1.1885e+08,7.9424e-01,2.3182e-02
1.4125e+08,7.9677e-01,2.2970e-02
1.6788e+08,7.9929e-01,2.2759e-02
1.9953e+08,8.0178e-01,2.2547e-02
2.3714e+08,8.0424e-01,2.2336e-02
2.8184e+08,8.0669e-01,2.2124e-02
3.3497e+08,8.0910e-01,2.1914e-02
3.9811e+08,8.1150e-01,2.1703e-02
4.7315e+08,8.1387e-01,2.1493e-02
5.6234e+08,8.1622e-01,2.1284e-02
6.6834e+08,8.1855e-01,2.1075e-02
7.9433e+08,8.2086e-01,2.0867e-02
9.4406e+08,8.2314e-01,2.0659e-02
1.1220e+09,8.2539e-01,2.0452e-02
1.3335e+09,8.2763e-01,2.0245e-02
1.5849e+09,8.2984e-01,2.0039e-02
1.8836e+09,8.3203e-01,1.9834e-02
2.2387e+09,8.3420e-01,1.9630e-02
2.6607e+09,8.3634e-01,1.9426e-02
3.1623e+09,8.3846e-01,1.9224e-02
3.7584e+09,8.4056e-01,1.9022e-02
4.4668e+09,8.4264e-01,1.8821e-02
5.3088e+09,8.4470e-01,1.8621e-02
6.3096e+09,8.4673e-01,1.8422e-02
7.4989e+09,8.4874e-01,1.8224e-02
8.9125e+09,8.5073e-01,1.8027e-02
1.0593e+10,8.5270e-01,1.7831e-02
1.2589e+10,8.5465e-01,1.7636e-02
1.4962e+10,8.5657e-01,1.7442e-02
1.7783e+10,8.5847e-01,1.7249e-02
2.1135e+10,8.6036e-01,1.7058e-02
2.5119e+10,8.6222e-01,1.6867e-02
2.9854e+10,8.6406e-01,1.6678e-02
3.5481e+10,8.6588e-01,1.6490e-02
4.2170e+10,8.6768e-01,1.6303e-02
5.0119e+10,8.6945e-01,1.6117e-02
5.9566e+10,8.7121e-01,1.5932e-02
7.0795e+10,8.7295e-01,1.5749e-02
8.4140e+10,8.7467e-01,1.5567e-02
1.0000e+11,8.7637e-01,1.5387e-02
