   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,1.1704e-05,6.2139e-04
1.1885e-04,1.5496e-05,7.3757e-04
1.4125e-04,2.0516e-05,8.7533e-04
1.6788e-04,2.7158e-05,1.0386e-03
1.9953e-04,3.5947e-05,1.2322e-03
2.3714e-04,4.7573e-05,1.4615e-03
2.8184e-04,6.2946e-05,1.7329e-03
3.3497e-04,8.3269e-05,2.0543e-03
3.9811e-04,1.1012e-04,2.4344e-03
4.7315e-04,1.4559e-04,2.8837e-03
5.6234e-04,1.9240e-04,3.4145e-03
6.6834e-04,2.5413e-04,4.0411e-03
7.9433e-04,3.3549e-04,4.7799e-03
9.4406e-04,4.4260e-04,5.6501e-03
1.1220e-03,5.8343e-04,6.6736e-03
1.3335e-03,7.6836e-04,7.8758e-03
1.5849e-03,1.0108e-03,9.2852e-03
1.8836e-03,1.3280e-03,1.0934e-02
2.2387e-03,1.7420e-03,1.2858e-02
2.6607e-03,2.2811e-03,1.5097e-02
3.1623e-03,2.9807e-03,1.7693e-02
3.7584e-03,3.8852e-03,2.0691e-02
4.4668e-03,5.0498e-03,2.4137e-02
5.3088e-03,6.5417e-03,2.8075e-02
6.3096e-03,8.4416e-03,3.2546e-02
7.4989e-03,1.0845e-02,3.7583e-02
8.9125e-03,1.3861e-02,4.3205e-02
1.0593e-02,1.7612e-02,4.9416e-02
1.2589e-02,2.2231e-02,5.6193e-02
1.4962e-02,2.7854e-02,6.3485e-02
1.7783e-02,3.4611e-02,7.1207e-02
2.1135e-02,4.2621e-02,7.9236e-02
2.5119e-02,5.1973e-02,8.7419e-02
2.9854e-02,6.2718e-02,9.5571e-02
3.5481e-02,7.4860e-02,1.0349e-01
4.2170e-02,8.8347e-02,1.1098e-01
5.0119e-02,1.0308e-01,1.1784e-01
5.9566e-02,1.1890e-01,1.2391e-01
7.0795e-02,1.3562e-01,1.2908e-01
8.4140e-02,1.5304e-01,1.3327e-01
1.0000e-01,1.7094e-01,1.3647e-01
1.1885e-01,1.8912e-01,1.3868e-01
1.4125e-01,2.0740e-01,1.3997e-01
1.6788e-01,2.2563e-01,1.4042e-01
1.9953e-01,2.4367e-01,1.4014e-01
2.3714e-01,2.6144e-01,1.3922e-01
2.8184e-01,2.7886e-01,1.3778e-01
3.3497e-01,2.9589e-01,1.3592e-01
3.9811e-01,3.1250e-01,1.3371e-01
4.7315e-01,3.2868e-01,1.3124e-01
5.6234e-01,3.4442e-01,1.2858e-01
6.6834e-01,3.5972e-01,1.2578e-01
7.9433e-01,3.7460e-01,1.2289e-01
9.4406e-01,3.8907e-01,1.1994e-01
1.1220e+00,4.0312e-01,1.1697e-01
1.3335e+00,4.1679e-01,1.1399e-01
1.5849e+00,4.3007e-01,1.1103e-01
1.8836e+00,4.4298e-01,1.0809e-01
2.2387e+00,4.5553e-01,1.0519e-01
2.6607e+00,4.6772e-01,1.0234e-01
3.1623e+00,4.7957e-01,9.9548e-02
3.7584e+00,4.9109e-01,9.6810e-02
4.4668e+00,5.0228e-01,9.4134e-02
5.3088e+00,5.1316e-01,9.1525e-02
6.3096e+00,5.2372e-01,8.8983e-02
7.4989e+00,5.3399e-01,8.6512e-02
8.9125e+00,5.4395e-01,8.4112e-02
1.0593e+01,5.5364e-01,8.1786e-02
1.2589e+01,5.6304e-01,7.9534e-02
1.4962e+01,5.7218e-01,7.7357e-02
1.7783e+01,5.8106e-01,7.5256e-02
2.1135e+01,5.8969e-01,7.3230e-02
2.5119e+01,5.9807e-01,7.1281e-02
2.9854e+01,6.0622e-01,6.9408e-02
3.5481e+01,6.1414e-01,6.7611e-02
4.2170e+01,6.2185e-01,6.5889e-02
5.0119e+01,6.2935e-01,6.4240e-02
5.9566e+01,6.3666e-01,6.2666e-02
7.0795e+01,6.4377e-01,6.1163e-02
8.4140e+01,6.5070e-01,5.9731e-02
1.0000e+02,6.5747e-01,5.8369e-02
1.1885e+02,6.6407e-01,5.7073e-02
1.4125e+02,6.7051e-01,5.5843e-02
1.6788e+02,6.7681e-01,5.4677e-02
1.9953e+02,6.8297e-01,5.3572e-02
2.3714e+02,6.8899e-01,5.2525e-02
2.8184e+02,6.9489e-01,5.1536e-02
3.3497e+02,7.0068e-01,5.0601e-02
3.9811e+02,7.0635e-01,4.9717e-02
4.7315e+02,7.1192e-01,4.8883e-02
5.6234e+02,7.1739e-01,4.8095e-02
6.6834e+02,7.2276e-01,4.7352e-02
7.9433e+02,7.2805e-01,4.6650e-02
9.4406e+02,7.3326e-01,4.5987e-02
1.1220e+03,7.3839e-01,4.5360e-02
1.3335e+03,7.4344e-01,4.4768e-02
1.5849e+03,7.4843e-01,4.4207e-02
1.8836e+03,7.5335e-01,4.3674e-02
2.2387e+03,7.5821e-01,4.3169e-02
2.6607e+03,7.6301e-01,4.2687e-02
3.1623e+03,7.6775e-01,4.2228e-02
3.7584e+03,7.7244e-01,4.1788e-02
4.4668e+03,7.7708e-01,4.1366e-02
5.3088e+03,7.8167e-01,4.0960e-02
6.3096e+03,7.8622e-01,4.0566e-02
7.4989e+03,7.9072e-01,4.0185e-02
8.9125e+03,7.9518e-01,3.9813e-02
1.0593e+04,7.9959e-01,3.9450e-02
1.2589e+04,8.0396e-01,3.9092e-02
1.4962e+04,8.0829e-01,3.8740e-02
1.7783e+04,8.1258e-01,3.8391e-02
2.1135e+04,8.1684e-01,3.8043e-02
2.5119e+04,8.2105e-01,3.7697e-02
2.9854e+04,8.2522e-01,3.7349e-02
3.5481e+04,8.2936e-01,3.7000e-02
4.2170e+04,8.3345e-01,3.6648e-02
5.0119e+04,8.3751e-01,3.6292e-02
5.9566e+04,8.4152e-01,3.5931e-02
7.0795e+04,8.4550e-01,3.5564e-02
8.4140e+04,8.4943e-01,3.5192e-02
1.0000e+05,8.5333e-01,3.4812e-02
1.1885e+05,8.5718e-01,3.4426e-02
1.4125e+05,8.6098e-01,3.4031e-02
1.6788e+05,8.6475e-01,3.3628e-02
1.9953e+05,8.6846e-01,3.3216e-02
2.3714e+05,8.7213e-01,3.2795e-02
2.8184e+05,8.7576e-01,3.2366e-02
3.3497e+05,8.7933e-01,3.1927e-02
3.9811e+05,8.8286e-01,3.1479e-02
4.7315e+05,8.8634e-01,3.1022e-02
5.6234e+05,8.8976e-01,3.0556e-02
6.6834e+05,8.9314e-01,3.0082e-02
7.9433e+05,8.9646e-01,2.9598e-02
9.4406e+05,8.9972e-01,2.9107e-02
1.1220e+06,9.0293e-01,2.8607e-02
1.3335e+06,9.0609e-01,2.8100e-02
1.5849e+06,9.0919e-01,2.7586e-02
1.8836e+06,9.1223e-01,2.7064e-02
2.2387e+06,9.1521e-01,2.6537e-02
2.6607e+06,9.1813e-01,2.6004e-02
3.1623e+06,9.2100e-01,2.5466e-02
3.7584e+06,9.2380e-01,2.4923e-02
4.4668e+06,9.2654e-01,2.4376e-02
5.3088e+06,9.2923e-01,2.3826e-02
6.3096e+06,9.3185e-01,2.3273e-02
7.4989e+06,9.3441e-01,2.2718e-02
8.9125e+06,9.3690e-01,2.2162e-02
1.0593e+07,9.3934e-01,2.1605e-02
1.2589e+07,9.4171e-01,2.1048e-02
1.4962e+07,9.4402e-01,2.0491e-02
1.7783e+07,9.4627e-01,1.9936e-02
2.1135e+07,9.4845e-01,1.9383e-02
2.5119e+07,9.5058e-01,1.8832e-02
2.9854e+07,9.5264e-01,1.8284e-02
3.5481e+07,9.5464e-01,1.7740e-02
4.2170e+07,9.5658e-01,1.7201e-02
5.0119e+07,9.5847e-01,1.6667e-02
5.9566e+07,9.6029e-01,1.6138e-02
7.0795e+07,9.6205e-01,1.5615e-02
8.4140e+07,9.6376e-01,1.5098e-02
1.0000e+08,9.6541e-01,1.4589e-02
1.1885e+08,9.6700e-01,1.4087e-02
1.4125e+08,9.6853e-01,1.3593e-02
1.6788e+08,9.7002e-01,1.3108e-02
1.9953e+08,9.7144e-01,1.2631e-02
2.3714e+08,9.7282e-01,1.2163e-02
2.8184e+08,9.7414e-01,1.1704e-02
3.3497e+08,9.7542e-01,1.1255e-02
3.9811e+08,9.7664e-01,1.0816e-02
4.7315e+08,9.7781e-01,1.0387e-02
5.6234e+08,9.7894e-01,9.9679e-03
6.6834e+08,9.8002e-01,9.5594e-03
7.9433e+08,9.8106e-01,9.1614e-03
9.4406e+08,9.8205e-01,8.7741e-03
1.1220e+09,9.8300e-01,8.3975e-03
1.3335e+09,9.8391e-01,8.0317e-03
1.5849e+09,9.8478e-01,7.6766e-03
1.8836e+09,9.8561e-01,7.3323e-03
2.2387e+09,9.8641e-01,6.9988e-03
2.6607e+09,9.8716e-01,6.6761e-03
3.1623e+09,9.8788e-01,6.3640e-03
3.7584e+09,9.8857e-01,6.0625e-03
4.4668e+09,9.8922e-01,5.7714e-03
5.3088e+09,9.8985e-01,5.4907e-03
6.3096e+09,9.9044e-01,5.2203e-03
7.4989e+09,9.9100e-01,4.9599e-03
8.9125e+09,9.9153e-01,4.7094e-03
1.0593e+10,9.9204e-01,4.4687e-03
1.2589e+10,9.9252e-01,4.2375e-03
1.4962e+10,9.9298e-01,4.0157e-03
1.7783e+10,9.9341e-01,3.8031e-03
2.1135e+10,9.9382e-01,3.5994e-03
2.5119e+10,9.9420e-01,3.4044e-03
2.9854e+10,9.9457e-01,3.2179e-03
3.5481e+10,9.9491e-01,3.0398e-03
4.2170e+10,9.9524e-01,2.8696e-03
5.0119e+10,9.9555e-01,2.7072e-03
5.9566e+10,9.9584e-01,2.5525e-03
7.0795e+10,9.9611e-01,2.4050e-03
8.4140e+10,9.9637e-01,2.2646e-03
1.0000e+11,9.9661e-01,2.1311e-03
