   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,1.1631e-05,6.2139e-04
1.1885e-04,1.5394e-05,7.3757e-04
1.4125e-04,2.0372e-05,8.7534e-04
1.6788e-04,2.6956e-05,1.0387e-03
1.9953e-04,3.5663e-05,1.2322e-03
2.3714e-04,4.7173e-05,1.4615e-03
2.8184e-04,6.2386e-05,1.7330e-03
3.3497e-04,8.2484e-05,2.0543e-03
3.9811e-04,1.0902e-04,2.4345e-03
4.7315e-04,1.4405e-04,2.8839e-03
5.6234e-04,1.9025e-04,3.4148e-03
6.6834e-04,2.5113e-04,4.0415e-03
7.9433e-04,3.3131e-04,4.7806e-03
9.4406e-04,4.3678e-04,5.6511e-03
1.1220e-03,5.7535e-04,6.6753e-03
1.3335e-03,7.5716e-04,7.8783e-03
1.5849e-03,9.9532e-04,9.2890e-03
1.8836e-03,1.3067e-03,1.0940e-02
2.2387e-03,1.7128e-03,1.2867e-02
2.6607e-03,2.2411e-03,1.5111e-02
3.1623e-03,2.9264e-03,1.7714e-02
3.7584e-03,3.8119e-03,2.0722e-02
4.4668e-03,4.9515e-03,2.4184e-02
5.3088e-03,6.4108e-03,2.8145e-02
6.3096e-03,8.2692e-03,3.2649e-02
7.4989e-03,1.0620e-02,3.7735e-02
8.9125e-03,1.3573e-02,4.3427e-02
1.0593e-02,1.7248e-02,4.9735e-02
1.2589e-02,2.1781e-02,5.6647e-02
1.4962e-02,2.7309e-02,6.4122e-02
1.7783e-02,3.3970e-02,7.2087e-02
2.1135e-02,4.1893e-02,8.0433e-02
2.5119e-02,5.1180e-02,8.9016e-02
2.9854e-02,6.1903e-02,9.7661e-02
3.5481e-02,7.4088e-02,1.0617e-01
4.2170e-02,8.7709e-02,1.1435e-01
5.0119e-02,1.0269e-01,1.2198e-01
5.9566e-02,1.1889e-01,1.2890e-01
7.0795e-02,1.3616e-01,1.3496e-01
8.4140e-02,1.5428e-01,1.4007e-01
1.0000e-01,1.7306e-01,1.4417e-01
1.1885e-01,1.9228e-01,1.4726e-01
1.4125e-01,2.1174e-01,1.4938e-01
1.6788e-01,2.3129e-01,1.5059e-01
1.9953e-01,2.5077e-01,1.5098e-01
2.3714e-01,2.7006e-01,1.5064e-01
2.8184e-01,2.8908e-01,1.4968e-01
3.3497e-01,3.0777e-01,1.4819e-01
3.9811e-01,3.2607e-01,1.4628e-01
4.7315e-01,3.4397e-01,1.4402e-01
5.6234e-01,3.6144e-01,1.4148e-01
6.6834e-01,3.7847e-01,1.3873e-01
7.9433e-01,3.9507e-01,1.3582e-01
9.4406e-01,4.1123e-01,1.3280e-01
1.1220e+00,4.2696e-01,1.2970e-01
1.3335e+00,4.4227e-01,1.2654e-01
1.5849e+00,4.5716e-01,1.2337e-01
1.8836e+00,4.7164e-01,1.2018e-01
2.2387e+00,4.8571e-01,1.1700e-01
2.6607e+00,4.9939e-01,1.1385e-01
3.1623e+00,5.1268e-01,1.1073e-01
3.7584e+00,5.2559e-01,1.0766e-01
4.4668e+00,5.3812e-01,1.0463e-01
5.3088e+00,5.5029e-01,1.0167e-01
6.3096e+00,5.6210e-01,9.8765e-02
7.4989e+00,5.7355e-01,9.5931e-02
8.9125e+00,5.8466e-01,9.3171e-02
1.0593e+01,5.9544e-01,9.0488e-02
1.2589e+01,6.0589e-01,8.7886e-02
1.4962e+01,6.1603e-01,8.5367e-02
1.7783e+01,6.2586e-01,8.2934e-02
2.1135e+01,6.3540e-01,8.0588e-02
2.5119e+01,6.4465e-01,7.8332e-02
2.9854e+01,6.5363e-01,7.6165e-02
3.5481e+01,6.6234e-01,7.4088e-02
4.2170e+01,6.7081e-01,7.2101e-02
5.0119e+01,6.7903e-01,7.0204e-02
5.9566e+01,6.8702e-01,6.8395e-02
7.0795e+01,6.9480e-01,6.6673e-02
8.4140e+01,7.0236e-01,6.5037e-02
1.0000e+02,7.0973e-01,6.3484e-02
1.1885e+02,7.1692e-01,6.2012e-02
1.4125e+02,7.2392e-01,6.0618e-02
1.6788e+02,7.3076e-01,5.9299e-02
1.9953e+02,7.3744e-01,5.8052e-02
2.3714e+02,7.4397e-01,5.6874e-02
2.8184e+02,7.5037e-01,5.5761e-02
3.3497e+02,7.5663e-01,5.4709e-02
3.9811e+02,7.6276e-01,5.3715e-02
4.7315e+02,7.6878e-01,5.2774e-02
5.6234e+02,7.7468e-01,5.1883e-02
6.6834e+02,7.8049e-01,5.1038e-02
7.9433e+02,7.8619e-01,5.0236e-02
9.4406e+02,7.9180e-01,4.9471e-02
1.1220e+03,7.9732e-01,4.8740e-02
1.3335e+03,8.0275e-01,4.8040e-02
1.5849e+03,8.0811e-01,4.7366e-02
1.8836e+03,8.1338e-01,4.6715e-02
2.2387e+03,8.1858e-01,4.6084e-02
2.6607e+03,8.2371e-01,4.5469e-02
3.1623e+03,8.2877e-01,4.4867e-02
3.7584e+03,8.3375e-01,4.4275e-02
4.4668e+03,8.3868e-01,4.3690e-02
5.3088e+03,8.4353e-01,4.3109e-02
6.3096e+03,8.4832e-01,4.2529e-02
7.4989e+03,8.5304e-01,4.1949e-02
8.9125e+03,8.5770e-01,4.1366e-02
1.0593e+04,8.6229e-01,4.0778e-02
1.2589e+04,8.6681e-01,4.0183e-02
1.4962e+04,8.7127e-01,3.9580e-02
1.7783e+04,8.7566e-01,3.8967e-02
2.1135e+04,8.7998e-01,3.8344e-02
2.5119e+04,8.8423e-01,3.7708e-02
2.9854e+04,8.8841e-01,3.7061e-02
3.5481e+04,8.9252e-01,3.6400e-02
4.2170e+04,8.9655e-01,3.5726e-02
5.0119e+04,9.0051e-01,3.5038e-02
5.9566e+04,9.0438e-01,3.4337e-02
7.0795e+04,9.0818e-01,3.3623e-02
8.4140e+04,9.1190e-01,3.2895e-02
1.0000e+05,9.1554e-01,3.2155e-02
1.1885e+05,9.1910e-01,3.1403e-02
1.4125e+05,9.2257e-01,3.0641e-02
1.6788e+05,9.2595e-01,2.9868e-02
1.9953e+05,9.2925e-01,2.9086e-02
2.3714e+05,9.3246e-01,2.8296e-02
2.8184e+05,9.3558e-01,2.7500e-02
3.3497e+05,9.3861e-01,2.6698e-02
3.9811e+05,9.4155e-01,2.5892e-02
4.7315e+05,9.4440e-01,2.5084e-02
5.6234e+05,9.4716e-01,2.4275e-02
6.6834e+05,9.4982e-01,2.3466e-02
7.9433e+05,9.5240e-01,2.2658e-02
9.4406e+05,9.5489e-01,2.1854e-02
1.1220e+06,9.5729e-01,2.1055e-02
1.3335e+06,9.5959e-01,2.0262e-02
1.5849e+06,9.6181e-01,1.9477e-02
1.8836e+06,9.6394e-01,1.8700e-02
2.2387e+06,9.6599e-01,1.7934e-02
2.6607e+06,9.6795e-01,1.7179e-02
3.1623e+06,9.6982e-01,1.6437e-02
3.7584e+06,9.7161e-01,1.5709e-02
4.4668e+06,9.7332e-01,1.4996e-02
5.3088e+06,9.7496e-01,1.4298e-02
6.3096e+06,9.7651e-01,1.3616e-02
7.4989e+06,9.7799e-01,1.2953e-02
8.9125e+06,9.7939e-01,1.2307e-02
1.0593e+07,9.8073e-01,1.1679e-02
1.2589e+07,9.8199e-01,1.1071e-02
1.4962e+07,9.8319e-01,1.0482e-02
1.7783e+07,9.8432e-01,9.9133e-03
2.1135e+07,9.8539e-01,9.3643e-03
2.5119e+07,9.8640e-01,8.8356e-03
2.9854e+07,9.8736e-01,8.3271e-03
3.5481e+07,9.8825e-01,7.8389e-03
4.2170e+07,9.8910e-01,7.3708e-03
5.0119e+07,9.8989e-01,6.9228e-03
5.9566e+07,9.9063e-01,6.4947e-03
7.0795e+07,9.9133e-01,6.0861e-03
8.4140e+07,9.9198e-01,5.6969e-03
1.0000e+08,9.9259e-01,5.3265e-03
1.1885e+08,9.9316e-01,4.9747e-03
1.4125e+08,9.9369e-01,4.6409e-03
1.6788e+08,9.9419e-01,4.3248e-03
1.9953e+08,9.9465e-01,4.0258e-03
2.3714e+08,9.9508e-01,3.7433e-03
2.8184e+08,9.9548e-01,3.4769e-03
3.3497e+08,9.9585e-01,3.2259e-03
3.9811e+08,9.9619e-01,2.9899e-03
4.7315e+08,9.9651e-01,2.7682e-03
5.6234e+08,9.9680e-01,2.5602e-03
6.6834e+08,9.9707e-01,2.3653e-03
7.9433e+08,9.9732e-01,2.1830e-03
9.4406e+08,9.9756e-01,2.0126e-03
1.1220e+09,9.9777e-01,1.8537e-03
1.3335e+09,9.9796e-01,1.7055e-03
1.5849e+09,9.9814e-01,1.5676e-03
