3.000000000000000000e+00 9.998299999999999965e-01 9.043820123178527570e-01
4.000000000000000000e+00 9.998299999999999965e-01 7.492318976752730952e-01
5.000000000000000000e+00 9.998299999999999965e-01 7.129254742993520466e-01
6.000000000000000000e+00 9.998299999999999965e-01 4.748580071947280934e-01
7.000000000000000000e+00 9.998299999999999965e-01 2.290108561051272251e-01
8.000000000000000000e+00 9.998299999999999965e-01 9.632954472355895192e-02
9.000000000000000000e+00 9.998299999999999965e-01 5.685176388830164712e-02
1.000000000000000000e+01 9.998299999999999965e-01 4.776912460073950983e-02
1.100000000000000000e+01 9.998299999999999965e-01 3.715807266613317672e-02
1.200000000000000000e+01 9.998299999999999965e-01 2.254284984941953146e-02
1.300000000000000000e+01 9.998299999999999965e-01 1.140275687004159953e-02
1.400000000000000000e+01 9.998299999999999965e-01 6.416944489569149923e-03
