   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,6.6058e-06,6.2569e-04
1.1885e-04,8.9533e-06,7.4319e-04
1.4125e-04,1.2134e-05,8.8268e-04
1.6788e-04,1.6444e-05,1.0482e-03
1.9953e-04,2.2282e-05,1.2447e-03
2.3714e-04,3.0189e-05,1.4778e-03
2.8184e-04,4.0894e-05,1.7543e-03
3.3497e-04,5.5385e-05,2.0820e-03
3.9811e-04,7.4991e-05,2.4705e-03
4.7315e-04,1.0151e-04,2.9308e-03
5.6234e-04,1.3734e-04,3.4757e-03
6.6834e-04,1.8575e-04,4.1205e-03
7.9433e-04,2.5109e-04,4.8829e-03
9.4406e-04,3.3917e-04,5.7834e-03
1.1220e-03,4.5781e-04,6.8460e-03
1.3335e-03,6.1735e-04,8.0980e-03
1.5849e-03,8.3154e-04,9.5709e-03
1.8836e-03,1.1185e-03,1.1300e-02
2.2387e-03,1.5021e-03,1.3325e-02
2.6607e-03,2.0133e-03,1.5690e-02
3.1623e-03,2.6922e-03,1.8441e-02
3.7584e-03,3.5899e-03,2.1628e-02
4.4668e-03,4.7710e-03,2.5299e-02
5.3088e-03,6.3155e-03,2.9501e-02
6.3096e-03,8.3206e-03,3.4271e-02
7.4989e-03,1.0901e-02,3.9633e-02
8.9125e-03,1.4189e-02,4.5590e-02
1.0593e-02,1.8329e-02,5.2117e-02
1.2589e-02,2.3470e-02,5.9149e-02
1.4962e-02,2.9756e-02,6.6578e-02
1.7783e-02,3.7306e-02,7.4249e-02
2.1135e-02,4.6202e-02,8.1966e-02
2.5119e-02,5.6468e-02,8.9501e-02
2.9854e-02,6.8059e-02,9.6614e-02
3.5481e-02,8.0859e-02,1.0308e-01
4.2170e-02,9.4685e-02,1.0871e-01
5.0119e-02,1.0931e-01,1.1338e-01
5.9566e-02,1.2448e-01,1.1703e-01
7.0795e-02,1.3995e-01,1.1966e-01
8.4140e-02,1.5549e-01,1.2134e-01
1.0000e-01,1.7093e-01,1.2220e-01
1.1885e-01,1.8613e-01,1.2236e-01
1.4125e-01,2.0099e-01,1.2197e-01
1.6788e-01,2.1547e-01,1.2116e-01
1.9953e-01,2.2956e-01,1.2008e-01
2.3714e-01,2.4326e-01,1.1881e-01
2.8184e-01,2.5660e-01,1.1746e-01
3.3497e-01,2.6961e-01,1.1608e-01
3.9811e-01,2.8233e-01,1.1473e-01
4.7315e-01,2.9480e-01,1.1345e-01
5.6234e-01,3.0706e-01,1.1225e-01
6.6834e-01,3.1914e-01,1.1114e-01
7.9433e-01,3.3109e-01,1.1014e-01
9.4406e-01,3.4292e-01,1.0925e-01
1.1220e+00,3.5466e-01,1.0845e-01
1.3335e+00,3.6633e-01,1.0773e-01
1.5849e+00,3.7795e-01,1.0710e-01
1.8836e+00,3.8953e-01,1.0654e-01
2.2387e+00,4.0107e-01,1.0603e-01
2.6607e+00,4.1260e-01,1.0556e-01
3.1623e+00,4.2410e-01,1.0513e-01
3.7584e+00,4.3559e-01,1.0471e-01
4.4668e+00,4.4706e-01,1.0431e-01
5.3088e+00,4.5851e-01,1.0390e-01
6.3096e+00,4.6995e-01,1.0349e-01
7.4989e+00,4.8136e-01,1.0306e-01
8.9125e+00,4.9274e-01,1.0260e-01
1.0593e+01,5.0409e-01,1.0210e-01
1.2589e+01,5.1540e-01,1.0157e-01
1.4962e+01,5.2666e-01,1.0099e-01
1.7783e+01,5.3787e-01,1.0037e-01
2.1135e+01,5.4902e-01,9.9694e-02
2.5119e+01,5.6010e-01,9.8964e-02
2.9854e+01,5.7110e-01,9.8176e-02
3.5481e+01,5.8202e-01,9.7331e-02
4.2170e+01,5.9284e-01,9.6428e-02
5.0119e+01,6.0355e-01,9.5465e-02
5.9566e+01,6.1416e-01,9.4444e-02
7.0795e+01,6.2465e-01,9.3366e-02
8.4140e+01,6.3502e-01,9.2232e-02
1.0000e+02,6.4525e-01,9.1044e-02
1.1885e+02,6.5534e-01,8.9803e-02
1.4125e+02,6.6528e-01,8.8513e-02
1.6788e+02,6.7508e-01,8.7176e-02
1.9953e+02,6.8471e-01,8.5794e-02
2.3714e+02,6.9418e-01,8.4372e-02
2.8184e+02,7.0349e-01,8.2912e-02
3.3497e+02,7.1262e-01,8.1417e-02
3.9811e+02,7.2157e-01,7.9891e-02
4.7315e+02,7.3035e-01,7.8338e-02
5.6234e+02,7.3894e-01,7.6761e-02
6.6834e+02,7.4735e-01,7.5164e-02
7.9433e+02,7.5557e-01,7.3550e-02
9.4406e+02,7.6360e-01,7.1922e-02
1.1220e+03,7.7145e-01,7.0284e-02
1.3335e+03,7.7910e-01,6.8640e-02
1.5849e+03,7.8657e-01,6.6991e-02
1.8836e+03,7.9384e-01,6.5342e-02
2.2387e+03,8.0092e-01,6.3696e-02
2.6607e+03,8.0782e-01,6.2054e-02
3.1623e+03,8.1453e-01,6.0421e-02
3.7584e+03,8.2105e-01,5.8798e-02
4.4668e+03,8.2738e-01,5.7187e-02
5.3088e+03,8.3354e-01,5.5591e-02
6.3096e+03,8.3951e-01,5.4012e-02
7.4989e+03,8.4531e-01,5.2452e-02
8.9125e+03,8.5092e-01,5.0912e-02
1.0593e+04,8.5637e-01,4.9395e-02
1.2589e+04,8.6165e-01,4.7900e-02
1.4962e+04,8.6676e-01,4.6431e-02
1.7783e+04,8.7171e-01,4.4987e-02
2.1135e+04,8.7649e-01,4.3571e-02
2.5119e+04,8.8112e-01,4.2181e-02
2.9854e+04,8.8560e-01,4.0821e-02
3.5481e+04,8.8993e-01,3.9489e-02
4.2170e+04,8.9411e-01,3.8188e-02
5.0119e+04,8.9815e-01,3.6916e-02
5.9566e+04,9.0205e-01,3.5674e-02
7.0795e+04,9.0581e-01,3.4463e-02
8.4140e+04,9.0944e-01,3.3283e-02
1.0000e+05,9.1295e-01,3.2133e-02
1.1885e+05,9.1633e-01,3.1014e-02
1.4125e+05,9.1958e-01,2.9925e-02
1.6788e+05,9.2273e-01,2.8867e-02
1.9953e+05,9.2575e-01,2.7838e-02
2.3714e+05,9.2867e-01,2.6840e-02
2.8184e+05,9.3148e-01,2.5871e-02
3.3497e+05,9.3418e-01,2.4931e-02
3.9811e+05,9.3679e-01,2.4020e-02
4.7315e+05,9.3930e-01,2.3137e-02
5.6234e+05,9.4171e-01,2.2282e-02
6.6834e+05,9.4403e-01,2.1454e-02
7.9433e+05,9.4627e-01,2.0653e-02
9.4406e+05,9.4842e-01,1.9878e-02
1.1220e+06,9.5048e-01,1.9129e-02
1.3335e+06,9.5247e-01,1.8405e-02
1.5849e+06,9.5438e-01,1.7705e-02
1.8836e+06,9.5622e-01,1.7029e-02
2.2387e+06,9.5799e-01,1.6377e-02
2.6607e+06,9.5968e-01,1.5747e-02
3.1623e+06,9.6132e-01,1.5139e-02
3.7584e+06,9.6288e-01,1.4553e-02
4.4668e+06,9.6439e-01,1.3987e-02
5.3088e+06,9.6584e-01,1.3442e-02
6.3096e+06,9.6723e-01,1.2916e-02
7.4989e+06,9.6856e-01,1.2410e-02
8.9125e+06,9.6984e-01,1.1922e-02
1.0593e+07,9.7107e-01,1.1452e-02
1.2589e+07,9.7226e-01,1.0999e-02
1.4962e+07,9.7339e-01,1.0564e-02
1.7783e+07,9.7448e-01,1.0144e-02
2.1135e+07,9.7553e-01,9.7406e-03
2.5119e+07,9.7653e-01,9.3522e-03
2.9854e+07,9.7749e-01,8.9785e-03
3.5481e+07,9.7842e-01,8.6191e-03
4.2170e+07,9.7931e-01,8.2734e-03
5.0119e+07,9.8016e-01,7.9410e-03
5.9566e+07,9.8097e-01,7.6213e-03
7.0795e+07,9.8176e-01,7.3141e-03
8.4140e+07,9.8251e-01,7.0188e-03
1.0000e+08,9.8323e-01,6.7350e-03
1.1885e+08,9.8392e-01,6.4622e-03
1.4125e+08,9.8459e-01,6.2002e-03
1.6788e+08,9.8522e-01,5.9484e-03
1.9953e+08,9.8584e-01,5.7066e-03
2.3714e+08,9.8642e-01,5.4743e-03
2.8184e+08,9.8698e-01,5.2512e-03
3.3497e+08,9.8752e-01,5.0370e-03
3.9811e+08,9.8804e-01,4.8313e-03
4.7315e+08,9.8853e-01,4.6338e-03
5.6234e+08,9.8901e-01,4.4441e-03
6.6834e+08,9.8947e-01,4.2621e-03
7.9433e+08,9.8990e-01,4.0874e-03
9.4406e+08,9.9032e-01,3.9197e-03
1.1220e+09,9.9072e-01,3.7587e-03
1.3335e+09,9.9111e-01,3.6042e-03
1.5849e+09,9.9148e-01,3.4560e-03
1.8836e+09,9.9183e-01,3.3138e-03
2.2387e+09,9.9217e-01,3.1773e-03
2.6607e+09,9.9250e-01,3.0463e-03
3.1623e+09,9.9281e-01,2.9207e-03
3.7584e+09,9.9311e-01,2.8002e-03
4.4668e+09,9.9340e-01,2.6846e-03
5.3088e+09,9.9367e-01,2.5737e-03
6.3096e+09,9.9393e-01,2.4673e-03
7.4989e+09,9.9419e-01,2.3653e-03
8.9125e+09,9.9443e-01,2.2674e-03
1.0593e+10,9.9466e-01,2.1735e-03
1.2589e+10,9.9488e-01,2.0835e-03
1.4962e+10,9.9510e-01,1.9972e-03
1.7783e+10,9.9530e-01,1.9144e-03
2.1135e+10,9.9550e-01,1.8350e-03
2.5119e+10,9.9568e-01,1.7589e-03
2.9854e+10,9.9586e-01,1.6859e-03
3.5481e+10,9.9604e-01,1.6160e-03
4.2170e+10,9.9620e-01,1.5489e-03
5.0119e+10,9.9636e-01,1.4845e-03
5.9566e+10,9.9651e-01,1.4228e-03
7.0795e+10,9.9666e-01,1.3637e-03
8.4140e+10,9.9680e-01,1.3070e-03
1.0000e+11,9.9693e-01,1.2527e-03
