   t   ,G_relax
   s   ,  GPa  
1.0000e-12,3.1212e-01
1.1885e-12,3.1138e-01
1.4125e-12,3.1064e-01
1.6788e-12,3.0990e-01
1.9953e-12,3.0916e-01
2.3714e-12,3.0843e-01
2.8184e-12,3.0769e-01
3.3497e-12,3.0695e-01
3.9811e-12,3.0622e-01
4.7315e-12,3.0549e-01
5.6234e-12,3.0475e-01
6.6834e-12,3.0402e-01
7.9433e-12,3.0329e-01
9.4406e-12,3.0256e-01
1.1220e-11,3.0183e-01
1.3335e-11,3.0111e-01
1.5849e-11,3.0038e-01
1.8836e-11,2.9965e-01
2.2387e-11,2.9893e-01
2.6607e-11,2.9821e-01
3.1623e-11,2.9748e-01
3.7584e-11,2.9676e-01
4.4668e-11,2.9604e-01
5.3088e-11,2.9532e-01
6.3096e-11,2.9460e-01
7.4989e-11,2.9389e-01
8.9125e-11,2.9317e-01
1.0593e-10,2.9246e-01
1.2589e-10,2.9174e-01
1.4962e-10,2.9103e-01
1.7783e-10,2.9032e-01
2.1135e-10,2.8961e-01
2.5119e-10,2.8889e-01
2.9854e-10,2.8819e-01
3.5481e-10,2.8748e-01
4.2170e-10,2.8677e-01
5.0119e-10,2.8606e-01
5.9566e-10,2.8536e-01
7.0795e-10,2.8466e-01
8.4140e-10,2.8395e-01
1.0000e-09,2.8325e-01
1.1885e-09,2.8255e-01
1.4125e-09,2.8185e-01
1.6788e-09,2.8115e-01
1.9953e-09,2.8045e-01
2.3714e-09,2.7976e-01
2.8184e-09,2.7906e-01
3.3497e-09,2.7837e-01
3.9811e-09,2.7767e-01
4.7315e-09,2.7698e-01
5.6234e-09,2.7629e-01
6.6834e-09,2.7560e-01
7.9433e-09,2.7491e-01
9.4406e-09,2.7422e-01
1.1220e-08,2.7354e-01
1.3335e-08,2.7285e-01
1.5849e-08,2.7217e-01
1.8836e-08,2.7148e-01
2.2387e-08,2.7080e-01
2.6607e-08,2.7012e-01
3.1623e-08,2.6944e-01
3.7584e-08,2.6876e-01
4.4668e-08,2.6808e-01
5.3088e-08,2.6740e-01
6.3096e-08,2.6673e-01
7.4989e-08,2.6605e-01
8.9125e-08,2.6538e-01
1.0593e-07,2.6471e-01
1.2589e-07,2.6403e-01
1.4962e-07,2.6336e-01
1.7783e-07,2.6269e-01
2.1135e-07,2.6202e-01
2.5119e-07,2.6136e-01
2.9854e-07,2.6069e-01
3.5481e-07,2.6003e-01
4.2170e-07,2.5936e-01
5.0119e-07,2.5870e-01
5.9566e-07,2.5804e-01
7.0795e-07,2.5738e-01
8.4140e-07,2.5672e-01
1.0000e-06,2.5606e-01
1.1885e-06,2.5540e-01
1.4125e-06,2.5474e-01
1.6788e-06,2.5409e-01
1.9953e-06,2.5343e-01
2.3714e-06,2.5278e-01
2.8184e-06,2.5213e-01
3.3497e-06,2.5148e-01
3.9811e-06,2.5083e-01
4.7315e-06,2.5018e-01
5.6234e-06,2.4953e-01
6.6834e-06,2.4889e-01
7.9433e-06,2.4824e-01
9.4406e-06,2.4760e-01
1.1220e-05,2.4696e-01
1.3335e-05,2.4631e-01
1.5849e-05,2.4567e-01
1.8836e-05,2.4503e-01
2.2387e-05,2.4439e-01
2.6607e-05,2.4376e-01
3.1623e-05,2.4312e-01
3.7584e-05,2.4249e-01
4.4668e-05,2.4185e-01
5.3088e-05,2.4122e-01
6.3096e-05,2.4059e-01
7.4989e-05,2.3996e-01
8.9125e-05,2.3933e-01
1.0593e-04,2.3870e-01
1.2589e-04,2.3807e-01
1.4962e-04,2.3745e-01
1.7783e-04,2.3682e-01
2.1135e-04,2.3620e-01
2.5119e-04,2.3557e-01
2.9854e-04,2.3495e-01
3.5481e-04,2.3433e-01
4.2170e-04,2.3371e-01
5.0119e-04,2.3310e-01
5.9566e-04,2.3248e-01
7.0795e-04,2.3186e-01
8.4140e-04,2.3125e-01
1.0000e-03,2.3063e-01
1.1885e-03,2.3002e-01
1.4125e-03,2.2941e-01
1.6788e-03,2.2880e-01
1.9953e-03,2.2819e-01
2.3714e-03,2.2758e-01
2.8184e-03,2.2697e-01
3.3497e-03,2.2637e-01
3.9811e-03,2.2576e-01
4.7315e-03,2.2516e-01
5.6234e-03,2.2456e-01
6.6834e-03,2.2395e-01
7.9433e-03,2.2335e-01
9.4406e-03,2.2275e-01
1.1220e-02,2.2215e-01
1.3335e-02,2.2155e-01
1.5849e-02,2.2095e-01
1.8836e-02,2.2036e-01
2.2387e-02,2.1976e-01
2.6607e-02,2.1916e-01
3.1623e-02,2.1856e-01
3.7584e-02,2.1796e-01
4.4668e-02,2.1737e-01
5.3088e-02,2.1676e-01
6.3096e-02,2.1616e-01
7.4989e-02,2.1556e-01
8.9125e-02,2.1495e-01
1.0593e-01,2.1433e-01
1.2589e-01,2.1370e-01
1.4962e-01,2.1307e-01
1.7783e-01,2.1241e-01
2.1135e-01,2.1174e-01
2.5119e-01,2.1103e-01
2.9854e-01,2.1029e-01
3.5481e-01,2.0949e-01
4.2170e-01,2.0861e-01
5.0119e-01,2.0764e-01
5.9566e-01,2.0652e-01
7.0795e-01,2.0521e-01
8.4140e-01,2.0365e-01
1.0000e+00,2.0174e-01
1.1885e+00,1.9937e-01
1.4125e+00,1.9640e-01
1.6788e+00,1.9265e-01
1.9953e+00,1.8793e-01
2.3714e+00,1.8202e-01
2.8184e+00,1.7475e-01
3.3497e+00,1.6600e-01
3.9811e+00,1.5577e-01
4.7315e+00,1.4423e-01
5.6234e+00,1.3168e-01
6.6834e+00,1.1857e-01
7.9433e+00,1.0540e-01
9.4406e+00,9.2624e-02
1.1220e+01,8.0602e-02
1.3335e+01,6.9581e-02
1.5849e+01,5.9687e-02
1.8836e+01,5.0949e-02
2.2387e+01,4.3328e-02
2.6607e+01,3.6744e-02
3.1623e+01,3.1095e-02
3.7584e+01,2.6275e-02
4.4668e+01,2.2177e-02
5.3088e+01,1.8703e-02
6.3096e+01,1.5764e-02
7.4989e+01,1.3280e-02
8.9125e+01,1.1185e-02
1.0593e+02,9.4175e-03
1.2589e+02,7.9281e-03
1.4962e+02,6.6734e-03
1.7783e+02,5.6168e-03
2.1135e+02,4.7271e-03
2.5119e+02,3.9781e-03
2.9854e+02,3.3476e-03
3.5481e+02,2.8170e-03
4.2170e+02,2.3704e-03
5.0119e+02,1.9946e-03
5.9566e+02,1.6784e-03
7.0795e+02,1.4122e-03
8.4140e+02,1.1883e-03
1.0000e+03,9.9985e-04
