   t   ,G_relax
5.3088e-05,7.8441e-01
6.3096e-05,7.7947e-01
7.4989e-05,7.7448e-01
8.9125e-05,7.6943e-01
1.0593e-04,7.6431e-01
1.2589e-04,7.5914e-01
1.4962e-04,7.5390e-01
1.7783e-04,7.4858e-01
2.1135e-04,7.4320e-01
2.5119e-04,7.3773e-01
2.9854e-04,7.3218e-01
3.5481e-04,7.2654e-01
4.2170e-04,7.2081e-01
5.0119e-04,7.1498e-01
5.9566e-04,7.0905e-01
7.0795e-04,7.0300e-01
8.4140e-04,6.9684e-01
1.0000e-03,6.9055e-01
1.1885e-03,6.8413e-01
1.4125e-03,6.7757e-01
1.6788e-03,6.7086e-01
1.9953e-03,6.6400e-01
2.3714e-03,6.5698e-01
2.8184e-03,6.4979e-01
3.3497e-03,6.4243e-01
3.9811e-03,6.3487e-01
4.7315e-03,6.2713e-01
5.6234e-03,6.1918e-01
6.6834e-03,6.1103e-01
7.9433e-03,6.0266e-01
9.4406e-03,5.9407e-01
1.1220e-02,5.8524e-01
1.3335e-02,5.7619e-01
1.5849e-02,5.6689e-01
1.8836e-02,5.5734e-01
2.2387e-02,5.4754e-01
2.6607e-02,5.3748e-01
3.1623e-02,5.2717e-01
3.7584e-02,5.1659e-01
4.4668e-02,5.0574e-01
5.3088e-02,4.9463e-01
6.3096e-02,4.8324e-01
7.4989e-02,4.7158e-01
8.9125e-02,4.5965e-01
1.0593e-01,4.4745e-01
1.2589e-01,4.3497e-01
1.4962e-01,4.2221e-01
1.7783e-01,4.0917e-01
2.1135e-01,3.9586e-01
2.5119e-01,3.8226e-01
2.9854e-01,3.6838e-01
3.5481e-01,3.5421e-01
4.2170e-01,3.3976e-01
5.0119e-01,3.2503e-01
5.9566e-01,3.1003e-01
7.0795e-01,2.9476e-01
8.4140e-01,2.7924e-01
1.0000e+00,2.6350e-01
1.1885e+00,2.4759e-01
1.4125e+00,2.3155e-01
1.6788e+00,2.1547e-01
1.9953e+00,1.9943e-01
2.3714e+00,1.8353e-01
2.8184e+00,1.6791e-01
3.3497e+00,1.5268e-01
3.9811e+00,1.3799e-01
4.7315e+00,1.2394e-01
5.6234e+00,1.1066e-01
6.6834e+00,9.8228e-02
7.9433e+00,8.6716e-02
9.4406e+00,7.6160e-02
1.1220e+01,6.6571e-02
1.3335e+01,5.7937e-02
1.5849e+01,5.0225e-02
1.8836e+01,4.3387e-02
2.2387e+01,3.7362e-02
2.6607e+01,3.2085e-02
3.1623e+01,2.7485e-02
3.7584e+01,2.3495e-02
4.4668e+01,2.0046e-02
5.3088e+01,1.7075e-02
6.3096e+01,1.4523e-02
7.4989e+01,1.2338e-02
8.9125e+01,1.0469e-02
1.0593e+02,8.8749e-03
1.2589e+02,7.5171e-03
1.4962e+02,6.3623e-03
1.7783e+02,5.3814e-03
2.1135e+02,4.5490e-03
2.5119e+02,3.8434e-03
2.9854e+02,3.2458e-03
3.5481e+02,2.7400e-03
4.2170e+02,2.3122e-03
5.0119e+02,1.9506e-03
5.9566e+02,1.6451e-03
7.0795e+02,1.3871e-03
8.4140e+02,1.1693e-03
1.0000e+03,9.8549e-04
