3.000000000000000000e+00 9.989700000000000246e-01 1.712520522721177052e+00
4.000000000000000000e+00 9.989700000000000246e-01 4.497622134083395506e-01
5.000000000000000000e+00 9.989700000000000246e-01 2.738839278696635349e-01
6.000000000000000000e+00 9.989700000000000246e-01 1.081516451938583923e-01
7.000000000000000000e+00 9.989700000000000246e-01 4.600149958853165522e-02
8.000000000000000000e+00 9.989700000000000246e-01 2.233580406410814664e-02
9.000000000000000000e+00 9.989700000000000246e-01 1.283785063695449223e-02
1.000000000000000000e+01 9.989700000000000246e-01 7.983794002953228594e-03
1.100000000000000000e+01 9.989700000000000246e-01 4.923738193421112880e-03
1.200000000000000000e+01 9.989700000000000246e-01 2.863769183825233197e-03
1.300000000000000000e+01 9.989700000000000246e-01 1.552580901059358656e-03
1.400000000000000000e+01 9.989700000000000246e-01 8.022702786409327026e-04
