   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.9099e-01
1.1885e-12,9.9069e-01
1.4125e-12,9.9037e-01
1.6788e-12,9.9005e-01
1.9953e-12,9.8971e-01
2.3714e-12,9.8936e-01
2.8184e-12,9.8900e-01
3.3497e-12,9.8863e-01
3.9811e-12,9.8824e-01
4.7315e-12,9.8784e-01
5.6234e-12,9.8743e-01
6.6834e-12,9.8701e-01
7.9433e-12,9.8657e-01
9.4406e-12,9.8611e-01
1.1220e-11,9.8564e-01
1.3335e-11,9.8516e-01
1.5849e-11,9.8466e-01
1.8836e-11,9.8414e-01
2.2387e-11,9.8361e-01
2.6607e-11,9.8305e-01
3.1623e-11,9.8248e-01
3.7584e-11,9.8189e-01
4.4668e-11,9.8128e-01
5.3088e-11,9.8065e-01
6.3096e-11,9.8000e-01
7.4989e-11,9.7933e-01
8.9125e-11,9.7864e-01
1.0593e-10,9.7792e-01
1.2589e-10,9.7718e-01
1.4962e-10,9.7642e-01
1.7783e-10,9.7563e-01
2.1135e-10,9.7482e-01
2.5119e-10,9.7398e-01
2.9854e-10,9.7311e-01
3.5481e-10,9.7221e-01
4.2170e-10,9.7128e-01
5.0119e-10,9.7033e-01
5.9566e-10,9.6934e-01
7.0795e-10,9.6832e-01
8.4140e-10,9.6727e-01
1.0000e-09,9.6619e-01
1.1885e-09,9.6507e-01
1.4125e-09,9.6391e-01
1.6788e-09,9.6272e-01
1.9953e-09,9.6149e-01
2.3714e-09,9.6022e-01
2.8184e-09,9.5891e-01
3.3497e-09,9.5756e-01
3.9811e-09,9.5617e-01
4.7315e-09,9.5473e-01
5.6234e-09,9.5325e-01
6.6834e-09,9.5173e-01
7.9433e-09,9.5015e-01
9.4406e-09,9.4853e-01
1.1220e-08,9.4686e-01
1.3335e-08,9.4513e-01
1.5849e-08,9.4335e-01
1.8836e-08,9.4152e-01
2.2387e-08,9.3963e-01
2.6607e-08,9.3769e-01
3.1623e-08,9.3569e-01
3.7584e-08,9.3362e-01
4.4668e-08,9.3150e-01
5.3088e-08,9.2931e-01
6.3096e-08,9.2706e-01
7.4989e-08,9.2474e-01
8.9125e-08,9.2236e-01
1.0593e-07,9.1990e-01
1.2589e-07,9.1738e-01
1.4962e-07,9.1478e-01
1.7783e-07,9.1210e-01
2.1135e-07,9.0936e-01
2.5119e-07,9.0653e-01
2.9854e-07,9.0362e-01
3.5481e-07,9.0064e-01
4.2170e-07,8.9757e-01
5.0119e-07,8.9442e-01
5.9566e-07,8.9118e-01
7.0795e-07,8.8785e-01
8.4140e-07,8.8444e-01
1.0000e-06,8.8093e-01
1.1885e-06,8.7734e-01
1.4125e-06,8.7365e-01
1.6788e-06,8.6986e-01
1.9953e-06,8.6598e-01
2.3714e-06,8.6200e-01
2.8184e-06,8.5792e-01
3.3497e-06,8.5374e-01
3.9811e-06,8.4946e-01
4.7315e-06,8.4507e-01
5.6234e-06,8.4058e-01
6.6834e-06,8.3599e-01
7.9433e-06,8.3129e-01
9.4406e-06,8.2648e-01
1.1220e-05,8.2156e-01
1.3335e-05,8.1653e-01
1.5849e-05,8.1139e-01
1.8836e-05,8.0615e-01
2.2387e-05,8.0079e-01
2.6607e-05,7.9532e-01
3.1623e-05,7.8974e-01
3.7584e-05,7.8404e-01
4.4668e-05,7.7824e-01
5.3088e-05,7.7232e-01
6.3096e-05,7.6629e-01
7.4989e-05,7.6015e-01
8.9125e-05,7.5390e-01
1.0593e-04,7.4754e-01
1.2589e-04,7.4107e-01
1.4962e-04,7.3450e-01
1.7783e-04,7.2781e-01
2.1135e-04,7.2102e-01
2.5119e-04,7.1413e-01
2.9854e-04,7.0713e-01
3.5481e-04,7.0004e-01
4.2170e-04,6.9284e-01
5.0119e-04,6.8555e-01
5.9566e-04,6.7816e-01
7.0795e-04,6.7069e-01
8.4140e-04,6.6312e-01
1.0000e-03,6.5547e-01
1.1885e-03,6.4773e-01
1.4125e-03,6.3991e-01
1.6788e-03,6.3202e-01
1.9953e-03,6.2405e-01
2.3714e-03,6.1601e-01
2.8184e-03,6.0790e-01
3.3497e-03,5.9973e-01
3.9811e-03,5.9150e-01
4.7315e-03,5.8321e-01
5.6234e-03,5.7487e-01
6.6834e-03,5.6648e-01
7.9433e-03,5.5804e-01
9.4406e-03,5.4956e-01
1.1220e-02,5.4104e-01
1.3335e-02,5.3249e-01
1.5849e-02,5.2390e-01
1.8836e-02,5.1528e-01
2.2387e-02,5.0663e-01
2.6607e-02,4.9795e-01
3.1623e-02,4.8925e-01
3.7584e-02,4.8052e-01
4.4668e-02,4.7176e-01
5.3088e-02,4.6298e-01
6.3096e-02,4.5416e-01
7.4989e-02,4.4530e-01
8.9125e-02,4.3641e-01
1.0593e-01,4.2746e-01
1.2589e-01,4.1844e-01
1.4962e-01,4.0935e-01
1.7783e-01,4.0016e-01
2.1135e-01,3.9085e-01
2.5119e-01,3.8138e-01
2.9854e-01,3.7172e-01
3.5481e-01,3.6183e-01
4.2170e-01,3.5165e-01
5.0119e-01,3.4111e-01
5.9566e-01,3.3015e-01
7.0795e-01,3.1869e-01
8.4140e-01,3.0664e-01
1.0000e+00,2.9391e-01
1.1885e+00,2.8043e-01
1.4125e+00,2.6615e-01
1.6788e+00,2.5104e-01
1.9953e+00,2.3514e-01
2.3714e+00,2.1854e-01
2.8184e+00,2.0141e-01
3.3497e+00,1.8398e-01
3.9811e+00,1.6655e-01
4.7315e+00,1.4942e-01
5.6234e+00,1.3291e-01
6.6834e+00,1.1728e-01
7.9433e+00,1.0273e-01
9.4406e+00,8.9408e-02
1.1220e+01,7.7379e-02
1.3335e+01,6.6648e-02
1.5849e+01,5.7175e-02
1.8836e+01,4.8883e-02
2.2387e+01,4.1679e-02
2.6607e+01,3.5455e-02
3.1623e+01,3.0104e-02
3.7584e+01,2.5521e-02
4.4668e+01,2.1609e-02
5.3088e+01,1.8278e-02
6.3096e+01,1.5447e-02
7.4989e+01,1.3046e-02
8.9125e+01,1.1011e-02
1.0593e+02,9.2894e-03
1.2589e+02,7.8338e-03
1.4962e+02,6.6040e-03
1.7783e+02,5.5658e-03
2.1135e+02,4.6896e-03
2.5119e+02,3.9506e-03
2.9854e+02,3.3275e-03
3.5481e+02,2.8022e-03
4.2170e+02,2.3596e-03
5.0119e+02,1.9867e-03
5.9566e+02,1.6725e-03
7.0795e+02,1.4080e-03
8.4140e+02,1.1852e-03
1.0000e+03,9.9755e-04
