3.000000000000000000e+00 9.999099999999999655e-01 9.130513533358115552e-01
4.000000000000000000e+00 9.999099999999999655e-01 6.556891903669966881e-01
5.000000000000000000e+00 9.999099999999999655e-01 7.659199039340380821e-01
6.000000000000000000e+00 9.999099999999999655e-01 4.976811408424172134e-01
7.000000000000000000e+00 9.999099999999999655e-01 2.367304433773388950e-01
8.000000000000000000e+00 9.999099999999999655e-01 1.014236310130227359e-01
9.000000000000000000e+00 9.999099999999999655e-01 6.222325874967894743e-02
1.000000000000000000e+01 9.999099999999999655e-01 5.180566225637767142e-02
1.100000000000000000e+01 9.999099999999999655e-01 3.915412971601149594e-02
1.200000000000000000e+01 9.999099999999999655e-01 2.325318709376390791e-02
1.300000000000000000e+01 9.999099999999999655e-01 1.184001185275017180e-02
1.400000000000000000e+01 9.999099999999999655e-01 6.941944018116750527e-03
