   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,1.1604e-05,6.2139e-04
1.1885e-04,1.5355e-05,7.3757e-04
1.4125e-04,2.0317e-05,8.7534e-04
1.6788e-04,2.6878e-05,1.0387e-03
1.9953e-04,3.5554e-05,1.2322e-03
2.3714e-04,4.7020e-05,1.4615e-03
2.8184e-04,6.2171e-05,1.7330e-03
3.3497e-04,8.2181e-05,2.0544e-03
3.9811e-04,1.0860e-04,2.4345e-03
4.7315e-04,1.4345e-04,2.8840e-03
5.6234e-04,1.8941e-04,3.4149e-03
6.6834e-04,2.4996e-04,4.0417e-03
7.9433e-04,3.2968e-04,4.7808e-03
9.4406e-04,4.3450e-04,5.6515e-03
1.1220e-03,5.7218e-04,6.6758e-03
1.3335e-03,7.5277e-04,7.8792e-03
1.5849e-03,9.8922e-04,9.2904e-03
1.8836e-03,1.2982e-03,1.0942e-02
2.2387e-03,1.7012e-03,1.2870e-02
2.6607e-03,2.2252e-03,1.5115e-02
3.1623e-03,2.9047e-03,1.7721e-02
3.7584e-03,3.7824e-03,2.0734e-02
4.4668e-03,4.9117e-03,2.4201e-02
5.3088e-03,6.3577e-03,2.8171e-02
6.3096e-03,8.1987e-03,3.2688e-02
7.4989e-03,1.0528e-02,3.7792e-02
8.9125e-03,1.3453e-02,4.3511e-02
1.0593e-02,1.7096e-02,4.9858e-02
1.2589e-02,2.1589e-02,5.6823e-02
1.4962e-02,2.7074e-02,6.4372e-02
1.7783e-02,3.3690e-02,7.2435e-02
2.1135e-02,4.1567e-02,8.0911e-02
2.5119e-02,5.0816e-02,8.9661e-02
2.9854e-02,6.1515e-02,9.8516e-02
3.5481e-02,7.3700e-02,1.0728e-01
4.2170e-02,8.7356e-02,1.1575e-01
5.0119e-02,1.0242e-01,1.2373e-01
5.9566e-02,1.1876e-01,1.3104e-01
7.0795e-02,1.3623e-01,1.3752e-01
8.4140e-02,1.5464e-01,1.4306e-01
1.0000e-01,1.7377e-01,1.4762e-01
1.1885e-01,1.9343e-01,1.5115e-01
1.4125e-01,2.1341e-01,1.5370e-01
1.6788e-01,2.3354e-01,1.5532e-01
1.9953e-01,2.5367e-01,1.5609e-01
2.3714e-01,2.7367e-01,1.5609e-01
2.8184e-01,2.9345e-01,1.5543e-01
3.3497e-01,3.1293e-01,1.5421e-01
3.9811e-01,3.3206e-01,1.5251e-01
4.7315e-01,3.5081e-01,1.5042e-01
5.6234e-01,3.6915e-01,1.4801e-01
6.6834e-01,3.8706e-01,1.4535e-01
7.9433e-01,4.0455e-01,1.4250e-01
9.4406e-01,4.2159e-01,1.3950e-01
1.1220e+00,4.3821e-01,1.3638e-01
1.3335e+00,4.5439e-01,1.3318e-01
1.5849e+00,4.7015e-01,1.2993e-01
1.8836e+00,4.8548e-01,1.2665e-01
2.2387e+00,5.0039e-01,1.2335e-01
2.6607e+00,5.1489e-01,1.2006e-01
3.1623e+00,5.2897e-01,1.1677e-01
3.7584e+00,5.4265e-01,1.1352e-01
4.4668e+00,5.5593e-01,1.1030e-01
5.3088e+00,5.6881e-01,1.0713e-01
6.3096e+00,5.8131e-01,1.0401e-01
7.4989e+00,5.9342e-01,1.0094e-01
8.9125e+00,6.0516e-01,9.7948e-02
1.0593e+01,6.1654e-01,9.5023e-02
1.2589e+01,6.2755e-01,9.2175e-02
1.4962e+01,6.3822e-01,8.9406e-02
1.7783e+01,6.4855e-01,8.6722e-02
2.1135e+01,6.5855e-01,8.4125e-02
2.5119e+01,6.6824e-01,8.1618e-02
2.9854e+01,6.7761e-01,7.9203e-02
3.5481e+01,6.8670e-01,7.6880e-02
4.2170e+01,6.9550e-01,7.4651e-02
5.0119e+01,7.0403e-01,7.2515e-02
5.9566e+01,7.1230e-01,7.0473e-02
7.0795e+01,7.2033e-01,6.8524e-02
8.4140e+01,7.2812e-01,6.6665e-02
1.0000e+02,7.3568e-01,6.4896e-02
1.1885e+02,7.4303e-01,6.3214e-02
1.4125e+02,7.5018e-01,6.1616e-02
1.6788e+02,7.5714e-01,6.0099e-02
1.9953e+02,7.6392e-01,5.8660e-02
2.3714e+02,7.7053e-01,5.7296e-02
2.8184e+02,7.7697e-01,5.6003e-02
3.3497e+02,7.8326e-01,5.4777e-02
3.9811e+02,7.8941e-01,5.3614e-02
4.7315e+02,7.9541e-01,5.2510e-02
5.6234e+02,8.0129e-01,5.1460e-02
6.6834e+02,8.0705e-01,5.0460e-02
7.9433e+02,8.1269e-01,4.9507e-02
9.4406e+02,8.1822e-01,4.8595e-02
1.1220e+03,8.2364e-01,4.7721e-02
1.3335e+03,8.2896e-01,4.6881e-02
1.5849e+03,8.3418e-01,4.6070e-02
1.8836e+03,8.3931e-01,4.5284e-02
2.2387e+03,8.4435e-01,4.4521e-02
2.6607e+03,8.4931e-01,4.3776e-02
3.1623e+03,8.5417e-01,4.3046e-02
3.7584e+03,8.5896e-01,4.2328e-02
4.4668e+03,8.6366e-01,4.1618e-02
5.3088e+03,8.6828e-01,4.0915e-02
6.3096e+03,8.7282e-01,4.0214e-02
7.4989e+03,8.7729e-01,3.9515e-02
8.9125e+03,8.8167e-01,3.8815e-02
1.0593e+04,8.8598e-01,3.8111e-02
1.2589e+04,8.9020e-01,3.7403e-02
1.4962e+04,8.9435e-01,3.6689e-02
1.7783e+04,8.9841e-01,3.5968e-02
2.1135e+04,9.0239e-01,3.5239e-02
2.5119e+04,9.0630e-01,3.4500e-02
2.9854e+04,9.1011e-01,3.3753e-02
3.5481e+04,9.1385e-01,3.2996e-02
4.2170e+04,9.1750e-01,3.2229e-02
5.0119e+04,9.2106e-01,3.1453e-02
5.9566e+04,9.2454e-01,3.0668e-02
7.0795e+04,9.2792e-01,2.9874e-02
8.4140e+04,9.3122e-01,2.9073e-02
1.0000e+05,9.3443e-01,2.8264e-02
1.1885e+05,9.3754e-01,2.7449e-02
1.4125e+05,9.4057e-01,2.6630e-02
1.6788e+05,9.4350e-01,2.5806e-02
1.9953e+05,9.4634e-01,2.4981e-02
2.3714e+05,9.4909e-01,2.4154e-02
2.8184e+05,9.5174e-01,2.3328e-02
3.3497e+05,9.5431e-01,2.2503e-02
3.9811e+05,9.5677e-01,2.1682e-02
4.7315e+05,9.5915e-01,2.0865e-02
5.6234e+05,9.6144e-01,2.0055e-02
6.6834e+05,9.6363e-01,1.9252e-02
7.9433e+05,9.6574e-01,1.8459e-02
9.4406e+05,9.6776e-01,1.7676e-02
1.1220e+06,9.6968e-01,1.6905e-02
1.3335e+06,9.7153e-01,1.6147e-02
1.5849e+06,9.7329e-01,1.5404e-02
1.8836e+06,9.7496e-01,1.4676e-02
2.2387e+06,9.7656e-01,1.3964e-02
2.6607e+06,9.7808e-01,1.3270e-02
3.1623e+06,9.7952e-01,1.2595e-02
3.7584e+06,9.8088e-01,1.1938e-02
4.4668e+06,9.8217e-01,1.1301e-02
5.3088e+06,9.8340e-01,1.0684e-02
6.3096e+06,9.8455e-01,1.0088e-02
7.4989e+06,9.8564e-01,9.5135e-03
8.9125e+06,9.8667e-01,8.9599e-03
1.0593e+07,9.8763e-01,8.4278e-03
1.2589e+07,9.8854e-01,7.9172e-03
1.4962e+07,9.8939e-01,7.4281e-03
1.7783e+07,9.9019e-01,6.9605e-03
2.1135e+07,9.9093e-01,6.5142e-03
2.5119e+07,9.9163e-01,6.0888e-03
2.9854e+07,9.9228e-01,5.6842e-03
3.5481e+07,9.9289e-01,5.2999e-03
4.2170e+07,9.9346e-01,4.9355e-03
