   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,8.1503e-06,6.2476e-04
1.1885e-04,1.1005e-05,7.4194e-04
1.4125e-04,1.4859e-05,8.8100e-04
1.6788e-04,2.0059e-05,1.0460e-03
1.9953e-04,2.7074e-05,1.2417e-03
2.3714e-04,3.6534e-05,1.4737e-03
2.8184e-04,4.9289e-05,1.7488e-03
3.3497e-04,6.6475e-05,2.0746e-03
3.9811e-04,8.9622e-05,2.4606e-03
4.7315e-04,1.2078e-04,2.9173e-03
5.6234e-04,1.6268e-04,3.4576e-03
6.6834e-04,2.1898e-04,4.0960e-03
7.9433e-04,2.9456e-04,4.8497e-03
9.4406e-04,3.9588e-04,5.7386e-03
1.1220e-03,5.3150e-04,6.7854e-03
1.3335e-03,7.1274e-04,8.0160e-03
1.5849e-03,9.5440e-04,9.4598e-03
1.8836e-03,1.2758e-03,1.1150e-02
2.2387e-03,1.7021e-03,1.3122e-02
2.6607e-03,2.2653e-03,1.5415e-02
3.1623e-03,3.0065e-03,1.8071e-02
3.7584e-03,3.9769e-03,2.1130e-02
4.4668e-03,5.2398e-03,2.4631e-02
5.3088e-03,6.8722e-03,2.8610e-02
6.3096e-03,8.9646e-03,3.3090e-02
7.4989e-03,1.1621e-02,3.8081e-02
8.9125e-03,1.4957e-02,4.3572e-02
1.0593e-02,1.9093e-02,4.9524e-02
1.2589e-02,2.4147e-02,5.5867e-02
1.4962e-02,3.0226e-02,6.2495e-02
1.7783e-02,3.7411e-02,6.9269e-02
2.1135e-02,4.5744e-02,7.6024e-02
2.5119e-02,5.5221e-02,8.2578e-02
2.9854e-02,6.5785e-02,8.8753e-02
3.5481e-02,7.7327e-02,9.4388e-02
4.2170e-02,8.9698e-02,9.9357e-02
5.0119e-02,1.0272e-01,1.0358e-01
5.9566e-02,1.1621e-01,1.0703e-01
7.0795e-02,1.2999e-01,1.0972e-01
8.4140e-02,1.4389e-01,1.1172e-01
1.0000e-01,1.5780e-01,1.1309e-01
1.1885e-01,1.7162e-01,1.1394e-01
1.4125e-01,1.8528e-01,1.1437e-01
1.6788e-01,1.9875e-01,1.1448e-01
1.9953e-01,2.1201e-01,1.1436e-01
2.3714e-01,2.2506e-01,1.1408e-01
2.8184e-01,2.3792e-01,1.1371e-01
3.3497e-01,2.5060e-01,1.1329e-01
3.9811e-01,2.6314e-01,1.1286e-01
4.7315e-01,2.7555e-01,1.1246e-01
5.6234e-01,2.8787e-01,1.1208e-01
6.6834e-01,3.0011e-01,1.1176e-01
7.9433e-01,3.1230e-01,1.1148e-01
9.4406e-01,3.2445e-01,1.1126e-01
1.1220e+00,3.3659e-01,1.1108e-01
1.3335e+00,3.4871e-01,1.1095e-01
1.5849e+00,3.6085e-01,1.1084e-01
1.8836e+00,3.7299e-01,1.1076e-01
2.2387e+00,3.8515e-01,1.1069e-01
2.6607e+00,3.9732e-01,1.1063e-01
3.1623e+00,4.0952e-01,1.1056e-01
3.7584e+00,4.2173e-01,1.1047e-01
4.4668e+00,4.3396e-01,1.1036e-01
5.3088e+00,4.4619e-01,1.1021e-01
6.3096e+00,4.5843e-01,1.1002e-01
7.4989e+00,4.7067e-01,1.0977e-01
8.9125e+00,4.8289e-01,1.0947e-01
1.0593e+01,4.9510e-01,1.0911e-01
1.2589e+01,5.0727e-01,1.0868e-01
1.4962e+01,5.1941e-01,1.0818e-01
1.7783e+01,5.3149e-01,1.0760e-01
2.1135e+01,5.4351e-01,1.0694e-01
2.5119e+01,5.5546e-01,1.0620e-01
2.9854e+01,5.6733e-01,1.0538e-01
3.5481e+01,5.7911e-01,1.0448e-01
4.2170e+01,5.9077e-01,1.0350e-01
5.0119e+01,6.0233e-01,1.0244e-01
5.9566e+01,6.1376e-01,1.0130e-01
7.0795e+01,6.2505e-01,1.0008e-01
8.4140e+01,6.3619e-01,9.8793e-02
1.0000e+02,6.4718e-01,9.7432e-02
1.1885e+02,6.5801e-01,9.6004e-02
1.4125e+02,6.6866e-01,9.4512e-02
1.6788e+02,6.7914e-01,9.2962e-02
1.9953e+02,6.8943e-01,9.1357e-02
2.3714e+02,6.9952e-01,8.9701e-02
2.8184e+02,7.0942e-01,8.8000e-02
3.3497e+02,7.1911e-01,8.6258e-02
3.9811e+02,7.2860e-01,8.4480e-02
4.7315e+02,7.3788e-01,8.2671e-02
5.6234e+02,7.4694e-01,8.0836e-02
6.6834e+02,7.5578e-01,7.8979e-02
7.9433e+02,7.6441e-01,7.7105e-02
9.4406e+02,7.7282e-01,7.5219e-02
1.1220e+03,7.8100e-01,7.3325e-02
1.3335e+03,7.8897e-01,7.1427e-02
1.5849e+03,7.9671e-01,6.9529e-02
1.8836e+03,8.0424e-01,6.7636e-02
2.2387e+03,8.1154e-01,6.5750e-02
2.6607e+03,8.1863e-01,6.3875e-02
3.1623e+03,8.2551e-01,6.2015e-02
3.7584e+03,8.3217e-01,6.0172e-02
4.4668e+03,8.3863e-01,5.8350e-02
5.3088e+03,8.4487e-01,5.6550e-02
6.3096e+03,8.5092e-01,5.4775e-02
7.4989e+03,8.5676e-01,5.3027e-02
8.9125e+03,8.6241e-01,5.1309e-02
1.0593e+04,8.6786e-01,4.9621e-02
1.2589e+04,8.7313e-01,4.7965e-02
1.4962e+04,8.7821e-01,4.6342e-02
1.7783e+04,8.8312e-01,4.4755e-02
2.1135e+04,8.8785e-01,4.3202e-02
2.5119e+04,8.9241e-01,4.1686e-02
2.9854e+04,8.9680e-01,4.0207e-02
3.5481e+04,9.0103e-01,3.8765e-02
4.2170e+04,9.0510e-01,3.7360e-02
5.0119e+04,9.0902e-01,3.5993e-02
5.9566e+04,9.1279e-01,3.4665e-02
7.0795e+04,9.1641e-01,3.3374e-02
8.4140e+04,9.1990e-01,3.2120e-02
1.0000e+05,9.2325e-01,3.0904e-02
1.1885e+05,9.2648e-01,2.9725e-02
1.4125e+05,9.2957e-01,2.8583e-02
1.6788e+05,9.3254e-01,2.7477e-02
1.9953e+05,9.3540e-01,2.6407e-02
2.3714e+05,9.3814e-01,2.5372e-02
2.8184e+05,9.4077e-01,2.4372e-02
3.3497e+05,9.4330e-01,2.3405e-02
3.9811e+05,9.4572e-01,2.2472e-02
4.7315e+05,9.4804e-01,2.1571e-02
5.6234e+05,9.5027e-01,2.0703e-02
6.6834e+05,9.5241e-01,1.9865e-02
7.9433e+05,9.5446e-01,1.9057e-02
9.4406e+05,9.5642e-01,1.8279e-02
1.1220e+06,9.5830e-01,1.7530e-02
1.3335e+06,9.6011e-01,1.6808e-02
1.5849e+06,9.6184e-01,1.6114e-02
1.8836e+06,9.6349e-01,1.5446e-02
2.2387e+06,9.6508e-01,1.4803e-02
2.6607e+06,9.6660e-01,1.4185e-02
3.1623e+06,9.6805e-01,1.3591e-02
3.7584e+06,9.6945e-01,1.3020e-02
4.4668e+06,9.7078e-01,1.2472e-02
5.3088e+06,9.7206e-01,1.1945e-02
6.3096e+06,9.7328e-01,1.1439e-02
7.4989e+06,9.7445e-01,1.0954e-02
8.9125e+06,9.7557e-01,1.0488e-02
1.0593e+07,9.7664e-01,1.0041e-02
1.2589e+07,9.7767e-01,9.6115e-03
1.4962e+07,9.7865e-01,9.2000e-03
1.7783e+07,9.7959e-01,8.8052e-03
2.1135e+07,9.8049e-01,8.4267e-03
2.5119e+07,9.8135e-01,8.0639e-03
2.9854e+07,9.8217e-01,7.7160e-03
3.5481e+07,9.8296e-01,7.3826e-03
4.2170e+07,9.8371e-01,7.0631e-03
5.0119e+07,9.8443e-01,6.7570e-03
5.9566e+07,9.8512e-01,6.4638e-03
7.0795e+07,9.8577e-01,6.1829e-03
8.4140e+07,9.8640e-01,5.9138e-03
1.0000e+08,9.8701e-01,5.6561e-03
1.1885e+08,9.8758e-01,5.4094e-03
1.4125e+08,9.8813e-01,5.1732e-03
1.6788e+08,9.8866e-01,4.9470e-03
1.9953e+08,9.8916e-01,4.7305e-03
2.3714e+08,9.8964e-01,4.5233e-03
2.8184e+08,9.9010e-01,4.3250e-03
3.3497e+08,9.9054e-01,4.1352e-03
3.9811e+08,9.9096e-01,3.9535e-03
4.7315e+08,9.9136e-01,3.7797e-03
5.6234e+08,9.9175e-01,3.6135e-03
6.6834e+08,9.9211e-01,3.4544e-03
7.9433e+08,9.9246e-01,3.3022e-03
9.4406e+08,9.9280e-01,3.1566e-03
1.1220e+09,9.9312e-01,3.0173e-03
1.3335e+09,9.9342e-01,2.8841e-03
1.5849e+09,9.9372e-01,2.7567e-03
1.8836e+09,9.9400e-01,2.6349e-03
2.2387e+09,9.9426e-01,2.5184e-03
2.6607e+09,9.9452e-01,2.4070e-03
3.1623e+09,9.9476e-01,2.3004e-03
3.7584e+09,9.9500e-01,2.1986e-03
4.4668e+09,9.9522e-01,2.1012e-03
5.3088e+09,9.9543e-01,2.0080e-03
6.3096e+09,9.9564e-01,1.9190e-03
7.4989e+09,9.9583e-01,1.8339e-03
8.9125e+09,9.9602e-01,1.7525e-03
1.0593e+10,9.9619e-01,1.6747e-03
1.2589e+10,9.9636e-01,1.6003e-03
1.4962e+10,9.9653e-01,1.5292e-03
1.7783e+10,9.9668e-01,1.4613e-03
2.1135e+10,9.9683e-01,1.3963e-03
2.5119e+10,9.9697e-01,1.3342e-03
2.9854e+10,9.9711e-01,1.2749e-03
3.5481e+10,9.9724e-01,1.2182e-03
4.2170e+10,9.9736e-01,1.1640e-03
5.0119e+10,9.9748e-01,1.1122e-03
5.9566e+10,9.9759e-01,1.0627e-03
7.0795e+10,9.9770e-01,1.0153e-03
8.4140e+10,9.9780e-01,9.7013e-04
1.0000e+11,9.9790e-01,9.2692e-04
