   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,1.1694e-05,6.2139e-04
1.1885e-04,1.5482e-05,7.3757e-04
1.4125e-04,2.0495e-05,8.7533e-04
1.6788e-04,2.7130e-05,1.0386e-03
1.9953e-04,3.5907e-05,1.2322e-03
2.3714e-04,4.7516e-05,1.4615e-03
2.8184e-04,6.2868e-05,1.7329e-03
3.3497e-04,8.3159e-05,2.0543e-03
3.9811e-04,1.0997e-04,2.4344e-03
4.7315e-04,1.4537e-04,2.8837e-03
5.6234e-04,1.9210e-04,3.4146e-03
6.6834e-04,2.5372e-04,4.0412e-03
7.9433e-04,3.3491e-04,4.7800e-03
9.4406e-04,4.4179e-04,5.6502e-03
1.1220e-03,5.8232e-04,6.6739e-03
1.3335e-03,7.6682e-04,7.8762e-03
1.5849e-03,1.0087e-03,9.2858e-03
1.8836e-03,1.3251e-03,1.0935e-02
2.2387e-03,1.7380e-03,1.2859e-02
2.6607e-03,2.2757e-03,1.5099e-02
3.1623e-03,2.9733e-03,1.7696e-02
3.7584e-03,3.8754e-03,2.0696e-02
4.4668e-03,5.0367e-03,2.4144e-02
5.3088e-03,6.5243e-03,2.8085e-02
6.3096e-03,8.4188e-03,3.2561e-02
7.4989e-03,1.0815e-02,3.7604e-02
8.9125e-03,1.3823e-02,4.3236e-02
1.0593e-02,1.7565e-02,4.9460e-02
1.2589e-02,2.2173e-02,5.6255e-02
1.4962e-02,2.7785e-02,6.3572e-02
1.7783e-02,3.4531e-02,7.1326e-02
2.1135e-02,4.2532e-02,7.9397e-02
2.5119e-02,5.1878e-02,8.7632e-02
2.9854e-02,6.2623e-02,9.5847e-02
3.5481e-02,7.4774e-02,1.0384e-01
4.2170e-02,8.8283e-02,1.1141e-01
5.0119e-02,1.0305e-01,1.1837e-01
5.9566e-02,1.1892e-01,1.2455e-01
7.0795e-02,1.3572e-01,1.2982e-01
8.4140e-02,1.5323e-01,1.3412e-01
1.0000e-01,1.7125e-01,1.3742e-01
1.1885e-01,1.8956e-01,1.3973e-01
1.4125e-01,2.0799e-01,1.4111e-01
1.6788e-01,2.2638e-01,1.4165e-01
1.9953e-01,2.4460e-01,1.4144e-01
2.3714e-01,2.6255e-01,1.4058e-01
2.8184e-01,2.8016e-01,1.3918e-01
3.3497e-01,2.9738e-01,1.3735e-01
3.9811e-01,3.1419e-01,1.3517e-01
4.7315e-01,3.3056e-01,1.3272e-01
5.6234e-01,3.4650e-01,1.3006e-01
6.6834e-01,3.6200e-01,1.2726e-01
7.9433e-01,3.7708e-01,1.2436e-01
9.4406e-01,3.9173e-01,1.2140e-01
1.1220e+00,4.0598e-01,1.1841e-01
1.3335e+00,4.1982e-01,1.1541e-01
1.5849e+00,4.3328e-01,1.1242e-01
1.8836e+00,4.4637e-01,1.0946e-01
2.2387e+00,4.5908e-01,1.0653e-01
2.6607e+00,4.7144e-01,1.0365e-01
3.1623e+00,4.8346e-01,1.0083e-01
3.7584e+00,4.9513e-01,9.8057e-02
4.4668e+00,5.0647e-01,9.5350e-02
5.3088e+00,5.1749e-01,9.2709e-02
6.3096e+00,5.2820e-01,9.0137e-02
7.4989e+00,5.3860e-01,8.7637e-02
8.9125e+00,5.4870e-01,8.5209e-02
1.0593e+01,5.5851e-01,8.2856e-02
1.2589e+01,5.6805e-01,8.0579e-02
1.4962e+01,5.7731e-01,7.8379e-02
1.7783e+01,5.8630e-01,7.6256e-02
2.1135e+01,5.9504e-01,7.4212e-02
