   t   ,G_relax
1.9953e-03,7.7918e-01
2.3714e-03,7.7118e-01
2.8184e-03,7.6290e-01
3.3497e-03,7.5432e-01
3.9811e-03,7.4544e-01
4.7315e-03,7.3624e-01
5.6234e-03,7.2672e-01
6.6834e-03,7.1687e-01
7.9433e-03,7.0667e-01
9.4406e-03,6.9612e-01
1.1220e-02,6.8522e-01
1.3335e-02,6.7395e-01
1.5849e-02,6.6232e-01
1.8836e-02,6.5031e-01
2.2387e-02,6.3793e-01
2.6607e-02,6.2517e-01
3.1623e-02,6.1205e-01
3.7584e-02,5.9855e-01
4.4668e-02,5.8468e-01
5.3088e-02,5.7046e-01
6.3096e-02,5.5587e-01
7.4989e-02,5.4094e-01
8.9125e-02,5.2567e-01
1.0593e-01,5.1007e-01
1.2589e-01,4.9414e-01
1.4962e-01,4.7791e-01
1.7783e-01,4.6137e-01
2.1135e-01,4.4454e-01
2.5119e-01,4.2744e-01
2.9854e-01,4.1007e-01
3.5481e-01,3.9245e-01
4.2170e-01,3.7460e-01
5.0119e-01,3.5653e-01
5.9566e-01,3.3827e-01
7.0795e-01,3.1986e-01
8.4140e-01,3.0132e-01
1.0000e+00,2.8271e-01
1.1885e+00,2.6410e-01
1.4125e+00,2.4556e-01
1.6788e+00,2.2719e-01
1.9953e+00,2.0908e-01
2.3714e+00,1.9136e-01
2.8184e+00,1.7415e-01
3.3497e+00,1.5758e-01
3.9811e+00,1.4176e-01
4.7315e+00,1.2680e-01
5.6234e+00,1.1279e-01
6.6834e+00,9.9793e-02
7.9433e+00,8.7847e-02
9.4406e+00,7.6966e-02
1.1220e+01,6.7138e-02
1.3335e+01,5.8331e-02
1.5849e+01,5.0496e-02
1.8836e+01,4.3572e-02
2.2387e+01,3.7487e-02
2.6607e+01,3.2168e-02
3.1623e+01,2.7541e-02
3.7584e+01,2.3532e-02
4.4668e+01,2.0070e-02
5.3088e+01,1.7091e-02
6.3096e+01,1.4534e-02
7.4989e+01,1.2344e-02
8.9125e+01,1.0474e-02
1.0593e+02,8.8778e-03
1.2589e+02,7.5190e-03
1.4962e+02,6.3635e-03
1.7783e+02,5.3821e-03
2.1135e+02,4.5495e-03
2.5119e+02,3.8438e-03
2.9854e+02,3.2460e-03
3.5481e+02,2.7402e-03
4.2170e+02,2.3123e-03
5.0119e+02,1.9507e-03
5.9566e+02,1.6451e-03
7.0795e+02,1.3871e-03
8.4140e+02,1.1693e-03
1.0000e+03,9.8550e-04
