   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.9995e-01
1.1885e-12,9.9995e-01
1.4125e-12,9.9994e-01
1.6788e-12,9.9994e-01
1.9953e-12,9.9994e-01
2.3714e-12,9.9993e-01
2.8184e-12,9.9993e-01
3.3497e-12,9.9992e-01
3.9811e-12,9.9992e-01
4.7315e-12,9.9991e-01
5.6234e-12,9.9990e-01
6.6834e-12,9.9990e-01
7.9433e-12,9.9989e-01
9.4406e-12,9.9988e-01
1.1220e-11,9.9987e-01
1.3335e-11,9.9986e-01
1.5849e-11,9.9985e-01
1.8836e-11,9.9984e-01
2.2387e-11,9.9983e-01
2.6607e-11,9.9981e-01
3.1623e-11,9.9980e-01
3.7584e-11,9.9978e-01
4.4668e-11,9.9977e-01
5.3088e-11,9.9975e-01
6.3096e-11,9.9973e-01
7.4989e-11,9.9970e-01
8.9125e-11,9.9968e-01
1.0593e-10,9.9965e-01
1.2589e-10,9.9962e-01
1.4962e-10,9.9959e-01
1.7783e-10,9.9955e-01
2.1135e-10,9.9951e-01
2.5119e-10,9.9947e-01
2.9854e-10,9.9942e-01
3.5481e-10,9.9937e-01
4.2170e-10,9.9931e-01
5.0119e-10,9.9925e-01
5.9566e-10,9.9918e-01
7.0795e-10,9.9910e-01
8.4140e-10,9.9901e-01
1.0000e-09,9.9892e-01
1.1885e-09,9.9882e-01
1.4125e-09,9.9870e-01
1.6788e-09,9.9858e-01
1.9953e-09,9.9844e-01
2.3714e-09,9.9829e-01
2.8184e-09,9.9812e-01
3.3497e-09,9.9794e-01
3.9811e-09,9.9775e-01
4.7315e-09,9.9753e-01
5.6234e-09,9.9729e-01
6.6834e-09,9.9703e-01
7.9433e-09,9.9675e-01
9.4406e-09,9.9644e-01
1.1220e-08,9.9611e-01
1.3335e-08,9.9574e-01
1.5849e-08,9.9535e-01
1.8836e-08,9.9492e-01
2.2387e-08,9.9446e-01
2.6607e-08,9.9395e-01
3.1623e-08,9.9341e-01
3.7584e-08,9.9282e-01
4.4668e-08,9.9219e-01
5.3088e-08,9.9151e-01
6.3096e-08,9.9078e-01
7.4989e-08,9.9000e-01
8.9125e-08,9.8916e-01
1.0593e-07,9.8826e-01
1.2589e-07,9.8731e-01
1.4962e-07,9.8628e-01
1.7783e-07,9.8519e-01
2.1135e-07,9.8403e-01
2.5119e-07,9.8280e-01
2.9854e-07,9.8150e-01
3.5481e-07,9.8012e-01
4.2170e-07,9.7866e-01
5.0119e-07,9.7712e-01
5.9566e-07,9.7550e-01
7.0795e-07,9.7379e-01
8.4140e-07,9.7199e-01
1.0000e-06,9.7011e-01
1.1885e-06,9.6813e-01
1.4125e-06,9.6607e-01
1.6788e-06,9.6391e-01
1.9953e-06,9.6165e-01
2.3714e-06,9.5930e-01
2.8184e-06,9.5686e-01
3.3497e-06,9.5432e-01
3.9811e-06,9.5168e-01
4.7315e-06,9.4895e-01
5.6234e-06,9.4612e-01
6.6834e-06,9.4318e-01
7.9433e-06,9.4015e-01
9.4406e-06,9.3702e-01
1.1220e-05,9.3379e-01
1.3335e-05,9.3046e-01
1.5849e-05,9.2703e-01
1.8836e-05,9.2350e-01
2.2387e-05,9.1987e-01
2.6607e-05,9.1614e-01
3.1623e-05,9.1230e-01
3.7584e-05,9.0835e-01
4.4668e-05,9.0430e-01
5.3088e-05,9.0014e-01
6.3096e-05,8.9586e-01
7.4989e-05,8.9148e-01
8.9125e-05,8.8697e-01
1.0593e-04,8.8234e-01
1.2589e-04,8.7759e-01
1.4962e-04,8.7271e-01
1.7783e-04,8.6770e-01
2.1135e-04,8.6254e-01
2.5119e-04,8.5724e-01
2.9854e-04,8.5178e-01
3.5481e-04,8.4616e-01
4.2170e-04,8.4038e-01
5.0119e-04,8.3441e-01
5.9566e-04,8.2826e-01
7.0795e-04,8.2192e-01
8.4140e-04,8.1537e-01
1.0000e-03,8.0861e-01
1.1885e-03,8.0162e-01
1.4125e-03,7.9439e-01
1.6788e-03,7.8692e-01
