2.818611537655062762e-12 1.092929051447249596e-05 9.999500000000000055e-01 1.092874404994677286e-05
5.011118057769418791e-11 2.113998035876320377e-04 9.999500000000000055e-01 2.113892335974526656e-04
8.911051982951520720e-10 7.398955831505161194e-04 9.999500000000000055e-01 7.398585883713586090e-04
1.584632865502379687e-08 4.214054244743802545e-03 9.999500000000000055e-01 4.213843542031565567e-03
2.883107064868946408e-07 1.681311628994425211e-02 9.999500000000000055e-01 1.681227563412975370e-02
5.037558153205192020e-06 4.168355932486514370e-02 9.999500000000000055e-01 4.168147514689889838e-02
8.949940153356565219e-05 6.719219796278529111e-02 9.999500000000000055e-01 6.718883835288715078e-02
1.591549532791780358e-03 1.092935903109873569e-01 9.999500000000000055e-01 1.092881256314718053e-01
2.830219582914775961e-02 1.901129744320584070e-01 9.999500000000000055e-01 1.901034687833368098e-01
5.032921210501748455e-01 3.245278452713716288e-01 9.999500000000000055e-01 3.245116188791080658e-01
8.949940160888797180e+00 2.385030879188527186e-01 9.999500000000000055e-01 2.384911627644567822e-01
