   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.9913e-01
1.1885e-12,9.9909e-01
1.4125e-12,9.9904e-01
1.6788e-12,9.9899e-01
1.9953e-12,9.9893e-01
2.3714e-12,9.9888e-01
2.8184e-12,9.9882e-01
3.3497e-12,9.9875e-01
3.9811e-12,9.9869e-01
4.7315e-12,9.9862e-01
5.6234e-12,9.9854e-01
6.6834e-12,9.9847e-01
7.9433e-12,9.9838e-01
9.4406e-12,9.9830e-01
1.1220e-11,9.9821e-01
1.3335e-11,9.9811e-01
1.5849e-11,9.9801e-01
1.8836e-11,9.9791e-01
2.2387e-11,9.9780e-01
2.6607e-11,9.9768e-01
3.1623e-11,9.9756e-01
3.7584e-11,9.9743e-01
4.4668e-11,9.9729e-01
5.3088e-11,9.9715e-01
6.3096e-11,9.9699e-01
7.4989e-11,9.9683e-01
8.9125e-11,9.9667e-01
1.0593e-10,9.9649e-01
1.2589e-10,9.9630e-01
1.4962e-10,9.9611e-01
1.7783e-10,9.9590e-01
2.1135e-10,9.9569e-01
2.5119e-10,9.9546e-01
2.9854e-10,9.9522e-01
3.5481e-10,9.9496e-01
4.2170e-10,9.9470e-01
5.0119e-10,9.9442e-01
5.9566e-10,9.9412e-01
7.0795e-10,9.9381e-01
8.4140e-10,9.9348e-01
1.0000e-09,9.9314e-01
1.1885e-09,9.9278e-01
1.4125e-09,9.9239e-01
1.6788e-09,9.9199e-01
1.9953e-09,9.9157e-01
2.3714e-09,9.9112e-01
2.8184e-09,9.9066e-01
3.3497e-09,9.9016e-01
3.9811e-09,9.8965e-01
4.7315e-09,9.8910e-01
5.6234e-09,9.8853e-01
6.6834e-09,9.8792e-01
7.9433e-09,9.8729e-01
9.4406e-09,9.8662e-01
1.1220e-08,9.8592e-01
1.3335e-08,9.8518e-01
1.5849e-08,9.8440e-01
1.8836e-08,9.8358e-01
2.2387e-08,9.8272e-01
2.6607e-08,9.8182e-01
3.1623e-08,9.8087e-01
3.7584e-08,9.7987e-01
4.4668e-08,9.7882e-01
5.3088e-08,9.7771e-01
6.3096e-08,9.7655e-01
7.4989e-08,9.7533e-01
8.9125e-08,9.7405e-01
1.0593e-07,9.7270e-01
1.2589e-07,9.7129e-01
1.4962e-07,9.6980e-01
1.7783e-07,9.6824e-01
2.1135e-07,9.6660e-01
2.5119e-07,9.6488e-01
2.9854e-07,9.6308e-01
3.5481e-07,9.6118e-01
4.2170e-07,9.5919e-01
5.0119e-07,9.5710e-01
5.9566e-07,9.5491e-01
7.0795e-07,9.5262e-01
8.4140e-07,9.5021e-01
1.0000e-06,9.4768e-01
1.1885e-06,9.4503e-01
1.4125e-06,9.4226e-01
1.6788e-06,9.3936e-01
1.9953e-06,9.3631e-01
2.3714e-06,9.3313e-01
2.8184e-06,9.2980e-01
3.3497e-06,9.2631e-01
3.9811e-06,9.2266e-01
4.7315e-06,9.1884e-01
5.6234e-06,9.1486e-01
6.6834e-06,9.1069e-01
7.9433e-06,9.0634e-01
9.4406e-06,9.0180e-01
1.1220e-05,8.9706e-01
1.3335e-05,8.9212e-01
1.5849e-05,8.8696e-01
1.8836e-05,8.8159e-01
2.2387e-05,8.7600e-01
2.6607e-05,8.7018e-01
3.1623e-05,8.6413e-01
3.7584e-05,8.5783e-01
4.4668e-05,8.5130e-01
5.3088e-05,8.4451e-01
6.3096e-05,8.3746e-01
7.4989e-05,8.3016e-01
8.9125e-05,8.2260e-01
1.0593e-04,8.1476e-01
1.2589e-04,8.0666e-01
1.4962e-04,7.9829e-01
1.7783e-04,7.8964e-01
2.1135e-04,7.8072e-01
2.5119e-04,7.7152e-01
2.9854e-04,7.6205e-01
3.5481e-04,7.5231e-01
4.2170e-04,7.4230e-01
5.0119e-04,7.3202e-01
5.9566e-04,7.2147e-01
7.0795e-04,7.1068e-01
8.4140e-04,6.9962e-01
1.0000e-03,6.8833e-01
1.1885e-03,6.7680e-01
1.4125e-03,6.6504e-01
1.6788e-03,6.5307e-01
1.9953e-03,6.4089e-01
2.3714e-03,6.2853e-01
