   t   ,G_relax
2.8184e-03,6.1598e-01
3.3497e-03,6.0327e-01
3.9811e-03,5.9041e-01
4.7315e-03,5.7742e-01
5.6234e-03,5.6430e-01
6.6834e-03,5.5109e-01
7.9433e-03,5.3780e-01
9.4406e-03,5.2444e-01
1.1220e-02,5.1103e-01
1.3335e-02,4.9759e-01
1.5849e-02,4.8414e-01
1.8836e-02,4.7070e-01
2.2387e-02,4.5727e-01
2.6607e-02,4.4389e-01
3.1623e-02,4.3056e-01
3.7584e-02,4.1730e-01
4.4668e-02,4.0413e-01
5.3088e-02,3.9106e-01
6.3096e-02,3.7810e-01
7.4989e-02,3.6526e-01
8.9125e-02,3.5255e-01
1.0593e-01,3.3999e-01
1.2589e-01,3.2757e-01
1.4962e-01,3.1531e-01
1.7783e-01,3.0321e-01
2.1135e-01,2.9126e-01
2.5119e-01,2.7948e-01
2.9854e-01,2.6786e-01
3.5481e-01,2.5639e-01
4.2170e-01,2.4508e-01
5.0119e-01,2.3392e-01
5.9566e-01,2.2290e-01
7.0795e-01,2.1201e-01
8.4140e-01,2.0125e-01
1.0000e+00,1.9061e-01
1.1885e+00,1.8007e-01
1.4125e+00,1.6965e-01
1.6788e+00,1.5933e-01
1.9953e+00,1.4912e-01
2.3714e+00,1.3903e-01
2.8184e+00,1.2907e-01
3.3497e+00,1.1928e-01
3.9811e+00,1.0969e-01
4.7315e+00,1.0034e-01
5.6234e+00,9.1277e-02
6.6834e+00,8.2561e-02
7.9433e+00,7.4244e-02
9.4406e+00,6.6377e-02
1.1220e+01,5.9006e-02
1.3335e+01,5.2164e-02
1.5849e+01,4.5874e-02
1.8836e+01,4.0144e-02
2.2387e+01,3.4971e-02
2.6607e+01,3.0338e-02
3.1623e+01,2.6220e-02
3.7584e+01,2.2586e-02
4.4668e+01,1.9398e-02
5.3088e+01,1.6616e-02
6.3096e+01,1.4201e-02
7.4989e+01,1.2112e-02
8.9125e+01,1.0313e-02
1.0593e+02,8.7674e-03
1.2589e+02,7.4438e-03
1.4962e+02,6.3127e-03
1.7783e+02,5.3482e-03
2.1135e+02,4.5272e-03
2.5119e+02,3.8293e-03
2.9854e+02,3.2369e-03
3.5481e+02,2.7346e-03
4.2170e+02,2.3091e-03
5.0119e+02,1.9489e-03
5.9566e+02,1.6443e-03
7.0795e+02,1.3869e-03
8.4140e+02,1.1694e-03
1.0000e+03,9.8580e-04
