   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.9993e-01
1.1885e-12,9.9992e-01
1.4125e-12,9.9992e-01
1.6788e-12,9.9991e-01
1.9953e-12,9.9990e-01
2.3714e-12,9.9989e-01
2.8184e-12,9.9988e-01
3.3497e-12,9.9987e-01
3.9811e-12,9.9985e-01
4.7315e-12,9.9984e-01
5.6234e-12,9.9982e-01
6.6834e-12,9.9980e-01
7.9433e-12,9.9978e-01
9.4406e-12,9.9976e-01
1.1220e-11,9.9973e-01
1.3335e-11,9.9971e-01
1.5849e-11,9.9968e-01
1.8836e-11,9.9964e-01
2.2387e-11,9.9960e-01
2.6607e-11,9.9956e-01
3.1623e-11,9.9951e-01
3.7584e-11,9.9946e-01
4.4668e-11,9.9941e-01
5.3088e-11,9.9934e-01
6.3096e-11,9.9928e-01
7.4989e-11,9.9920e-01
8.9125e-11,9.9912e-01
1.0593e-10,9.9902e-01
1.2589e-10,9.9892e-01
1.4962e-10,9.9881e-01
1.7783e-10,9.9869e-01
2.1135e-10,9.9856e-01
2.5119e-10,9.9841e-01
2.9854e-10,9.9825e-01
3.5481e-10,9.9808e-01
4.2170e-10,9.9789e-01
5.0119e-10,9.9768e-01
5.9566e-10,9.9746e-01
7.0795e-10,9.9721e-01
8.4140e-10,9.9694e-01
1.0000e-09,9.9665e-01
1.1885e-09,9.9634e-01
1.4125e-09,9.9600e-01
1.6788e-09,9.9563e-01
1.9953e-09,9.9523e-01
2.3714e-09,9.9480e-01
2.8184e-09,9.9434e-01
3.3497e-09,9.9384e-01
3.9811e-09,9.9330e-01
4.7315e-09,9.9272e-01
5.6234e-09,9.9210e-01
6.6834e-09,9.9144e-01
7.9433e-09,9.9073e-01
9.4406e-09,9.8997e-01
1.1220e-08,9.8916e-01
1.3335e-08,9.8830e-01
1.5849e-08,9.8738e-01
1.8836e-08,9.8640e-01
2.2387e-08,9.8536e-01
2.6607e-08,9.8426e-01
3.1623e-08,9.8309e-01
3.7584e-08,9.8185e-01
4.4668e-08,9.8054e-01
5.3088e-08,9.7916e-01
6.3096e-08,9.7771e-01
7.4989e-08,9.7618e-01
8.9125e-08,9.7457e-01
1.0593e-07,9.7288e-01
1.2589e-07,9.7111e-01
1.4962e-07,9.6925e-01
1.7783e-07,9.6731e-01
2.1135e-07,9.6528e-01
2.5119e-07,9.6316e-01
2.9854e-07,9.6096e-01
3.5481e-07,9.5866e-01
4.2170e-07,9.5627e-01
5.0119e-07,9.5379e-01
5.9566e-07,9.5123e-01
7.0795e-07,9.4856e-01
8.4140e-07,9.4581e-01
1.0000e-06,9.4297e-01
1.1885e-06,9.4003e-01
1.4125e-06,9.3700e-01
1.6788e-06,9.3388e-01
1.9953e-06,9.3067e-01
2.3714e-06,9.2737e-01
2.8184e-06,9.2399e-01
3.3497e-06,9.2051e-01
3.9811e-06,9.1695e-01
4.7315e-06,9.1331e-01
5.6234e-06,9.0958e-01
6.6834e-06,9.0577e-01
7.9433e-06,9.0187e-01
9.4406e-06,8.9789e-01
1.1220e-05,8.9384e-01
1.3335e-05,8.8970e-01
1.5849e-05,8.8548e-01
1.8836e-05,8.8119e-01
2.2387e-05,8.7682e-01
2.6607e-05,8.7237e-01
3.1623e-05,8.6784e-01
3.7584e-05,8.6323e-01
4.4668e-05,8.5854e-01
5.3088e-05,8.5378e-01
6.3096e-05,8.4893e-01
7.4989e-05,8.4399e-01
8.9125e-05,8.3897e-01
1.0593e-04,8.3387e-01
1.2589e-04,8.2867e-01
1.4962e-04,8.2337e-01
1.7783e-04,8.1798e-01
2.1135e-04,8.1248e-01
2.5119e-04,8.0688e-01
2.9854e-04,8.0116e-01
3.5481e-04,7.9533e-01
4.2170e-04,7.8937e-01
5.0119e-04,7.8328e-01
5.9566e-04,7.7704e-01
7.0795e-04,7.7067e-01
8.4140e-04,7.6413e-01
1.0000e-03,7.5744e-01
1.1885e-03,7.5057e-01
1.4125e-03,7.4352e-01
1.6788e-03,7.3628e-01
1.9953e-03,7.2884e-01
2.3714e-03,7.2119e-01
2.8184e-03,7.1333e-01
3.3497e-03,7.0523e-01
3.9811e-03,6.9689e-01
4.7315e-03,6.8831e-01
5.6234e-03,6.7947e-01
6.6834e-03,6.7036e-01
7.9433e-03,6.6097e-01
9.4406e-03,6.5130e-01
1.1220e-02,6.4134e-01
1.3335e-02,6.3108e-01
1.5849e-02,6.2052e-01
1.8836e-02,6.0964e-01
2.2387e-02,5.9846e-01
2.6607e-02,5.8695e-01
3.1623e-02,5.7513e-01
3.7584e-02,5.6298e-01
4.4668e-02,5.5051e-01
5.3088e-02,5.3772e-01
6.3096e-02,5.2462e-01
7.4989e-02,5.1119e-01
8.9125e-02,4.9745e-01
1.0593e-01,4.8340e-01
1.2589e-01,4.6904e-01
1.4962e-01,4.5438e-01
1.7783e-01,4.3942e-01
2.1135e-01,4.2416e-01
2.5119e-01,4.0862e-01
2.9854e-01,3.9280e-01
3.5481e-01,3.7669e-01
4.2170e-01,3.6032e-01
5.0119e-01,3.4370e-01
5.9566e-01,3.2684e-01
7.0795e-01,3.0976e-01
8.4140e-01,2.9249e-01
1.0000e+00,2.7508e-01
1.1885e+00,2.5759e-01
1.4125e+00,2.4007e-01
1.6788e+00,2.2263e-01
1.9953e+00,2.0535e-01
2.3714e+00,1.8836e-01
2.8184e+00,1.7177e-01
3.3497e+00,1.5573e-01
3.9811e+00,1.4034e-01
4.7315e+00,1.2573e-01
5.6234e+00,1.1200e-01
6.6834e+00,9.9214e-02
7.9433e+00,8.7431e-02
9.4406e+00,7.6671e-02
1.1220e+01,6.6931e-02
