   t   ,G_relax
1.3335e+01,5.8188e-02
1.5849e+01,5.0398e-02
1.8836e+01,4.3505e-02
2.2387e+01,3.7442e-02
2.6607e+01,3.2138e-02
3.1623e+01,2.7521e-02
3.7584e+01,2.3519e-02
4.4668e+01,2.0062e-02
5.3088e+01,1.7085e-02
6.3096e+01,1.4530e-02
7.4989e+01,1.2342e-02
8.9125e+01,1.0472e-02
1.0593e+02,8.8768e-03
1.2589e+02,7.5184e-03
1.4962e+02,6.3631e-03
1.7783e+02,5.3819e-03
2.1135e+02,4.5493e-03
2.5119e+02,3.8436e-03
2.9854e+02,3.2460e-03
3.5481e+02,2.7401e-03
4.2170e+02,2.3123e-03
5.0119e+02,1.9507e-03
5.9566e+02,1.6451e-03
7.0795e+02,1.3871e-03
8.4140e+02,1.1693e-03
1.0000e+03,9.8550e-04
