1.580123518959228780e-12 7.210847583954849041e-05 9.999500000000000055e-01 7.210487041575651954e-05
1.598684421609018473e-05 4.332674510200227181e-05 9.999500000000000055e-01 4.332457876474717437e-05
1.578866668643658819e-10 4.549302307731840195e-04 9.999500000000000055e-01 4.549074842616453781e-04
1.578855242731698995e-09 1.717795567370206632e-03 9.999500000000000055e-01 1.717709677591838097e-03
1.578854100140503830e-08 5.794964613867648225e-03 9.999500000000000055e-01 5.794674865636955004e-03
1.578853985881383610e-07 1.566523238997366216e-02 9.999500000000000055e-01 1.566444912835416453e-02
1.606295230351207639e-06 3.135600465736955444e-02 9.999500000000000055e-01 3.135443685713668743e-02
1.597943847900619370e-05 4.802952330483832577e-02 9.999500000000000055e-01 4.802712182867308749e-02
1.601163773128273001e-04 6.316442428801909148e-02 9.999500000000000055e-01 6.316126606680469435e-02
1.589428078126890092e-03 8.500352051645639062e-02 9.999500000000000055e-01 8.499927034043057439e-02
1.604311767826535617e-02 1.353949606194328747e-01 9.999500000000000055e-01 1.353881908714019144e-01
1.591402648869710557e-01 1.944037229366415431e-01 9.999500000000000055e-01 1.943940027504947043e-01
1.591558739062045147e+00 2.753141518578229863e-01 9.999500000000000055e-01 2.753003861502301142e-01
1.591549390098977845e+01 1.382866063373504317e-01 9.999500000000000055e-01 1.382796920070335778e-01
