   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.9873e-01
1.1885e-12,9.9867e-01
1.4125e-12,9.9860e-01
1.6788e-12,9.9853e-01
1.9953e-12,9.9846e-01
2.3714e-12,9.9838e-01
2.8184e-12,9.9830e-01
3.3497e-12,9.9822e-01
3.9811e-12,9.9813e-01
4.7315e-12,9.9803e-01
5.6234e-12,9.9794e-01
6.6834e-12,9.9783e-01
7.9433e-12,9.9773e-01
9.4406e-12,9.9761e-01
1.1220e-11,9.9749e-01
1.3335e-11,9.9737e-01
1.5849e-11,9.9724e-01
1.8836e-11,9.9710e-01
2.2387e-11,9.9695e-01
2.6607e-11,9.9680e-01
3.1623e-11,9.9664e-01
3.7584e-11,9.9648e-01
4.4668e-11,9.9630e-01
5.3088e-11,9.9611e-01
6.3096e-11,9.9592e-01
7.4989e-11,9.9572e-01
8.9125e-11,9.9551e-01
1.0593e-10,9.9528e-01
1.2589e-10,9.9505e-01
1.4962e-10,9.9480e-01
1.7783e-10,9.9454e-01
2.1135e-10,9.9427e-01
2.5119e-10,9.9398e-01
2.9854e-10,9.9369e-01
3.5481e-10,9.9337e-01
4.2170e-10,9.9304e-01
5.0119e-10,9.9270e-01
5.9566e-10,9.9233e-01
7.0795e-10,9.9195e-01
8.4140e-10,9.9155e-01
1.0000e-09,9.9114e-01
1.1885e-09,9.9070e-01
1.4125e-09,9.9024e-01
1.6788e-09,9.8975e-01
1.9953e-09,9.8924e-01
2.3714e-09,9.8871e-01
2.8184e-09,9.8815e-01
3.3497e-09,9.8757e-01
3.9811e-09,9.8695e-01
4.7315e-09,9.8631e-01
5.6234e-09,9.8563e-01
6.6834e-09,9.8492e-01
7.9433e-09,9.8418e-01
9.4406e-09,9.8340e-01
1.1220e-08,9.8258e-01
1.3335e-08,9.8173e-01
1.5849e-08,9.8083e-01
1.8836e-08,9.7989e-01
2.2387e-08,9.7890e-01
2.6607e-08,9.7787e-01
3.1623e-08,9.7679e-01
3.7584e-08,9.7565e-01
4.4668e-08,9.7446e-01
5.3088e-08,9.7321e-01
6.3096e-08,9.7191e-01
7.4989e-08,9.7054e-01
8.9125e-08,9.6911e-01
1.0593e-07,9.6761e-01
1.2589e-07,9.6604e-01
1.4962e-07,9.6440e-01
1.7783e-07,9.6267e-01
2.1135e-07,9.6087e-01
2.5119e-07,9.5899e-01
2.9854e-07,9.5702e-01
3.5481e-07,9.5496e-01
4.2170e-07,9.5280e-01
5.0119e-07,9.5055e-01
5.9566e-07,9.4819e-01
7.0795e-07,9.4572e-01
8.4140e-07,9.4315e-01
1.0000e-06,9.4046e-01
1.1885e-06,9.3765e-01
1.4125e-06,9.3472e-01
1.6788e-06,9.3165e-01
1.9953e-06,9.2846e-01
2.3714e-06,9.2512e-01
2.8184e-06,9.2165e-01
3.3497e-06,9.1802e-01
3.9811e-06,9.1424e-01
4.7315e-06,9.1030e-01
5.6234e-06,9.0620e-01
6.6834e-06,9.0193e-01
7.9433e-06,8.9748e-01
9.4406e-06,8.9286e-01
1.1220e-05,8.8805e-01
1.3335e-05,8.8305e-01
1.5849e-05,8.7785e-01
1.8836e-05,8.7246e-01
2.2387e-05,8.6686e-01
2.6607e-05,8.6105e-01
3.1623e-05,8.5503e-01
3.7584e-05,8.4879e-01
4.4668e-05,8.4233e-01
5.3088e-05,8.3564e-01
6.3096e-05,8.2873e-01
7.4989e-05,8.2158e-01
8.9125e-05,8.1420e-01
1.0593e-04,8.0657e-01
1.2589e-04,7.9871e-01
1.4962e-04,7.9061e-01
1.7783e-04,7.8227e-01
2.1135e-04,7.7368e-01
2.5119e-04,7.6486e-01
2.9854e-04,7.5579e-01
3.5481e-04,7.4648e-01
4.2170e-04,7.3694e-01
5.0119e-04,7.2717e-01
5.9566e-04,7.1717e-01
7.0795e-04,7.0694e-01
8.4140e-04,6.9649e-01
1.0000e-03,6.8583e-01
1.1885e-03,6.7497e-01
1.4125e-03,6.6391e-01
1.6788e-03,6.5266e-01
1.9953e-03,6.4123e-01
2.3714e-03,6.2963e-01
2.8184e-03,6.1787e-01
3.3497e-03,6.0597e-01
3.9811e-03,5.9393e-01
4.7315e-03,5.8177e-01
5.6234e-03,5.6950e-01
6.6834e-03,5.5713e-01
7.9433e-03,5.4468e-01
9.4406e-03,5.3217e-01
1.1220e-02,5.1960e-01
1.3335e-02,5.0699e-01
1.5849e-02,4.9436e-01
1.8836e-02,4.8171e-01
2.2387e-02,4.6907e-01
2.6607e-02,4.5644e-01
3.1623e-02,4.4385e-01
3.7584e-02,4.3129e-01
4.4668e-02,4.1878e-01
5.3088e-02,4.0634e-01
6.3096e-02,3.9397e-01
7.4989e-02,3.8167e-01
8.9125e-02,3.6947e-01
1.0593e-01,3.5736e-01
1.2589e-01,3.4535e-01
1.4962e-01,3.3343e-01
1.7783e-01,3.2162e-01
2.1135e-01,3.0991e-01
2.5119e-01,2.9830e-01
2.9854e-01,2.8679e-01
3.5481e-01,2.7536e-01
4.2170e-01,2.6401e-01
5.0119e-01,2.5273e-01
5.9566e-01,2.4151e-01
7.0795e-01,2.3034e-01
8.4140e-01,2.1920e-01
1.0000e+00,2.0808e-01
1.1885e+00,1.9697e-01
1.4125e+00,1.8587e-01
1.6788e+00,1.7477e-01
1.9953e+00,1.6368e-01
2.3714e+00,1.5262e-01
2.8184e+00,1.4162e-01
3.3497e+00,1.3073e-01
3.9811e+00,1.1999e-01
4.7315e+00,1.0947e-01
5.6234e+00,9.9265e-02
6.6834e+00,8.9442e-02
7.9433e+00,8.0083e-02
9.4406e+00,7.1261e-02
1.1220e+01,6.3033e-02
1.3335e+01,5.5441e-02
1.5849e+01,4.8508e-02
1.8836e+01,4.2239e-02
2.2387e+01,3.6620e-02
2.6607e+01,3.1625e-02
3.1623e+01,2.7218e-02
3.7584e+01,2.3354e-02
4.4668e+01,1.9987e-02
5.3088e+01,1.7065e-02
6.3096e+01,1.4542e-02
7.4989e+01,1.2371e-02
8.9125e+01,1.0509e-02
1.0593e+02,8.9152e-03
1.2589e+02,7.5552e-03
1.4962e+02,6.3966e-03
1.7783e+02,5.4114e-03
2.1135e+02,4.5747e-03
2.5119e+02,3.8650e-03
2.9854e+02,3.2637e-03
3.5481e+02,2.7548e-03
4.2170e+02,2.3242e-03
5.0119e+02,1.9603e-03
5.9566e+02,1.6529e-03
7.0795e+02,1.3933e-03
8.4140e+02,1.1743e-03
1.0000e+03,9.8943e-04
