3.676685609460878945e-11 8.024923716341026206e-03 9.987099999999999866e-01 8.014571564746946972e-03
8.493620624278378875e-10 1.879466730485173168e-02 9.987099999999999866e-01 1.877042218402847143e-02
1.962136526538382787e-08 4.029879249426605164e-02 9.987099999999999866e-01 4.024680705194844804e-02
4.745456383732958672e-07 6.444698796841553945e-02 9.987099999999999866e-01 6.436385135393628276e-02
1.047194589758231525e-05 8.211397305533106594e-02 9.987099999999999866e-01 8.200804603008968185e-02
2.419014686044907011e-04 1.013693266333778320e-01 9.987099999999999866e-01 1.012385602020207664e-01
5.588235212203607541e-03 1.447686748404798385e-01 9.987099999999999866e-01 1.445819232499356288e-01
1.290954812208195135e-01 2.714403956830820364e-01 9.987099999999999866e-01 2.710902375726508828e-01
2.982273052999008023e+00 2.677224952919077805e-01 9.987099999999999866e-01 2.673771332729812378e-01
6.889437553491713118e+01 0.000000000000000000e+00 9.987099999999999866e-01 0.000000000000000000e+00
