   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,3.6860e-06,6.2725e-04
1.1885e-04,5.0501e-06,7.4530e-04
1.4125e-04,6.9191e-06,8.8552e-04
1.6788e-04,9.4802e-06,1.0521e-03
1.9953e-04,1.2989e-05,1.2499e-03
2.3714e-04,1.7797e-05,1.4848e-03
2.8184e-04,2.4385e-05,1.7638e-03
3.3497e-04,3.3409e-05,2.0949e-03
3.9811e-04,4.5771e-05,2.4880e-03
4.7315e-04,6.2701e-05,2.9544e-03
5.6234e-04,8.5882e-05,3.5078e-03
6.6834e-04,1.1761e-04,4.1640e-03
7.9433e-04,1.6104e-04,4.9420e-03
9.4406e-04,2.2043e-04,5.8639e-03
1.1220e-03,3.0162e-04,6.9556e-03
1.3335e-03,4.1253e-04,8.2475e-03
1.5849e-03,5.6392e-04,9.7748e-03
1.8836e-03,7.7033e-04,1.1579e-02
2.2387e-03,1.0514e-03,1.3706e-02
2.6607e-03,1.4335e-03,1.6210e-02
3.1623e-03,1.9519e-03,1.9151e-02
3.7584e-03,2.6535e-03,2.2597e-02
4.4668e-03,3.5999e-03,2.6619e-02
5.3088e-03,4.8718e-03,3.1294e-02
6.3096e-03,6.5729e-03,3.6696e-02
7.4989e-03,8.8342e-03,4.2895e-02
8.9125e-03,1.1818e-02,4.9946e-02
1.0593e-02,1.5721e-02,5.7875e-02
1.2589e-02,2.0768e-02,6.6668e-02
1.4962e-02,2.7209e-02,7.6248e-02
1.7783e-02,3.5297e-02,8.6462e-02
2.1135e-02,4.5264e-02,9.7065e-02
2.5119e-02,5.7283e-02,1.0772e-01
2.9854e-02,7.1426e-02,1.1800e-01
3.5481e-02,8.7626e-02,1.2745e-01
4.2170e-02,1.0566e-01,1.3562e-01
5.0119e-02,1.2516e-01,1.4213e-01
5.9566e-02,1.4563e-01,1.4674e-01
7.0795e-02,1.6656e-01,1.4938e-01
8.4140e-02,1.8743e-01,1.5011e-01
1.0000e-01,2.0780e-01,1.4916e-01
1.1885e-01,2.2736e-01,1.4683e-01
1.4125e-01,2.4590e-01,1.4345e-01
1.6788e-01,2.6332e-01,1.3935e-01
1.9953e-01,2.7962e-01,1.3482e-01
2.3714e-01,2.9486e-01,1.3011e-01
2.8184e-01,3.0912e-01,1.2541e-01
3.3497e-01,3.2251e-01,1.2084e-01
3.9811e-01,3.3515e-01,1.1651e-01
4.7315e-01,3.4715e-01,1.1247e-01
5.6234e-01,3.5860e-01,1.0874e-01
6.6834e-01,3.6960e-01,1.0535e-01
7.9433e-01,3.8022e-01,1.0228e-01
9.4406e-01,3.9053e-01,9.9524e-02
1.1220e+00,4.0058e-01,9.7057e-02
1.3335e+00,4.1042e-01,9.4858e-02
1.5849e+00,4.2008e-01,9.2903e-02
1.8836e+00,4.2960e-01,9.1164e-02
2.2387e+00,4.3899e-01,8.9619e-02
2.6607e+00,4.4828e-01,8.8243e-02
3.1623e+00,4.5749e-01,8.7014e-02
3.7584e+00,4.6663e-01,8.5911e-02
4.4668e+00,4.7570e-01,8.4917e-02
5.3088e+00,4.8471e-01,8.4014e-02
6.3096e+00,4.9368e-01,8.3186e-02
7.4989e+00,5.0259e-01,8.2419e-02
8.9125e+00,5.1146e-01,8.1703e-02
1.0593e+01,5.2029e-01,8.1024e-02
1.2589e+01,5.2907e-01,8.0375e-02
1.4962e+01,5.3780e-01,7.9746e-02
1.7783e+01,5.4649e-01,7.9130e-02
2.1135e+01,5.5513e-01,7.8521e-02
2.5119e+01,5.6372e-01,7.7913e-02
2.9854e+01,5.7226e-01,7.7301e-02
3.5481e+01,5.8074e-01,7.6683e-02
4.2170e+01,5.8916e-01,7.6053e-02
5.0119e+01,5.9752e-01,7.5410e-02
5.9566e+01,6.0582e-01,7.4752e-02
7.0795e+01,6.1405e-01,7.4076e-02
8.4140e+01,6.2221e-01,7.3381e-02
1.0000e+02,6.3029e-01,7.2667e-02
1.1885e+02,6.3830e-01,7.1932e-02
1.4125e+02,6.4622e-01,7.1177e-02
1.6788e+02,6.5406e-01,7.0401e-02
1.9953e+02,6.6182e-01,6.9605e-02
2.3714e+02,6.6948e-01,6.8788e-02
2.8184e+02,6.7705e-01,6.7952e-02
3.3497e+02,6.8453e-01,6.7096e-02
3.9811e+02,6.9191e-01,6.6223e-02
4.7315e+02,6.9919e-01,6.5332e-02
5.6234e+02,7.0637e-01,6.4425e-02
6.6834e+02,7.1345e-01,6.3502e-02
7.9433e+02,7.2042e-01,6.2566e-02
9.4406e+02,7.2728e-01,6.1617e-02
1.1220e+03,7.3404e-01,6.0655e-02
1.3335e+03,7.4068e-01,5.9684e-02
1.5849e+03,7.4722e-01,5.8703e-02
1.8836e+03,7.5364e-01,5.7714e-02
2.2387e+03,7.5995e-01,5.6718e-02
2.6607e+03,7.6614e-01,5.5717e-02
3.1623e+03,7.7223e-01,5.4711e-02
3.7584e+03,7.7819e-01,5.3703e-02
4.4668e+03,7.8405e-01,5.2692e-02
5.3088e+03,7.8978e-01,5.1681e-02
6.3096e+03,7.9541e-01,5.0670e-02
7.4989e+03,8.0092e-01,4.9661e-02
8.9125e+03,8.0631e-01,4.8654e-02
1.0593e+04,8.1160e-01,4.7650e-02
1.2589e+04,8.1677e-01,4.6651e-02
1.4962e+04,8.2182e-01,4.5658e-02
1.7783e+04,8.2677e-01,4.4670e-02
2.1135e+04,8.3160e-01,4.3690e-02
2.5119e+04,8.3633e-01,4.2718e-02
2.9854e+04,8.4095e-01,4.1754e-02
3.5481e+04,8.4546e-01,4.0799e-02
4.2170e+04,8.4986e-01,3.9855e-02
5.0119e+04,8.5416e-01,3.8920e-02
5.9566e+04,8.5835e-01,3.7997e-02
7.0795e+04,8.6244e-01,3.7086e-02
8.4140e+04,8.6643e-01,3.6186e-02
1.0000e+05,8.7033e-01,3.5299e-02
1.1885e+05,8.7412e-01,3.4425e-02
1.4125e+05,8.7782e-01,3.3564e-02
1.6788e+05,8.8142e-01,3.2717e-02
1.9953e+05,8.8493e-01,3.1883e-02
2.3714e+05,8.8835e-01,3.1064e-02
2.8184e+05,8.9168e-01,3.0258e-02
3.3497e+05,8.9492e-01,2.9467e-02
3.9811e+05,8.9807e-01,2.8691e-02
4.7315e+05,9.0114e-01,2.7929e-02
5.6234e+05,9.0412e-01,2.7182e-02
6.6834e+05,9.0703e-01,2.6449e-02
7.9433e+05,9.0985e-01,2.5731e-02
9.4406e+05,9.1259e-01,2.5029e-02
1.1220e+06,9.1526e-01,2.4340e-02
1.3335e+06,9.1786e-01,2.3667e-02
1.5849e+06,9.2038e-01,2.3008e-02
1.8836e+06,9.2283e-01,2.2364e-02
2.2387e+06,9.2521e-01,2.1734e-02
2.6607e+06,9.2752e-01,2.1119e-02
3.1623e+06,9.2977e-01,2.0518e-02
3.7584e+06,9.3195e-01,1.9931e-02
4.4668e+06,9.3407e-01,1.9358e-02
5.3088e+06,9.3612e-01,1.8799e-02
6.3096e+06,9.3812e-01,1.8254e-02
7.4989e+06,9.4006e-01,1.7722e-02
8.9125e+06,9.4194e-01,1.7203e-02
1.0593e+07,9.4376e-01,1.6698e-02
1.2589e+07,9.4553e-01,1.6205e-02
1.4962e+07,9.4725e-01,1.5725e-02
1.7783e+07,9.4891e-01,1.5258e-02
2.1135e+07,9.5053e-01,1.4803e-02
2.5119e+07,9.5210e-01,1.4359e-02
2.9854e+07,9.5361e-01,1.3928e-02
3.5481e+07,9.5509e-01,1.3508e-02
4.2170e+07,9.5652e-01,1.3100e-02
5.0119e+07,9.5790e-01,1.2703e-02
5.9566e+07,9.5924e-01,1.2316e-02
7.0795e+07,9.6054e-01,1.1941e-02
8.4140e+07,9.6181e-01,1.1575e-02
1.0000e+08,9.6303e-01,1.1220e-02
1.1885e+08,9.6421e-01,1.0876e-02
1.4125e+08,9.6536e-01,1.0540e-02
