   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,1.1683e-05,6.2139e-04
1.1885e-04,1.5467e-05,7.3757e-04
1.4125e-04,2.0475e-05,8.7533e-04
1.6788e-04,2.7101e-05,1.0386e-03
1.9953e-04,3.5866e-05,1.2322e-03
2.3714e-04,4.7459e-05,1.4615e-03
2.8184e-04,6.2787e-05,1.7330e-03
3.3497e-04,8.3047e-05,2.0543e-03
3.9811e-04,1.0981e-04,2.4344e-03
4.7315e-04,1.4515e-04,2.8838e-03
5.6234e-04,1.9179e-04,3.4146e-03
6.6834e-04,2.5329e-04,4.0412e-03
7.9433e-04,3.3432e-04,4.7801e-03
9.4406e-04,4.4097e-04,5.6504e-03
1.1220e-03,5.8118e-04,6.6741e-03
1.3335e-03,7.6525e-04,7.8766e-03
1.5849e-03,1.0065e-03,9.2863e-03
1.8836e-03,1.3221e-03,1.0936e-02
2.2387e-03,1.7340e-03,1.2861e-02
2.6607e-03,2.2701e-03,1.5101e-02
3.1623e-03,2.9658e-03,1.7699e-02
3.7584e-03,3.8653e-03,2.0700e-02
4.4668e-03,5.0232e-03,2.4150e-02
5.3088e-03,6.5064e-03,2.8095e-02
6.3096e-03,8.3953e-03,3.2575e-02
7.4989e-03,1.0785e-02,3.7626e-02
8.9125e-03,1.3784e-02,4.3268e-02
1.0593e-02,1.7516e-02,4.9505e-02
1.2589e-02,2.2113e-02,5.6319e-02
1.4962e-02,2.7713e-02,6.3661e-02
1.7783e-02,3.4448e-02,7.1448e-02
2.1135e-02,4.2438e-02,7.9562e-02
2.5119e-02,5.1778e-02,8.7851e-02
2.9854e-02,6.2523e-02,9.6132e-02
3.5481e-02,7.4683e-02,1.0421e-01
4.2170e-02,8.8214e-02,1.1187e-01
5.0119e-02,1.0302e-01,1.1892e-01
5.9566e-02,1.1895e-01,1.2521e-01
7.0795e-02,1.3582e-01,1.3060e-01
8.4140e-02,1.5343e-01,1.3501e-01
1.0000e-01,1.7156e-01,1.3842e-01
1.1885e-01,1.9001e-01,1.4083e-01
1.4125e-01,2.0860e-01,1.4231e-01
1.6788e-01,2.2716e-01,1.4293e-01
1.9953e-01,2.4556e-01,1.4279e-01
2.3714e-01,2.6370e-01,1.4200e-01
2.8184e-01,2.8151e-01,1.4065e-01
3.3497e-01,2.9894e-01,1.3885e-01
3.9811e-01,3.1596e-01,1.3670e-01
4.7315e-01,3.3254e-01,1.3426e-01
5.6234e-01,3.4869e-01,1.3161e-01
6.6834e-01,3.6439e-01,1.2881e-01
7.9433e-01,3.7967e-01,1.2590e-01
9.4406e-01,3.9452e-01,1.2292e-01
1.1220e+00,4.0896e-01,1.1991e-01
1.3335e+00,4.2300e-01,1.1688e-01
1.5849e+00,4.3665e-01,1.1387e-01
1.8836e+00,4.4991e-01,1.1087e-01
2.2387e+00,4.6280e-01,1.0791e-01
2.6607e+00,4.7533e-01,1.0499e-01
3.1623e+00,4.8751e-01,1.0213e-01
3.7584e+00,4.9934e-01,9.9325e-02
4.4668e+00,5.1084e-01,9.6583e-02
5.3088e+00,5.2201e-01,9.3906e-02
6.3096e+00,5.3286e-01,9.1300e-02
7.4989e+00,5.4339e-01,8.8766e-02
8.9125e+00,5.5363e-01,8.6306e-02
1.0593e+01,5.6357e-01,8.3923e-02
1.2589e+01,5.7323e-01,8.1618e-02
1.4962e+01,5.8261e-01,7.9392e-02
1.7783e+01,5.9173e-01,7.7246e-02
2.1135e+01,6.0058e-01,7.5180e-02
2.5119e+01,6.0919e-01,7.3195e-02
2.9854e+01,6.1756e-01,7.1290e-02
3.5481e+01,6.2570e-01,6.9465e-02
4.2170e+01,6.3362e-01,6.7720e-02
5.0119e+01,6.4133e-01,6.6053e-02
5.9566e+01,6.4884e-01,6.4464e-02
7.0795e+01,6.5616e-01,6.2951e-02
8.4140e+01,6.6329e-01,6.1512e-02
1.0000e+02,6.7026e-01,6.0146e-02
1.1885e+02,6.7706e-01,5.8850e-02
