   t   ,G_relax
1.9953e-03,7.9957e-01
2.3714e-03,7.9142e-01
2.8184e-03,7.8296e-01
3.3497e-03,7.7418e-01
3.9811e-03,7.6505e-01
4.7315e-03,7.5558e-01
5.6234e-03,7.4575e-01
6.6834e-03,7.3555e-01
7.9433e-03,7.2498e-01
9.4406e-03,7.1403e-01
1.1220e-02,7.0269e-01
1.3335e-02,6.9096e-01
1.5849e-02,6.7883e-01
1.8836e-02,6.6631e-01
2.2387e-02,6.5339e-01
2.6607e-02,6.4008e-01
3.1623e-02,6.2638e-01
3.7584e-02,6.1229e-01
4.4668e-02,5.9781e-01
5.3088e-02,5.8297e-01
6.3096e-02,5.6775e-01
7.4989e-02,5.5219e-01
8.9125e-02,5.3627e-01
1.0593e-01,5.2003e-01
1.2589e-01,5.0347e-01
1.4962e-01,4.8659e-01
1.7783e-01,4.6943e-01
2.1135e-01,4.5198e-01
2.5119e-01,4.3426e-01
2.9854e-01,4.1630e-01
3.5481e-01,3.9810e-01
4.2170e-01,3.7968e-01
5.0119e-01,3.6107e-01
5.9566e-01,3.4229e-01
7.0795e-01,3.2338e-01
8.4140e-01,3.0438e-01
1.0000e+00,2.8534e-01
1.1885e+00,2.6633e-01
1.4125e+00,2.4743e-01
1.6788e+00,2.2873e-01
1.9953e+00,2.1034e-01
2.3714e+00,1.9237e-01
2.8184e+00,1.7495e-01
3.3497e+00,1.5819e-01
3.9811e+00,1.4223e-01
4.7315e+00,1.2715e-01
5.6234e+00,1.1305e-01
6.6834e+00,9.9982e-02
7.9433e+00,8.7983e-02
9.4406e+00,7.7062e-02
1.1220e+01,6.7205e-02
1.3335e+01,5.8378e-02
1.5849e+01,5.0528e-02
1.8836e+01,4.3593e-02
2.2387e+01,3.7501e-02
2.6607e+01,3.2178e-02
3.1623e+01,2.7548e-02
3.7584e+01,2.3536e-02
4.4668e+01,2.0073e-02
5.3088e+01,1.7093e-02
6.3096e+01,1.4535e-02
7.4989e+01,1.2345e-02
8.9125e+01,1.0474e-02
1.0593e+02,8.8781e-03
1.2589e+02,7.5192e-03
1.4962e+02,6.3637e-03
1.7783e+02,5.3822e-03
2.1135e+02,4.5496e-03
2.5119e+02,3.8438e-03
2.9854e+02,3.2461e-03
3.5481e+02,2.7402e-03
4.2170e+02,2.3123e-03
5.0119e+02,1.9507e-03
5.9566e+02,1.6452e-03
7.0795e+02,1.3871e-03
8.4140e+02,1.1693e-03
1.0000e+03,9.8550e-04
