   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.9940e-01
1.1885e-12,9.9937e-01
1.4125e-12,9.9933e-01
1.6788e-12,9.9930e-01
1.9953e-12,9.9926e-01
2.3714e-12,9.9921e-01
2.8184e-12,9.9917e-01
3.3497e-12,9.9912e-01
3.9811e-12,9.9907e-01
4.7315e-12,9.9902e-01
5.6234e-12,9.9897e-01
6.6834e-12,9.9891e-01
7.9433e-12,9.9885e-01
9.4406e-12,9.9878e-01
1.1220e-11,9.9871e-01
1.3335e-11,9.9864e-01
1.5849e-11,9.9857e-01
1.8836e-11,9.9848e-01
2.2387e-11,9.9840e-01
2.6607e-11,9.9831e-01
3.1623e-11,9.9821e-01
3.7584e-11,9.9811e-01
4.4668e-11,9.9801e-01
5.3088e-11,9.9790e-01
6.3096e-11,9.9778e-01
7.4989e-11,9.9765e-01
8.9125e-11,9.9752e-01
1.0593e-10,9.9738e-01
1.2589e-10,9.9723e-01
1.4962e-10,9.9708e-01
1.7783e-10,9.9691e-01
2.1135e-10,9.9674e-01
2.5119e-10,9.9656e-01
2.9854e-10,9.9636e-01
3.5481e-10,9.9616e-01
4.2170e-10,9.9594e-01
5.0119e-10,9.9572e-01
5.9566e-10,9.9548e-01
7.0795e-10,9.9522e-01
8.4140e-10,9.9495e-01
1.0000e-09,9.9467e-01
1.1885e-09,9.9437e-01
1.4125e-09,9.9406e-01
1.6788e-09,9.9372e-01
1.9953e-09,9.9337e-01
2.3714e-09,9.9300e-01
2.8184e-09,9.9261e-01
3.3497e-09,9.9219e-01
3.9811e-09,9.9176e-01
4.7315e-09,9.9130e-01
5.6234e-09,9.9081e-01
6.6834e-09,9.9030e-01
7.9433e-09,9.8975e-01
9.4406e-09,9.8918e-01
1.1220e-08,9.8858e-01
1.3335e-08,9.8794e-01
1.5849e-08,9.8727e-01
1.8836e-08,9.8656e-01
2.2387e-08,9.8581e-01
2.6607e-08,9.8502e-01
3.1623e-08,9.8419e-01
3.7584e-08,9.8331e-01
4.4668e-08,9.8238e-01
5.3088e-08,9.8141e-01
6.3096e-08,9.8037e-01
7.4989e-08,9.7929e-01
8.9125e-08,9.7814e-01
1.0593e-07,9.7694e-01
1.2589e-07,9.7566e-01
1.4962e-07,9.7432e-01
1.7783e-07,9.7291e-01
2.1135e-07,9.7142e-01
2.5119e-07,9.6985e-01
2.9854e-07,9.6820e-01
3.5481e-07,9.6646e-01
4.2170e-07,9.6462e-01
5.0119e-07,9.6269e-01
5.9566e-07,9.6066e-01
7.0795e-07,9.5852e-01
8.4140e-07,9.5628e-01
1.0000e-06,9.5391e-01
1.1885e-06,9.5142e-01
1.4125e-06,9.4881e-01
1.6788e-06,9.4606e-01
1.9953e-06,9.4316e-01
2.3714e-06,9.4013e-01
2.8184e-06,9.3694e-01
3.3497e-06,9.3359e-01
3.9811e-06,9.3008e-01
4.7315e-06,9.2639e-01
5.6234e-06,9.2252e-01
6.6834e-06,9.1847e-01
7.9433e-06,9.1422e-01
9.4406e-06,9.0977e-01
1.1220e-05,9.0511e-01
1.3335e-05,9.0023e-01
1.5849e-05,8.9513e-01
1.8836e-05,8.8979e-01
2.2387e-05,8.8422e-01
2.6607e-05,8.7840e-01
3.1623e-05,8.7233e-01
3.7584e-05,8.6599e-01
4.4668e-05,8.5938e-01
5.3088e-05,8.5251e-01
6.3096e-05,8.4535e-01
7.4989e-05,8.3790e-01
8.9125e-05,8.3016e-01
1.0593e-04,8.2213e-01
1.2589e-04,8.1379e-01
1.4962e-04,8.0515e-01
1.7783e-04,7.9620e-01
2.1135e-04,7.8695e-01
2.5119e-04,7.7738e-01
2.9854e-04,7.6750e-01
3.5481e-04,7.5732e-01
4.2170e-04,7.4683e-01
