2.799008327632104509e-12 1.868901352254043711e-03 9.971900000000000208e-01 1.863649739454209878e-03
4.974297752012628408e-11 9.873957754107346926e-03 9.971900000000000208e-01 9.846211932818305784e-03
8.845379159252653580e-10 2.046249621769015425e-02 9.971900000000000208e-01 2.040499660331844545e-02
1.572952442163096476e-08 3.695174701530902495e-02 9.971900000000000208e-01 3.684791260619600661e-02
2.816127805559143055e-07 5.398956874362414310e-02 9.971900000000000208e-01 5.383785805545455994e-02
5.101330687059010043e-06 6.713952939382596130e-02 9.971900000000000208e-01 6.695086731622931775e-02
8.934693712989436379e-05 7.612173282480405589e-02 9.971900000000000208e-01 7.590783075556635506e-02
1.638338596048696111e-03 1.004714217166618739e-01 9.971900000000000208e-01 1.001890970216380572e-01
2.804834227309332614e-02 1.440775338463927691e-01 9.971900000000000208e-01 1.436726759762844141e-01
5.035113901411768511e-01 2.531218541730301808e-01 9.971900000000000208e-01 2.524105817628039539e-01
8.949928714770601701e+00 2.286484635989827763e-01 9.971900000000000208e-01 2.280059614162696369e-01
