   t   ,G_relax
   s   ,  GPa  
1.0000e-12,7.0379e-01
1.1885e-12,7.0180e-01
1.4125e-12,6.9981e-01
1.6788e-12,6.9781e-01
1.9953e-12,6.9580e-01
2.3714e-12,6.9379e-01
2.8184e-12,6.9176e-01
3.3497e-12,6.8973e-01
3.9811e-12,6.8769e-01
4.7315e-12,6.8565e-01
5.6234e-12,6.8360e-01
6.6834e-12,6.8154e-01
7.9433e-12,6.7947e-01
9.4406e-12,6.7740e-01
1.1220e-11,6.7532e-01
1.3335e-11,6.7323e-01
1.5849e-11,6.7113e-01
1.8836e-11,6.6903e-01
2.2387e-11,6.6692e-01
2.6607e-11,6.6481e-01
3.1623e-11,6.6269e-01
3.7584e-11,6.6056e-01
4.4668e-11,6.5842e-01
5.3088e-11,6.5628e-01
6.3096e-11,6.5413e-01
7.4989e-11,6.5198e-01
8.9125e-11,6.4982e-01
1.0593e-10,6.4765e-01
1.2589e-10,6.4548e-01
1.4962e-10,6.4330e-01
1.7783e-10,6.4112e-01
2.1135e-10,6.3893e-01
2.5119e-10,6.3673e-01
2.9854e-10,6.3453e-01
3.5481e-10,6.3232e-01
4.2170e-10,6.3011e-01
5.0119e-10,6.2789e-01
5.9566e-10,6.2567e-01
7.0795e-10,6.2344e-01
8.4140e-10,6.2121e-01
1.0000e-09,6.1897e-01
1.1885e-09,6.1672e-01
1.4125e-09,6.1447e-01
1.6788e-09,6.1222e-01
1.9953e-09,6.0996e-01
2.3714e-09,6.0769e-01
2.8184e-09,6.0543e-01
3.3497e-09,6.0315e-01
3.9811e-09,6.0087e-01
4.7315e-09,5.9859e-01
5.6234e-09,5.9631e-01
6.6834e-09,5.9401e-01
7.9433e-09,5.9172e-01
9.4406e-09,5.8942e-01
1.1220e-08,5.8712e-01
1.3335e-08,5.8481e-01
1.5849e-08,5.8250e-01
1.8836e-08,5.8019e-01
2.2387e-08,5.7787e-01
2.6607e-08,5.7555e-01
3.1623e-08,5.7323e-01
3.7584e-08,5.7090e-01
4.4668e-08,5.6857e-01
5.3088e-08,5.6624e-01
6.3096e-08,5.6390e-01
7.4989e-08,5.6156e-01
8.9125e-08,5.5922e-01
1.0593e-07,5.5687e-01
1.2589e-07,5.5453e-01
1.4962e-07,5.5218e-01
1.7783e-07,5.4982e-01
2.1135e-07,5.4747e-01
2.5119e-07,5.4511e-01
2.9854e-07,5.4275e-01
3.5481e-07,5.4039e-01
4.2170e-07,5.3803e-01
5.0119e-07,5.3567e-01
5.9566e-07,5.3330e-01
7.0795e-07,5.3094e-01
8.4140e-07,5.2857e-01
1.0000e-06,5.2620e-01
1.1885e-06,5.2383e-01
1.4125e-06,5.2146e-01
1.6788e-06,5.1908e-01
1.9953e-06,5.1671e-01
2.3714e-06,5.1433e-01
2.8184e-06,5.1196e-01
3.3497e-06,5.0958e-01
3.9811e-06,5.0721e-01
4.7315e-06,5.0483e-01
5.6234e-06,5.0245e-01
6.6834e-06,5.0008e-01
7.9433e-06,4.9770e-01
9.4406e-06,4.9532e-01
1.1220e-05,4.9295e-01
1.3335e-05,4.9057e-01
1.5849e-05,4.8820e-01
1.8836e-05,4.8582e-01
2.2387e-05,4.8345e-01
2.6607e-05,4.8107e-01
3.1623e-05,4.7870e-01
3.7584e-05,4.7633e-01
4.4668e-05,4.7396e-01
5.3088e-05,4.7159e-01
6.3096e-05,4.6922e-01
7.4989e-05,4.6685e-01
8.9125e-05,4.6449e-01
1.0593e-04,4.6212e-01
1.2589e-04,4.5976e-01
1.4962e-04,4.5740e-01
1.7783e-04,4.5504e-01
2.1135e-04,4.5268e-01
2.5119e-04,4.5033e-01
2.9854e-04,4.4798e-01
3.5481e-04,4.4562e-01
4.2170e-04,4.4328e-01
5.0119e-04,4.4093e-01
5.9566e-04,4.3859e-01
7.0795e-04,4.3625e-01
8.4140e-04,4.3391e-01
1.0000e-03,4.3157e-01
1.1885e-03,4.2924e-01
1.4125e-03,4.2691e-01
1.6788e-03,4.2459e-01
1.9953e-03,4.2226e-01
2.3714e-03,4.1994e-01
2.8184e-03,4.1762e-01
3.3497e-03,4.1531e-01
3.9811e-03,4.1300e-01
4.7315e-03,4.1069e-01
5.6234e-03,4.0838e-01
6.6834e-03,4.0608e-01
7.9433e-03,4.0378e-01
9.4406e-03,4.0148e-01
1.1220e-02,3.9918e-01
1.3335e-02,3.9688e-01
1.5849e-02,3.9459e-01
1.8836e-02,3.9229e-01
2.2387e-02,3.9000e-01
2.6607e-02,3.8770e-01
3.1623e-02,3.8540e-01
3.7584e-02,3.8309e-01
4.4668e-02,3.8078e-01
5.3088e-02,3.7846e-01
6.3096e-02,3.7612e-01
7.4989e-02,3.7376e-01
8.9125e-02,3.7138e-01
1.0593e-01,3.6896e-01
1.2589e-01,3.6650e-01
1.4962e-01,3.6398e-01
1.7783e-01,3.6138e-01
2.1135e-01,3.5867e-01
2.5119e-01,3.5581e-01
2.9854e-01,3.5277e-01
3.5481e-01,3.4948e-01
4.2170e-01,3.4585e-01
5.0119e-01,3.4179e-01
5.9566e-01,3.3715e-01
7.0795e-01,3.3177e-01
8.4140e-01,3.2542e-01
1.0000e+00,3.1787e-01
1.1885e+00,3.0885e-01
1.4125e+00,2.9806e-01
1.6788e+00,2.8529e-01
1.9953e+00,2.7040e-01
2.3714e+00,2.5341e-01
2.8184e+00,2.3457e-01
3.3497e+00,2.1433e-01
3.9811e+00,1.9332e-01
4.7315e+00,1.7225e-01
5.6234e+00,1.5178e-01
6.6834e+00,1.3247e-01
7.9433e+00,1.1468e-01
9.4406e+00,9.8633e-02
1.1220e+01,8.4394e-02
1.3335e+01,7.1921e-02
1.5849e+01,6.1102e-02
1.8836e+01,5.1789e-02
2.2387e+01,4.3818e-02
2.6607e+01,3.7024e-02
3.1623e+01,3.1253e-02
3.7584e+01,2.6361e-02
4.4668e+01,2.2222e-02
5.3088e+01,1.8725e-02
6.3096e+01,1.5774e-02
7.4989e+01,1.3284e-02
8.9125e+01,1.1185e-02
1.0593e+02,9.4164e-03
1.2589e+02,7.9265e-03
1.4962e+02,6.6718e-03
1.7783e+02,5.6153e-03
2.1135e+02,4.7258e-03
2.5119e+02,3.9771e-03
2.9854e+02,3.3469e-03
3.5481e+02,2.8164e-03
4.2170e+02,2.3700e-03
5.0119e+02,1.9943e-03
5.9566e+02,1.6781e-03
7.0795e+02,1.4120e-03
8.4140e+02,1.1881e-03
1.0000e+03,9.9975e-04
