   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.9719e-01
1.1885e-12,9.9699e-01
1.4125e-12,9.9677e-01
1.6788e-12,9.9654e-01
1.9953e-12,9.9629e-01
2.3714e-12,9.9603e-01
2.8184e-12,9.9575e-01
3.3497e-12,9.9546e-01
3.9811e-12,9.9514e-01
4.7315e-12,9.9481e-01
5.6234e-12,9.9446e-01
6.6834e-12,9.9409e-01
7.9433e-12,9.9370e-01
9.4406e-12,9.9328e-01
1.1220e-11,9.9285e-01
1.3335e-11,9.9238e-01
1.5849e-11,9.9190e-01
1.8836e-11,9.9138e-01
2.2387e-11,9.9084e-01
2.6607e-11,9.9027e-01
3.1623e-11,9.8967e-01
3.7584e-11,9.8904e-01
4.4668e-11,9.8838e-01
5.3088e-11,9.8768e-01
6.3096e-11,9.8695e-01
7.4989e-11,9.8619e-01
8.9125e-11,9.8539e-01
1.0593e-10,9.8455e-01
1.2589e-10,9.8367e-01
1.4962e-10,9.8275e-01
1.7783e-10,9.8179e-01
2.1135e-10,9.8079e-01
2.5119e-10,9.7974e-01
2.9854e-10,9.7865e-01
3.5481e-10,9.7751e-01
4.2170e-10,9.7633e-01
5.0119e-10,9.7509e-01
5.9566e-10,9.7381e-01
7.0795e-10,9.7248e-01
8.4140e-10,9.7109e-01
1.0000e-09,9.6965e-01
1.1885e-09,9.6816e-01
1.4125e-09,9.6662e-01
1.6788e-09,9.6502e-01
1.9953e-09,9.6336e-01
2.3714e-09,9.6164e-01
2.8184e-09,9.5987e-01
3.3497e-09,9.5804e-01
3.9811e-09,9.5615e-01
4.7315e-09,9.5420e-01
5.6234e-09,9.5219e-01
6.6834e-09,9.5012e-01
7.9433e-09,9.4799e-01
9.4406e-09,9.4579e-01
1.1220e-08,9.4354e-01
1.3335e-08,9.4122e-01
1.5849e-08,9.3884e-01
1.8836e-08,9.3640e-01
2.2387e-08,9.3390e-01
2.6607e-08,9.3134e-01
3.1623e-08,9.2871e-01
3.7584e-08,9.2603e-01
4.4668e-08,9.2328e-01
5.3088e-08,9.2048e-01
6.3096e-08,9.1761e-01
7.4989e-08,9.1468e-01
8.9125e-08,9.1170e-01
1.0593e-07,9.0866e-01
1.2589e-07,9.0556e-01
1.4962e-07,9.0241e-01
1.7783e-07,8.9919e-01
2.1135e-07,8.9593e-01
2.5119e-07,8.9261e-01
2.9854e-07,8.8924e-01
3.5481e-07,8.8582e-01
4.2170e-07,8.8234e-01
5.0119e-07,8.7882e-01
5.9566e-07,8.7525e-01
7.0795e-07,8.7163e-01
8.4140e-07,8.6796e-01
1.0000e-06,8.6425e-01
1.1885e-06,8.6049e-01
1.4125e-06,8.5669e-01
1.6788e-06,8.5284e-01
1.9953e-06,8.4896e-01
2.3714e-06,8.4503e-01
2.8184e-06,8.4106e-01
3.3497e-06,8.3705e-01
3.9811e-06,8.3300e-01
4.7315e-06,8.2892e-01
5.6234e-06,8.2479e-01
6.6834e-06,8.2062e-01
7.9433e-06,8.1642e-01
9.4406e-06,8.1218e-01
1.1220e-05,8.0789e-01
1.3335e-05,8.0357e-01
1.5849e-05,7.9921e-01
1.8836e-05,7.9481e-01
2.2387e-05,7.9036e-01
2.6607e-05,7.8587e-01
3.1623e-05,7.8134e-01
3.7584e-05,7.7676e-01
4.4668e-05,7.7214e-01
5.3088e-05,7.6746e-01
6.3096e-05,7.6273e-01
7.4989e-05,7.5795e-01
8.9125e-05,7.5311e-01
1.0593e-04,7.4821e-01
1.2589e-04,7.4325e-01
1.4962e-04,7.3822e-01
1.7783e-04,7.3312e-01
2.1135e-04,7.2794e-01
2.5119e-04,7.2268e-01
2.9854e-04,7.1734e-01
3.5481e-04,7.1191e-01
4.2170e-04,7.0638e-01
5.0119e-04,7.0075e-01
5.9566e-04,6.9502e-01
7.0795e-04,6.8917e-01
8.4140e-04,6.8321e-01
1.0000e-03,6.7712e-01
1.1885e-03,6.7089e-01
1.4125e-03,6.6453e-01
1.6788e-03,6.5803e-01
