   t   ,G_relax
1.9953e-03,6.5137e-01
2.3714e-03,6.4454e-01
2.8184e-03,6.3755e-01
3.3497e-03,6.3039e-01
3.9811e-03,6.2304e-01
4.7315e-03,6.1550e-01
5.6234e-03,6.0777e-01
6.6834e-03,5.9983e-01
7.9433e-03,5.9167e-01
9.4406e-03,5.8330e-01
1.1220e-02,5.7471e-01
1.3335e-02,5.6588e-01
1.5849e-02,5.5682e-01
1.8836e-02,5.4752e-01
2.2387e-02,5.3797e-01
2.6607e-02,5.2817e-01
3.1623e-02,5.1812e-01
3.7584e-02,5.0782e-01
4.4668e-02,4.9725e-01
5.3088e-02,4.8642e-01
6.3096e-02,4.7533e-01
7.4989e-02,4.6398e-01
8.9125e-02,4.5235e-01
1.0593e-01,4.4047e-01
1.2589e-01,4.2831e-01
1.4962e-01,4.1588e-01
1.7783e-01,4.0318e-01
2.1135e-01,3.9021e-01
2.5119e-01,3.7695e-01
2.9854e-01,3.6342e-01
3.5481e-01,3.4961e-01
4.2170e-01,3.3551e-01
5.0119e-01,3.2114e-01
5.9566e-01,3.0648e-01
7.0795e-01,2.9156e-01
8.4140e-01,2.7638e-01
1.0000e+00,2.6097e-01
1.1885e+00,2.4538e-01
1.4125e+00,2.2964e-01
1.6788e+00,2.1385e-01
1.9953e+00,1.9807e-01
2.3714e+00,1.8241e-01
2.8184e+00,1.6700e-01
3.3497e+00,1.5196e-01
3.9811e+00,1.3742e-01
4.7315e+00,1.2350e-01
5.6234e+00,1.1032e-01
6.6834e+00,9.7980e-02
7.9433e+00,8.6533e-02
9.4406e+00,7.6028e-02
1.1220e+01,6.6476e-02
1.3335e+01,5.7870e-02
1.5849e+01,5.0178e-02
1.8836e+01,4.3354e-02
2.2387e+01,3.7340e-02
2.6607e+01,3.2069e-02
3.1623e+01,2.7475e-02
3.7584e+01,2.3488e-02
4.4668e+01,2.0041e-02
5.3088e+01,1.7072e-02
6.3096e+01,1.4521e-02
7.4989e+01,1.2336e-02
8.9125e+01,1.0468e-02
1.0593e+02,8.8743e-03
1.2589e+02,7.5167e-03
1.4962e+02,6.3621e-03
1.7783e+02,5.3812e-03
2.1135e+02,4.5489e-03
2.5119e+02,3.8434e-03
2.9854e+02,3.2458e-03
3.5481e+02,2.7400e-03
4.2170e+02,2.3122e-03
5.0119e+02,1.9506e-03
5.9566e+02,1.6451e-03
7.0795e+02,1.3871e-03
8.4140e+02,1.1693e-03
1.0000e+03,9.8549e-04
