3.000000000000000000e+00 9.966099999999999959e-01 9.349328135725255562e-01
4.000000000000000000e+00 9.966099999999999959e-01 6.362432386067304879e-01
5.000000000000000000e+00 9.966099999999999959e-01 6.060080472185057632e-01
6.000000000000000000e+00 9.966099999999999959e-01 4.236724249788337282e-01
7.000000000000000000e+00 9.966099999999999959e-01 2.129077777093489054e-01
8.000000000000000000e+00 9.966099999999999959e-01 8.793730245376024657e-02
9.000000000000000000e+00 9.966099999999999959e-01 4.735287219330675673e-02
1.000000000000000000e+01 9.966099999999999959e-01 3.973710417668568223e-02
1.100000000000000000e+01 9.966099999999999959e-01 3.277949770034219168e-02
1.200000000000000000e+01 9.966099999999999959e-01 2.103533840635619934e-02
1.300000000000000000e+01 9.966099999999999959e-01 1.072055273644796115e-02
1.400000000000000000e+01 9.966099999999999959e-01 5.565366833285265852e-03
